"X1","X2","val","copies","epochs","data"
"01.sex","02.age",0.0154742138741199,5,100,"sd2011"
"01.sex","03.agegr",0.0115395659720199,5,100,"sd2011"
"01.sex","04.placesize",0.00674465541739437,5,100,"sd2011"
"01.sex","05.region",0.00757044799246706,5,100,"sd2011"
"01.sex","06.edu",0.00954560128355738,5,100,"sd2011"
"01.sex","07.eduspec",0.0210549939715936,5,100,"sd2011"
"01.sex","08.socprof",0.00970578894022854,5,100,"sd2011"
"01.sex","09.unempdur",0.0238966254552008,5,100,"sd2011"
"01.sex","10.income",0.020301191693136,5,100,"sd2011"
"01.sex","11.marital",0.0093776311303933,5,100,"sd2011"
"01.sex","12.mmarr",0.0210570032287177,5,100,"sd2011"
"01.sex","13.ymarr",0.0320300850764847,5,100,"sd2011"
"01.sex","14.msepdiv",0.00987835858803104,5,100,"sd2011"
"01.sex","15.ysepdiv",0.0106296251958518,5,100,"sd2011"
"01.sex","16.ls",0.00948170866086412,5,100,"sd2011"
"01.sex","17.depress",0.0100432830554228,5,100,"sd2011"
"01.sex","18.trust",0.00767556104985804,5,100,"sd2011"
"01.sex","19.trustfam",0.00366217880637775,5,100,"sd2011"
"01.sex","20.trustneigh",0.00916717164731659,5,100,"sd2011"
"01.sex","21.sport",0.00678359719348834,5,100,"sd2011"
"01.sex","22.nofriend",0.017555893398305,5,100,"sd2011"
"01.sex","23.smoke",0.00775025126671595,5,100,"sd2011"
"01.sex","24.nociga",0.00447209341399199,5,100,"sd2011"
"01.sex","25.alcabuse",0.00589182707922953,5,100,"sd2011"
"01.sex","26.alcsol",0.00497923038848629,5,100,"sd2011"
"01.sex","27.workab",0.00660350611216066,5,100,"sd2011"
"01.sex","28.wkabdur",0.00200366482749139,5,100,"sd2011"
"01.sex","29.wkabint",0.0100028847264624,5,100,"sd2011"
"01.sex","30.wkabintdur",0.00516423637778462,5,100,"sd2011"
"01.sex","31.emcc",0.00993294014677433,5,100,"sd2011"
"01.sex","32.englang",0.00400404382761793,5,100,"sd2011"
"01.sex","33.height",0.0468160284854629,5,100,"sd2011"
"01.sex","34.weight",0.024978122383747,5,100,"sd2011"
"01.sex","35.bmi",0.0223980408658437,5,100,"sd2011"
"02.age","03.agegr",0.146148886316836,5,100,"sd2011"
"02.age","04.placesize",0.0185695681556095,5,100,"sd2011"
"02.age","05.region",0.0194887496819575,5,100,"sd2011"
"02.age","06.edu",0.0320165232704176,5,100,"sd2011"
"02.age","07.eduspec",0.0361006110137007,5,100,"sd2011"
"02.age","08.socprof",0.0772179471655664,5,100,"sd2011"
"02.age","09.unempdur",0.0366319651218803,5,100,"sd2011"
"02.age","10.income",0.0429276139280417,5,100,"sd2011"
"02.age","11.marital",0.0496958438932596,5,100,"sd2011"
"02.age","12.mmarr",0.0546628809245832,5,100,"sd2011"
"02.age","13.ymarr",0.109459003043034,5,100,"sd2011"
"02.age","14.msepdiv",0.0251872546018953,5,100,"sd2011"
"02.age","15.ysepdiv",0.0251632195840401,5,100,"sd2011"
"02.age","16.ls",0.0228180266530782,5,100,"sd2011"
"02.age","17.depress",0.0449555390901193,5,100,"sd2011"
"02.age","18.trust",0.0187491880979879,5,100,"sd2011"
"02.age","19.trustfam",0.0151640410694013,5,100,"sd2011"
"02.age","20.trustneigh",0.0216029986160639,5,100,"sd2011"
"02.age","21.sport",0.0248313113401507,5,100,"sd2011"
"02.age","22.nofriend",0.0285948116233637,5,100,"sd2011"
"02.age","23.smoke",0.0203639689837517,5,100,"sd2011"
"02.age","24.nociga",0.016449897234581,5,100,"sd2011"
"02.age","25.alcabuse",0.015651747280964,5,100,"sd2011"
"02.age","26.alcsol",0.0147076125372391,5,100,"sd2011"
"02.age","27.workab",0.0294275753136119,5,100,"sd2011"
"02.age","28.wkabdur",0.0133335781320578,5,100,"sd2011"
"02.age","29.wkabint",0.0227301715981107,5,100,"sd2011"
"02.age","30.wkabintdur",0.0185850366896188,5,100,"sd2011"
"02.age","31.emcc",0.0230036844157434,5,100,"sd2011"
"02.age","32.englang",0.0383996558557886,5,100,"sd2011"
"02.age","33.height",0.0295934078491501,5,100,"sd2011"
"02.age","34.weight",0.0228077156949706,5,100,"sd2011"
"02.age","35.bmi",0.042240220727603,5,100,"sd2011"
"03.agegr","04.placesize",0.0150335550033156,5,100,"sd2011"
"03.agegr","05.region",0.0164858145665159,5,100,"sd2011"
"03.agegr","06.edu",0.0258429563043833,5,100,"sd2011"
"03.agegr","07.eduspec",0.0334288567711795,5,100,"sd2011"
"03.agegr","08.socprof",0.0784705859724908,5,100,"sd2011"
"03.agegr","09.unempdur",0.0328395659278334,5,100,"sd2011"
"03.agegr","10.income",0.0391222569481675,5,100,"sd2011"
"03.agegr","11.marital",0.0452272014485061,5,100,"sd2011"
"03.agegr","12.mmarr",0.0519256127371018,5,100,"sd2011"
"03.agegr","13.ymarr",0.102987465553942,5,100,"sd2011"
"03.agegr","14.msepdiv",0.0208159875594882,5,100,"sd2011"
"03.agegr","15.ysepdiv",0.0196260477628767,5,100,"sd2011"
"03.agegr","16.ls",0.0187205355485399,5,100,"sd2011"
"03.agegr","17.depress",0.0375882172911983,5,100,"sd2011"
"03.agegr","18.trust",0.0150624997023001,5,100,"sd2011"
"03.agegr","19.trustfam",0.0113447435215261,5,100,"sd2011"
"03.agegr","20.trustneigh",0.0170842406601747,5,100,"sd2011"
"03.agegr","21.sport",0.0212805998824753,5,100,"sd2011"
"03.agegr","22.nofriend",0.0242533435266924,5,100,"sd2011"
"03.agegr","23.smoke",0.0169152894260939,5,100,"sd2011"
"03.agegr","24.nociga",0.0131238781349924,5,100,"sd2011"
"03.agegr","25.alcabuse",0.0117632252464953,5,100,"sd2011"
"03.agegr","26.alcsol",0.0108429326477691,5,100,"sd2011"
"03.agegr","27.workab",0.0244749401467733,5,100,"sd2011"
"03.agegr","28.wkabdur",0.00924304574497896,5,100,"sd2011"
"03.agegr","29.wkabint",0.0193492696181272,5,100,"sd2011"
"03.agegr","30.wkabintdur",0.0156614517475409,5,100,"sd2011"
"03.agegr","31.emcc",0.0201863143805065,5,100,"sd2011"
"03.agegr","32.englang",0.0334758940927868,5,100,"sd2011"
"03.agegr","33.height",0.0262009252861309,5,100,"sd2011"
"03.agegr","34.weight",0.0190679078650979,5,100,"sd2011"
"03.agegr","35.bmi",0.0365511956261208,5,100,"sd2011"
"04.placesize","05.region",0.0333542627573611,5,100,"sd2011"
"04.placesize","06.edu",0.0164371952165006,5,100,"sd2011"
"04.placesize","07.eduspec",0.0189307719816959,5,100,"sd2011"
"04.placesize","08.socprof",0.0150708543003773,5,100,"sd2011"
"04.placesize","09.unempdur",0.0264293115244581,5,100,"sd2011"
