sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
MALE,23.0,16-24,"URBAN 20,000-100,000",Kujawsko-pomorskie,SECONDARY,social sciences,PUPIL OR STUDENT,0,209.0,SINGLE,,,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,23.0,NO,-8,YES,NO,NO,-7.0,NO,,,PASSIVE,185.0,69.0,21.771605941551172
MALE,72.0,65+,RURAL AREAS,Dolnoslaskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,-8,1069.0,MARRIED,4.0,1962.0,,,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,4.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,171.0,72.0,13.318285827245289
FEMALE,26.0,25-34,"URBAN 100,000-200,000",Wielkopolskie,SECONDARY,computer science,PUPIL OR STUDENT,-8,729.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,-7.0,NO,-8,NO,NO,NO,-6.0,NO,,,ACTIVE,157.0,62.0,17.8077923979842
MALE,21.0,16-24,RURAL AREAS,Podkarpackie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,566.0,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,5.0,NO,-8,NO,NO,NO,-5.0,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,PASSIVE,180.0,70.0,33.169530846995656
MALE,63.0,60-64,"URBAN 20,000-100,000",Slaskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,24,912.0,MARRIED,7.0,1971.0,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,167.0,66.0,25.902954834271767
FEMALE,74.0,65+,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,economy and administration,RETIRED,0,1423.0,MARRIED,11.0,1955.0,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,7.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,164.0,85.0,31.976623930123736
FEMALE,39.0,35-44,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",LONG-TERM SICK/DISABLED,0,147.0,SINGLE,,,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,167.0,74.0,29.72015168140888
FEMALE,29.0,25-34,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,social sciences,SELF-EMPLOYED,0,6560.0,MARRIED,7.0,2001.0,,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,-1.0,YES,15,NO,NO,NO,-7.0,NO,,,ACTIVE,165.0,59.0,17.711163648482053
MALE,34.0,35-44,"URBAN 100,000-200,000",Warminsko-mazurskie,SECONDARY,economy and administration,UNEMPLOYED,24,483.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,NO,-8,YES,NO,NO,-5.0,NO,,,NONE,175.0,77.0,18.722217795690106
MALE,22.0,16-24,RURAL AREAS,Wielkopolskie,SECONDARY,no specialisation,LONG-TERM SICK/DISABLED,-8,959.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,-4.0,YES,5,NO,NO,NO,-5.0,NO,,,ACTIVE,178.0,68.0,14.157704818515356
FEMALE,76.0,65+,RURAL AREAS,Kujawsko-pomorskie,SECONDARY,economy and administration,RETIRED,0,1098.0,WIDOWED,4.0,1957.0,,2002.0,MOSTLY SATISFIED,14.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5.0,YES,5,NO,NO,NO,-5.0,NO,,,NONE,191.0,81.0,21.95046413791786
MALE,38.0,35-44,"URBAN 200,000-500,000",Warminsko-mazurskie,POST-SECONDARY OR HIGHER,technical science,OTHER ECONOMICALLY INACTIVE,0,1723.0,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,4.0,NO,-8,NO,NO,NO,-5.0,NO,,,ACTIVE,174.0,66.0,33.07525765013735
FEMALE,21.0,16-24,RURAL AREAS,Lodzkie,POST-SECONDARY OR HIGHER,economy and administration,PUPIL OR STUDENT,0,544.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12.0,YES,18,NO,NO,NO,-6.0,NO,,,ACTIVE,159.0,57.0,13.254107473473047
FEMALE,56.0,45-59,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,biological sciences,UNEMPLOYED,24,,MARRIED,6.0,1978.0,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,17.0,NO,-8,NO,NO,NO,-5.0,NO,,,PASSIVE,154.0,50.0,18.028005910385154
MALE,35.0,25-34,"URBAN 500,000 AND OVER",Dolnoslaskie,POST-SECONDARY OR HIGHER,computer science,EMPLOYED IN PRIVATE SECTOR,-8,1285.0,MARRIED,7.0,1996.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,2.0,YES,30,NO,NO,YES,7.0,"YES, TO EU COUNTRY",LESS THAN 1 TO 2 YEARS,NETHERLANDS,PASSIVE,172.0,94.0,28.373274250558588
MALE,29.0,25-34,"URBAN 500,000 AND OVER",Lodzkie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0,718.0,MARRIED,8.0,2007.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,40.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,173.0,90.0,32.95451306632602
FEMALE,24.0,16-24,RURAL AREAS,Lubuskie,POST-SECONDARY OR HIGHER,healthcare,EMPLOYED IN PRIVATE SECTOR,0,869.0,SINGLE,,,,,MOSTLY DISSATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3.0,NO,-8,NO,NO,NO,-6.0,"YES, TO EU COUNTRY",LESS THAN 1 TO 2 YEARS,,ACTIVE,176.0,62.0,21.54273486402421
FEMALE,69.0,65+,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,no specialisation,RETIRED,24,4783.0,DIVORCED,4.0,1974.0,7.0,1986.0,MOSTLY DISSATISFIED,12.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,23.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,164.0,100.0,36.78603566456902
FEMALE,68.0,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,1039.0,MARRIED,4.0,1968.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,11.0,YES,30,NO,NO,NO,-5.0,NO,,,NONE,147.0,60.0,34.479536652508735
MALE,68.0,65+,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,15.0,WIDOWED,10.0,1969.0,1.0,1989.0,PLEASED,14.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,2.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,177.0,83.0,22.907077268003885
MALE,21.0,16-24,"URBAN 100,000-200,000",Dolnoslaskie,SECONDARY,technical science,UNEMPLOYED,24,,SINGLE,,,,,PLEASED,1.0,MOST PEOPLE CAN BE TRUSTED,NO OPINION,NO OPINION,NO,3.0,NO,-8,NO,NO,,-6.0,NO,,,ACTIVE,172.0,64.0,14.484586782469776
FEMALE,80.0,65+,RURAL AREAS,Podlaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,272.0,WIDOWED,12.0,1959.0,1.0,2004.0,MIXED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,164.0,61.0,14.282025102700166
FEMALE,28.0,25-34,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,social sciences,OTHER ECONOMICALLY INACTIVE,24,1551.0,SINGLE,,,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,35.0,NO,-8,NO,NO,,-7.0,NO,,,ACTIVE,173.0,60.0,17.9406243392118
MALE,67.0,65+,"URBAN BELOW 20,000",Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,-8,1025.0,MARRIED,4.0,1975.0,,,MIXED,10.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,9.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,169.0,84.0,17.392134713671872
MALE,34.0,35-44,"URBAN 500,000 AND OVER",Malopolskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,-8,1186.0,MARRIED,7.0,2007.0,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,178.0,80.0,21.607397337271053
FEMALE,16.0,16-24,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,1013.0,SINGLE,,,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,12.0,NO,-8,NO,NO,,-6.0,NO,,,PASSIVE,175.0,79.0,16.41641313292527
MALE,30.0,25-34,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,0,1334.0,MARRIED,4.0,2007.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,8.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,174.0,77.0,33.886340509917574
MALE,51.0,45-59,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,technical science,UNEMPLOYED,24,,MARRIED,5.0,1980.0,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,162.0,74.0,27.488677225229004
FEMALE,64.0,60-64,"URBAN 500,000 AND OVER",Malopolskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,289.0,MARRIED,10.0,1985.0,,,MOSTLY DISSATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,-3.0,YES,20,NO,NO,NO,-5.0,NO,,,NONE,155.0,64.0,18.767502490682674
FEMALE,77.0,65+,"URBAN 100,000-200,000",Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,732.0,WIDOWED,12.0,1958.0,4.0,2008.0,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,163.0,53.0,18.4595346455342
MALE,42.0,35-44,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,0,880.0,MARRIED,2.0,1990.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,0.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,187.0,110.0,27.357725669952174
FEMALE,84.0,65+,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,social sciences,RETIRED,0,2094.0,DIVORCED,6.0,1952.0,2.0,1980.0,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0.0,YES,20,NO,NO,NO,-6.0,NO,,,NONE,160.0,74.0,28.797294666946858
FEMALE,62.0,60-64,"URBAN 500,000 AND OVER",Lodzkie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,0,1583.0,MARRIED,5.0,1975.0,,,MIXED,9.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,-3.0,YES,20,NO,NO,NO,-7.0,NO,,,NONE,167.0,70.0,21.35635337427113
MALE,19.0,16-24,RURAL AREAS,Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,24,287.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,YES,20,NO,NO,,-7.0,NO,,,ACTIVE,184.0,66.0,21.20397798298503
MALE,51.0,45-59,"URBAN 20,000-100,000",Podlaskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,-8,2821.0,MARRIED,10.0,1993.0,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2.0,YES,7,NO,NO,NO,-7.0,NO,,,NONE,174.0,79.0,33.36378049288736
MALE,16.0,16-24,RURAL AREAS,Swietokrzyskie,SECONDARY,no specialisation,PUPIL OR STUDENT,0,611.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2.0,NO,-8,NO,NO,NO,-5.0,NO,,,ACTIVE,193.0,72.0,17.32063144077972
FEMALE,19.0,16-24,"URBAN 20,000-100,000",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MOSTLY SATISFIED,,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,,-6.0,NO,,,PASSIVE,164.0,54.0,19.47806376004342
MALE,18.0,16-24,"URBAN BELOW 20,000",Dolnoslaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,-8,109.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,3.0,NO,-8,NO,NO,,-7.0,NO,,,ACTIVE,167.0,59.0,22.126936160941636
MALE,23.0,16-24,"URBAN 500,000 AND OVER",Dolnoslaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,UNEMPLOYED,4,,SINGLE,,,,,PLEASED,5.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,7.0,YES,20,NO,NO,NO,-5.0,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GERMANY,NONE,172.0,81.0,20.05428222263148
MALE,59.0,60-64,"URBAN 200,000-500,000",Slaskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,24,372.0,WIDOWED,1.0,1967.0,6.0,2006.0,UNHAPPY,3.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,5.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,184.0,122.0,39.204924721163515
FEMALE,20.0,16-24,"URBAN 200,000-500,000",Lubuskie,SECONDARY,economy and administration,FARMER,-8,1477.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,NO,-7.0,NO,,,PASSIVE,164.0,60.0,29.349487684019252
MALE,83.0,65+,"URBAN 100,000-200,000",Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,1497.0,WIDOWED,,1948.0,8.0,1982.0,MIXED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,169.0,74.0,17.449776286178672
