age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
36.0,0.0,1905.0,8.0,1995.0,,,2.0,2.0,3.0,170.0,62.0
39.0,,3555.0,,,,,3.0,12.0,,169.0,66.0
58.0,0.0,2422.0,2.0,1976.0,,,6.0,16.0,25.0,178.0,84.0
62.0,24.0,2260.0,6.0,1973.0,,,8.0,5.0,,147.0,52.0
22.0,16.0,1014.0,,,,,3.0,7.0,,171.0,70.0
66.0,,3112.0,6.0,1979.0,9.0,2009.0,8.0,8.0,,171.0,95.0
76.0,0.0,1049.0,8.0,1959.0,7.0,2010.0,11.0,15.0,,166.0,61.0
25.0,0.0,,8.0,2007.0,,,3.0,10.0,,181.0,90.0
18.0,,,,,,,0.0,1.0,,172.0,81.0
35.0,0.0,1058.0,6.0,1994.0,,,5.0,9.0,,163.0,54.0
52.0,10.0,,3.0,1982.0,,,2.0,11.0,,154.0,65.0
71.0,,2178.0,9.0,1976.0,,1998.0,10.0,1.0,,171.0,98.0
33.0,24.0,1856.0,6.0,2009.0,,,3.0,18.0,,190.0,101.0
19.0,,,,,,,1.0,4.0,,175.0,62.0
51.0,0.0,403.0,12.0,1982.0,,,2.0,2.0,,164.0,82.0
45.0,0.0,230.0,12.0,1987.0,,,6.0,3.0,20.0,178.0,85.0
24.0,12.0,648.0,,,,,0.0,8.0,,161.0,54.0
56.0,0.0,,6.0,1995.0,,,5.0,6.0,,169.0,73.0
56.0,0.0,,7.0,1976.0,,,3.0,5.0,,169.0,92.0
20.0,,,,,6.0,1975.0,,8.0,,185.0,79.0
66.0,24.0,,2.0,1966.0,,,7.0,8.0,,167.0,73.0
55.0,23.0,,8.0,1982.0,4.0,2002.0,8.0,3.0,10.0,195.0,47.0
68.0,0.0,1384.0,12.0,1980.0,,,12.0,4.0,,165.0,85.0
39.0,0.0,,1.0,1992.0,,,2.0,12.0,,166.0,59.0
50.0,,821.0,8.0,1978.0,,,3.0,1.0,15.0,171.0,103.0
45.0,,2561.0,4.0,1989.0,,,9.0,8.0,12.0,165.0,56.0
42.0,,884.0,,,,,5.0,1.0,,171.0,63.0
51.0,24.0,,,,,,6.0,13.0,40.0,169.0,107.0
60.0,0.0,1935.0,11.0,1977.0,,,3.0,13.0,15.0,160.0,46.0
60.0,24.0,918.0,12.0,1976.0,,,5.0,12.0,,155.0,68.0
46.0,0.0,1173.0,6.0,1988.0,,,0.0,4.0,20.0,159.0,53.0
32.0,3.0,,10.0,2005.0,,,0.0,7.0,,165.0,71.0
82.0,24.0,1648.0,4.0,1953.0,,,9.0,10.0,,183.0,91.0
44.0,0.0,1921.0,,,,,10.0,8.0,,164.0,75.0
67.0,,491.0,7.0,1965.0,2.0,2004.0,5.0,14.0,,149.0,64.0
44.0,0.0,1909.0,2.0,1989.0,,,6.0,13.0,,170.0,82.0
51.0,0.0,2228.0,12.0,1982.0,,,4.0,8.0,15.0,169.0,63.0
30.0,,1985.0,,,,,10.0,4.0,20.0,172.0,66.0
19.0,,,,,,,1.0,7.0,,185.0,98.0
51.0,,3220.0,10.0,1978.0,,,,5.0,,193.0,77.0
73.0,24.0,982.0,8.0,1956.0,5.0,1997.0,6.0,5.0,,175.0,80.0
38.0,0.0,1393.0,6.0,1993.0,,,0.0,11.0,,172.0,74.0
68.0,24.0,4065.0,11.0,1970.0,,,5.0,5.0,,155.0,61.0
25.0,2.0,393.0,4.0,2009.0,,,6.0,5.0,14.0,189.0,86.0
29.0,24.0,2910.0,9.0,2008.0,,,3.0,1.0,,150.0,56.0
52.0,1.0,3100.0,8.0,1987.0,,,2.0,20.0,15.0,193.0,83.0
33.0,,1011.0,,,,,0.0,13.0,,167.0,65.0
30.0,0.0,478.0,12.0,2008.0,,,1.0,13.0,20.0,174.0,58.0
45.0,,1575.0,,,,,0.0,9.0,15.0,167.0,70.0
44.0,0.0,1595.0,2.0,1991.0,,,4.0,9.0,25.0,180.0,109.0
44.0,,2109.0,,,,,2.0,5.0,,153.0,65.0
30.0,,1529.0,,,,,2.0,12.0,,169.0,69.0
41.0,0.0,,10.0,1987.0,6.0,2006.0,3.0,2.0,,189.0,106.0
46.0,0.0,524.0,9.0,1984.0,,,5.0,4.0,,162.0,49.0
79.0,,1437.0,4.0,1958.0,,,12.0,23.0,,147.0,64.0
76.0,,1539.0,5.0,1957.0,1.0,2000.0,15.0,2.0,,158.0,64.0
33.0,0.0,2546.0,10.0,,,,1.0,2.0,12.0,172.0,79.0
75.0,24.0,969.0,5.0,1958.0,,,6.0,2.0,,167.0,68.0
55.0,,931.0,5.0,1985.0,,,19.0,2.0,,164.0,71.0
71.0,0.0,1609.0,8.0,1966.0,,,9.0,13.0,,184.0,116.0
48.0,24.0,1070.0,8.0,1991.0,4.0,1959.0,12.0,72.0,,126.0,132.0
