sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
MALE,52.0,45-59,"URBAN BELOW 20,000",Opolskie,POST-SECONDARY OR HIGHER,technical science,FARMER,0,209.0,LEGALLY SEPARATED,10.0,1988.0,9.0,2003.0,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,13.0,NO,-8,NO,NO,YES,34.0,NO,,,NONE,182.0,82.0,18.52108845402279
FEMALE,60.0,45-59,"URBAN 20,000-100,000",Lubelskie,SECONDARY,economy and administration,OTHER ECONOMICALLY INACTIVE,-8,1069.0,SINGLE,4.0,1975.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,148.0,,430.2397322668918
MALE,54.0,45-59,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,0,3131.0,DE FACTO SEPARATED,12.0,1985.0,,1960.0,MOSTLY SATISFIED,1.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,15.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,174.0,95.0,20.972745226034846
MALE,49.0,45-59,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,-8,566.0,DIVORCED,4.0,1984.0,2.0,1994.0,MOSTLY DISSATISFIED,18.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,-2.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,173.0,63.0,25.0108411836327
MALE,42.0,35-44,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,technical science,SELF-EMPLOYED,0,1712.0,MARRIED,6.0,1993.0,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,176.0,107.0,31.442103386568704
MALE,54.0,45-59,"URBAN 20,000-100,000",Podlaskie,VOCATIONAL/GRAMMAR,production and processing,UNEMPLOYED,-8,1423.0,,11.0,1981.0,,2011.0,MOSTLY SATISFIED,5.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,12.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,176.0,80.0,19.756805805394382
FEMALE,48.0,45-59,"URBAN 100,000-200,000",Wielkopolskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,947.0,SINGLE,7.0,1996.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1.0,YES,10,NO,NO,NO,-6.0,NO,,,NONE,166.0,59.0,16.785378176885885
MALE,70.0,65+,"URBAN 100,000-200,000",Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,-8,957.0,MARRIED,12.0,1964.0,,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,6.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,172.0,91.0,32.241947702760704
FEMALE,79.0,65+,RURAL AREAS,Wielkopolskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,-8,483.0,,1.0,1964.0,8.0,1969.0,MIXED,16.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,7.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,184.0,87.0,17.07821610248992
FEMALE,43.0,35-44,"URBAN BELOW 20,000",Lodzkie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,-8,1760.0,MARRIED,10.0,1983.0,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,-1.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,164.0,65.0,33.80326640544226
MALE,64.0,60-64,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",,0,1098.0,MARRIED,4.0,1972.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,,,
FEMALE,50.0,45-59,"URBAN 500,000 AND OVER",Mazowieckie,VOCATIONAL/GRAMMAR,technical science,OTHER ECONOMICALLY INACTIVE,0,123.0,MARRIED,10.0,1985.0,,,MIXED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,YES,15,NO,NO,NO,-5.0,NO,,,NONE,165.0,110.0,79.23067888063949
MALE,54.0,45-59,"URBAN 100,000-200,000",Mazowieckie,POST-SECONDARY OR HIGHER,liberal arts,SELF-EMPLOYED,0,544.0,MARRIED,6.0,1977.0,,,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,4.0,NO,-8,NO,NO,NO,-8.0,NO,,,PASSIVE,179.0,110.0,21.05270912039413
MALE,76.0,65+,"URBAN BELOW 20,000",Lodzkie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,24,484.0,WIDOWED,2.0,1953.0,3.0,2003.0,MOSTLY SATISFIED,8.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,31.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,171.0,65.0,19.144790792403064
FEMALE,19.0,16-24,"URBAN 100,000-200,000",Pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-8,,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,-8,NO,NO,,-5.0,NO,,,ACTIVE,171.0,62.0,16.621162110052822
MALE,21.0,16-24,"URBAN 100,000-200,000",Pomorskie,SECONDARY,technical science,OTHER ECONOMICALLY INACTIVE,6,2319.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,NO,-7.0,NO,,,PASSIVE,193.0,86.0,361.29508274001716
MALE,20.0,16-24,"URBAN BELOW 20,000",Pomorskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,0,869.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4.0,YES,20,NO,NO,NO,-8.0,NO,,,ACTIVE,197.0,78.0,23.416350674947658
FEMALE,69.0,65+,"URBAN BELOW 20,000",Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,0,1582.0,MARRIED,4.0,1975.0,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,8.0,NO,-8,NO,,NO,-7.0,NO,,,NONE,172.0,86.0,30.431577196413613
FEMALE,64.0,60-64,"URBAN BELOW 20,000",Mazowieckie,VOCATIONAL/GRAMMAR,technical science,RETIRED,0,1039.0,SINGLE,10.0,1971.0,,,DELIGHTED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,160.0,55.0,31.75055357794806
FEMALE,72.0,65+,"URBAN 20,000-100,000",Podlaskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,-8,816.0,WIDOWED,2.0,1964.0,6.0,2009.0,MIXED,12.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,17.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,165.0,79.0,26.949776466612406
FEMALE,82.0,65+,"URBAN 200,000-500,000",Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,-8,1072.0,WIDOWED,9.0,1945.0,12.0,2010.0,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,NO,-8,NO,NO,,-7.0,NO,,,NONE,153.0,67.0,29.410693307528327
FEMALE,64.0,60-64,RURAL AREAS,Lodzkie,SECONDARY,no specialisation,RETIRED,24,2351.0,WIDOWED,10.0,1970.0,7.0,1999.0,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,4.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,167.0,81.0,33.92338449323415
MALE,48.0,45-59,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PUBLIC SECTOR,0,224.0,SINGLE,2.0,2005.0,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,13.0,YES,10,YES,NO,NO,-7.0,NO,,,NONE,175.0,71.0,25.45373251166866
MALE,63.0,60-64,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,architecture and construction,RETIRED,0,1186.0,MARRIED,9.0,1964.0,,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,NO,-8,NO,NO,NO,-7.0,NO,,,PASSIVE,172.0,65.0,32.524433754952256
MALE,22.0,16-24,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PRIVATE SECTOR,-8,1013.0,SINGLE,,,,,DELIGHTED,1.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,2.0,NO,-8,NO,NO,NO,-5.0,NO,,,PASSIVE,178.0,64.0,16.41650732280957
FEMALE,53.0,45-59,RURAL AREAS,Swietokrzyskie,PRIMARY/NO EDUCATION,no specialisation,FARMER,0,1334.0,MARRIED,7.0,1975.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,0.0,YES,10,NO,NO,NO,-6.0,NO,,,NONE,163.0,73.0,31.657478792542037
FEMALE,26.0,25-34,RURAL AREAS,Malopolskie,SECONDARY,services for the population and transport services,UNEMPLOYED,0,1090.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,172.0,65.0,34.68214559181915
MALE,79.0,65+,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,1533.0,WIDOWED,9.0,1949.0,6.0,1993.0,MOSTLY SATISFIED,13.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,171.0,68.0,17.42712938465199
FEMALE,52.0,45-59,RURAL AREAS,Swietokrzyskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0,880.0,MARRIED,1.0,1983.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,22.0,YES,10,NO,NO,NO,-6.0,NO,,,NONE,155.0,69.0,28.09350826649144
FEMALE,44.0,35-44,"URBAN BELOW 20,000",Kujawsko-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,24,2094.0,MARRIED,4.0,1990.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,8.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,173.0,64.0,23.824435166831545
MALE,34.0,35-44,"URBAN 20,000-100,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,0,,DIVORCED,3.0,2003.0,2.0,2003.0,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,5.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,170.0,70.0,24.587580281046392
FEMALE,64.0,60-64,"URBAN 100,000-200,000",Dolnoslaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0,1583.0,DE FACTO SEPARATED,12.0,1965.0,9.0,1976.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,29.0,YES,15,NO,NO,NO,-6.0,NO,,,NONE,158.0,64.0,33.25248960023282
FEMALE,45.0,45-59,"URBAN 20,000-100,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,no specialisation,SELF-EMPLOYED,0,1088.0,MARRIED,1.0,1983.0,,,PLEASED,1.0,IT`S DIFFICULT TO TELL,YES,YES,NO,0.0,NO,-8,NO,NO,YES,6.0,"YES, TO EU COUNTRY",,GERMANY,NONE,164.0,57.0,30.5255612044895
