sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,28.0,25-34,"URBAN BELOW 20,000",Lubelskie,POST-SECONDARY OR HIGHER,physical sciences,PUPIL OR STUDENT,6,1009.0,SINGLE,,,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,13.0,NO,-8,NO,NO,NO,-6.0,NO,,,ACTIVE,167.0,59.0,30.785313767424412
FEMALE,60.0,45-59,"URBAN 100,000-200,000",Pomorskie,SECONDARY,technical science,EMPLOYED IN PUBLIC SECTOR,0,1869.0,MARRIED,9.0,1975.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,YES,1,NO,NO,NO,-5.0,NO,,,NONE,155.0,80.0,194.7348538820988
FEMALE,42.0,35-44,"URBAN BELOW 20,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PRIVATE SECTOR,8,2330.0,MARRIED,7.0,1985.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5.0,YES,10,NO,NO,NO,-6.0,NO,,,NONE,166.0,57.0,34.16477412242032
FEMALE,66.0,65+,"URBAN 100,000-200,000",Opolskie,SECONDARY,social sciences,RETIRED,24,1366.0,MARRIED,12.0,1966.0,,,MOSTLY SATISFIED,13.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,11.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,164.0,90.0,23.217545520042734
MALE,50.0,45-59,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",LONG-TERM SICK/DISABLED,0,912.0,WIDOWED,11.0,1978.0,10.0,1999.0,MOSTLY SATISFIED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,6.0,NO,-8,NO,,NO,-6.0,NO,,,NONE,173.0,102.0,14.387916776208728
MALE,58.0,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,-8,2224.0,DIVORCED,4.0,1984.0,4.0,1992.0,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0.0,NO,-8,NO,NO,,-7.0,NO,,,NONE,169.0,86.0,24.632730728472524
FEMALE,92.0,65+,RURAL AREAS,Swietokrzyskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24,947.0,,,1951.0,11.0,1992.0,MOSTLY SATISFIED,21.0,MOST PEOPLE CAN BE TRUSTED,NO,NO,YES,6.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,155.0,65.0,20.843815222733927
MALE,54.0,45-59,"URBAN 500,000 AND OVER",Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,UNEMPLOYED,2,,MARRIED,10.0,1975.0,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,1.0,YES,40,NO,NO,NO,-5.0,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,175.0,62.0,15.25493023463698
MALE,18.0,16-24,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0,,SINGLE,,,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,NO,36.0,YES,20,NO,NO,NO,-8.0,"YES, TO NON-EU COUNTRY",MORE THAN 2 YEARS,NETHERLANDS,NONE,185.0,87.0,25.387735344439477
MALE,51.0,45-59,RURAL AREAS,Swietokrzyskie,SECONDARY,social welfare,EMPLOYED IN PRIVATE SECTOR,24,957.0,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5.0,YES,15,NO,NO,NO,-6.0,NO,,,NONE,178.0,86.0,32.39538646926028
FEMALE,48.0,45-59,"URBAN BELOW 20,000",Podkarpackie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PUBLIC SECTOR,0,2884.0,MARRIED,7.0,1990.0,,,MIXED,9.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,0.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,167.0,57.0,29.417869024419915
FEMALE,50.0,45-59,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,other,EMPLOYED IN PRIVATE SECTOR,0,959.0,MARRIED,10.0,1979.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,YES,10,YES,NO,NO,-6.0,NO,,,NONE,158.0,64.0,33.14532613089989
MALE,58.0,45-59,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,FARMER,-8,1098.0,MARRIED,4.0,1975.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,-8,NO,NO,NO,-8.0,NO,,,NONE,176.0,101.0,16.434722857006108
FEMALE,27.0,25-34,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,pedagogics,UNEMPLOYED,8,,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,0.0,NO,-8,NO,NO,NO,-6.0,NO,,,ACTIVE,164.0,55.0,26.116871458092035
FEMALE,27.0,25-34,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,pedagogics,LONG-TERM SICK/DISABLED,8,123.0,MARRIED,5.0,2011.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,NO,-8,NO,NO,NO,-6.0,NO,,,PASSIVE,165.0,50.0,33.9944530657378
MALE,58.0,60-64,"URBAN BELOW 20,000",Lodzkie,SECONDARY,no specialisation,LONG-TERM SICK/DISABLED,24,544.0,SINGLE,,,,,MIXED,16.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,17.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,172.0,105.0,415.41462964830254
FEMALE,56.0,45-59,"URBAN BELOW 20,000",Opolskie,POST-SECONDARY OR HIGHER,liberal arts,EMPLOYED IN PRIVATE SECTOR,0,484.0,SINGLE,,,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,NO,-7.0,NO,,,NONE,154.0,56.0,15.425235894631056
FEMALE,28.0,25-34,"URBAN 200,000-500,000",Lubuskie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PRIVATE SECTOR,-8,4720.0,WIDOWED,8.0,2006.0,9.0,1948.0,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,YES,4,NO,NO,NO,-6.0,NO,,,PASSIVE,171.0,92.0,18.52108845402279
MALE,44.0,35-44,"URBAN 100,000-200,000",Podlaskie,VOCATIONAL/GRAMMAR,technical science,PUPIL OR STUDENT,-8,2470.0,SINGLE,,,,,MIXED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,-2.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,179.0,80.0,15.073802971080823
FEMALE,56.0,45-59,"URBAN BELOW 20,000",Slaskie,POST-SECONDARY OR HIGHER,healthcare,UNEMPLOYED,0,,MARRIED,10.0,1994.0,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,NO,-8,YES,NO,NO,-5.0,NO,,,NONE,156.0,83.0,42.8235836100249
MALE,33.0,35-44,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,UNEMPLOYED,-8,,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,YES,3,NO,NO,NO,-7.0,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,SPAIN,NONE,179.0,74.0,25.0108411836327
FEMALE,35.0,35-44,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,healthcare,SELF-EMPLOYED,0,3182.0,DIVORCED,8.0,2001.0,,1993.0,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,-8,NO,NO,NO,-6.0,NO,,,NONE,161.0,61.0,31.442103386568704
MALE,24.0,16-24,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,PUPIL OR STUDENT,0,1039.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10.0,NO,-8,NO,NO,,-7.0,NO,,,PASSIVE,179.0,82.0,19.756805805394382
FEMALE,67.0,65+,RURAL AREAS,Malopolskie,SECONDARY,social sciences,RETIRED,-8,2416.0,WIDOWED,5.0,1968.0,12.0,1980.0,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,8.0,NO,-8,NO,,NO,-8.0,NO,,,NONE,167.0,61.0,16.785378176885885
FEMALE,50.0,45-59,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0,272.0,DIVORCED,4.0,1983.0,7.0,2006.0,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,13.0,YES,20,NO,NO,NO,-6.0,NO,,,NONE,167.0,99.0,54.09278608675075
FEMALE,53.0,45-59,RURAL AREAS,Mazowieckie,SECONDARY,no specialisation,RETIRED,-8,2351.0,MARRIED,12.0,1978.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,-8.0,NO,-8,NO,NO,,-7.0,NO,,,NONE,163.0,63.0,17.07821610248992
MALE,50.0,45-59,"URBAN BELOW 20,000",Opolskie,POST-SECONDARY OR HIGHER,pedagogics,FARMER,-8,224.0,MARRIED,10.0,1984.0,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,-8,NO,NO,YES,0.0,NO,,,NONE,182.0,78.0,33.80326640544226
FEMALE,27.0,25-34,RURAL AREAS,Lubelskie,SECONDARY,social sciences,UNEMPLOYED,6,,SINGLE,,,,,PLEASED,,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,NO,-8,NO,NO,NO,-6.0,NO,,,ACTIVE,166.0,64.0,13.67816372866932
FEMALE,64.0,60-64,"URBAN BELOW 20,000",Warminsko-mazurskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,0,1186.0,MARRIED,10.0,1968.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,YES,12,NO,NO,NO,-5.0,NO,,,NONE,166.0,89.0,21.05270912039413
MALE,81.0,65+,"URBAN 100,000-200,000",Podlaskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,-8,1013.0,WIDOWED,2.0,1953.0,8.0,2001.0,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,-8,NO,NO,NO,-5.0,NO,,,NONE,172.0,91.0,19.144790792403064
MALE,58.0,60-64,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,-8,1334.0,,4.0,1979.0,3.0,2010.0,MIXED,11.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,-1.0,YES,25,NO,NO,NO,-5.0,"YES, TO EU COUNTRY",IT DEPENDS,,NONE,175.0,66.0,16.621162110052822
