sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
MALE,36.0,35-44,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,technical science,EMPLOYED IN PRIVATE SECTOR,,1905.0,,4.0,1999.0,,1949.0,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO,YES,16.0,YES,20.0,NO,NO,NO,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,SPAIN,PASSIVE,177.0,73.0,30.2341029346358
MALE,47.0,45-59,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PUBLIC SECTOR,0.0,3555.0,MARRIED,10.0,1988.0,,,PLEASED,11.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,YES,30.0,YES,NO,NO,,NO,,,NONE,185.0,95.0,31.348453767388975
FEMALE,66.0,65+,"URBAN 100,000-200,000",Lodzkie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24.0,2422.0,SINGLE,10.0,1965.0,10.0,1987.0,MIXED,12.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,167.0,60.0,14.902574905236765
MALE,82.0,65+,"URBAN 100,000-200,000",Malopolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,0.0,2260.0,WIDOWED,2.0,1957.0,6.0,2001.0,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,17.0,NO,,NO,NO,NO,,NO,,,NONE,171.0,61.0,17.349476253460484
MALE,22.0,16-24,"URBAN 20,000-100,000",Slaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,,1014.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,6.0,YES,20.0,NO,NO,,,NO,,,ACTIVE,175.0,76.0,25.597143687452103
FEMALE,50.0,45-59,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,environmental protection,SELF-EMPLOYED,0.0,3112.0,SINGLE,,,,,MOSTLY SATISFIED,4.0,IT`S DIFFICULT TO TELL,YES,YES,YES,6.0,YES,4.0,YES,NO,NO,,NO,,,ACTIVE,159.0,65.0,25.20712517020259
FEMALE,64.0,60-64,RURAL AREAS,Dolnoslaskie,SECONDARY,technical science,RETIRED,7.0,1049.0,WIDOWED,4.0,1967.0,4.0,2004.0,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,,YES,NO,NO,,NO,,,NONE,157.0,57.0,22.108822214761616
MALE,62.0,60-64,"URBAN BELOW 20,000",Pomorskie,POST-SECONDARY OR HIGHER,technical science,OTHER ECONOMICALLY INACTIVE,0.0,,MARRIED,8.0,1977.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,2.0,NO,,NO,NO,NO,,NO,,,NONE,180.0,115.0,14.896620569648691
MALE,26.0,25-34,RURAL AREAS,Swietokrzyskie,POST-SECONDARY OR HIGHER,computer science,EMPLOYED IN PRIVATE SECTOR,24.0,,MARRIED,6.0,2008.0,,,MIXED,2.0,IT`S DIFFICULT TO TELL,NO OPINION,NO,NO,1.0,NO,,NO,NO,NO,,NO,,,ACTIVE,174.0,61.0,24.924006804625602
MALE,31.0,25-34,"URBAN 20,000-100,000",Zachodnio-pomorskie,SECONDARY,social sciences,EMPLOYED IN PRIVATE SECTOR,24.0,1058.0,MARRIED,6.0,2007.0,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,,,NONE,195.0,94.0,30.253472853352747
