age,unempdur,income,mmarr,ymarr,msepdiv,ysepdiv,depress,nofriend,nociga,height,weight
80.0,24.0,1110.0,9.0,1964.0,,,13.0,8.0,,174.0,76.0
56.0,0.0,,8.0,1976.0,9.0,2009.0,8.0,2.0,30.0,173.0,81.0
50.0,0.0,2760.0,9.0,1987.0,,,7.0,18.0,,175.0,77.0
62.0,0.0,,6.0,1976.0,,,9.0,12.0,,176.0,72.0
75.0,0.0,832.0,6.0,1957.0,,,6.0,13.0,,155.0,66.0
58.0,0.0,1465.0,,,,,0.0,1.0,,172.0,79.0
68.0,24.0,219.0,,1975.0,9.0,2009.0,5.0,7.0,,172.0,65.0
54.0,0.0,727.0,6.0,1979.0,,,2.0,3.0,10.0,175.0,94.0
54.0,,1844.0,9.0,1980.0,,,10.0,3.0,20.0,160.0,109.0
59.0,0.0,263.0,10.0,1973.0,5.0,1985.0,13.0,23.0,20.0,165.0,69.0
72.0,,1383.0,7.0,1988.0,,,5.0,4.0,,178.0,83.0
34.0,6.0,1061.0,,,,,0.0,4.0,,176.0,71.0
45.0,,1198.0,8.0,1990.0,,,4.0,4.0,,175.0,71.0
56.0,5.0,1025.0,9.0,1981.0,5.0,2009.0,6.0,12.0,15.0,161.0,96.0
55.0,0.0,648.0,10.0,1986.0,,,9.0,23.0,,156.0,56.0
21.0,0.0,,,,,,0.0,2.0,,169.0,57.0
20.0,0.0,,,,,,4.0,13.0,,187.0,48.0
36.0,24.0,2179.0,9.0,2005.0,,,4.0,22.0,,173.0,92.0
60.0,,1616.0,9.0,1976.0,,,5.0,19.0,15.0,179.0,85.0
40.0,0.0,,10.0,1994.0,,,4.0,8.0,10.0,179.0,93.0
50.0,0.0,,12.0,1988.0,,,2.0,23.0,,197.0,116.0
64.0,0.0,3356.0,2.0,1973.0,,,6.0,5.0,,146.0,84.0
44.0,0.0,,10.0,1991.0,,,6.0,4.0,3.0,168.0,69.0
51.0,0.0,1679.0,,,,,7.0,3.0,,176.0,85.0
58.0,0.0,3525.0,8.0,1972.0,,,3.0,6.0,10.0,165.0,55.0
77.0,,918.0,,,1.0,2005.0,8.0,10.0,,162.0,78.0
58.0,,1173.0,10.0,1982.0,,,4.0,12.0,,161.0,57.0
39.0,0.0,3238.0,9.0,2007.0,,,7.0,4.0,5.0,175.0,100.0
36.0,0.0,14641.0,,,,,3.0,5.0,10.0,156.0,76.0
77.0,0.0,491.0,4.0,1960.0,,,5.0,20.0,,155.0,67.0
83.0,24.0,1114.0,9.0,1952.0,6.0,2003.0,8.0,3.0,,163.0,65.0
52.0,,1433.0,6.0,1983.0,,,1.0,5.0,,157.0,87.0
74.0,0.0,395.0,6.0,1957.0,12.0,1999.0,8.0,1.0,,162.0,69.0
23.0,,,,,,,4.0,12.0,10.0,178.0,73.0
26.0,,2425.0,,,,,1.0,8.0,18.0,158.0,52.0
65.0,24.0,187.0,9.0,1967.0,,,7.0,3.0,,155.0,82.0
31.0,0.0,2983.0,3.0,2009.0,,,1.0,7.0,15.0,176.0,82.0
18.0,,,,,,,0.0,2.0,,180.0,78.0
56.0,0.0,7245.0,12.0,1984.0,,,6.0,3.0,10.0,184.0,104.0
19.0,0.0,1188.0,,,,,0.0,0.0,20.0,194.0,82.0
44.0,0.0,,10.0,1991.0,,,5.0,41.0,,168.0,70.0
71.0,0.0,,10.0,1962.0,,,8.0,1.0,,164.0,69.0
48.0,16.0,1320.0,6.0,1990.0,4.0,2011.0,2.0,8.0,,174.0,79.0
21.0,,,,,,,0.0,13.0,,166.0,54.0
17.0,0.0,,,,,,1.0,6.0,,165.0,79.0
52.0,,,,1991.0,,,0.0,0.0,10.0,170.0,80.0
17.0,,,,,,,0.0,14.0,,159.0,65.0
47.0,0.0,1510.0,4.0,1984.0,,,6.0,0.0,40.0,162.0,56.0
