"age","income","wealth"
80,122026,427862
61,8418,-16248
37,19061,-7106
29,39050,477311
59,140198,209994
26,28902,380770
63,28864,1564905
94,76543,643062
87,10344,6173751
32,3579,56895
18,16718,82024
41,64637,33883
88,148860,25737
67,16366,317633
46,105826,-17690
38,16016,288209
56,30122,181548
88,33709,219016
25,20753,228834
79,22073,54746
49,27193,101289
25,34861,-10728
77,148565,161579
23,44547,17384
44,24098,101289
42,13180,151825
54,93739,3569869
25,120506,128018
45,59217,90200
33,19370,191849
78,24632,33148
62,3884,147432
36,29410,17830
70,6956,475046
88,19340,56096
53,38299,15043
22,164036,212769
28,2766,18810
52,46700,51516
51,28767,16946
39,53619,32587
36,52212,-8842
25,10778,752274
74,21385,7367
37,50150,477311
56,55913,4451
27,6313,968724
71,3886,83080
59,15674,520558
26,13035,100507
23,53164,153790
83,3858,26917
66,29702,500889
56,10715,27973
77,23461,7367
16,21133,3331006
77,29127,101767
60,9457,-11370
64,11421,678713
57,121742,717294
18,12232,337565
29,12788,122713
66,19508,48090
65,20510,-17929
85,36422,917538
17,22945,-13713
88,5393,134629
63,13776,266367
56,3821,475046
54,32837,106348
60,2339,298540
72,4628,58271
25,42514,80462
91,48854,19955
81,10889,822667
74,12902,-14783
24,13711,-16397
56,11263,151121
74,44974,14414
86,21049,704780
41,14894,337565
21,25716,189468
65,11421,69460
57,17225,-9140
45,56946,361948
92,36176,86268
59,16497,20218
21,8119,42308
38,43521,972062
23,15452,678713
89,36379,312671
86,22552,285322
24,30563,16610
56,21227,588849
37,47366,747672
67,52673,148643
77,22534,4112
54,3821,56895
31,8933,795891
42,13487,-7069
62,5237,390185
56,22914,-9672
31,31635,2260841
29,14327,61045
35,8926,-10135
30,6119,-2273
65,12629,397499
57,21227,200260
62,33652,176478
85,9324,99858
62,18647,-14589
31,13202,173833
25,8885,120349
36,28811,-15773
40,37181,597198
26,23468,1908021
55,10022,28784
66,20510,74433
72,16875,678713
27,13035,104501
77,22478,46761
85,34073,102033
85,18824,18261
29,3947,90617
63,28992,-6193
49,39845,-10728
50,18027,331302
46,105826,32587
60,2339,40592
32,91399,560553
43,9781,555650
59,16337,-9140
55,26116,215933
56,17946,230247
90,10959,-16299
58,15476,220233
40,16293,450909
47,78621,26881
94,66467,86477
94,42872,102306
88,35443,392398
71,40108,-13352
70,6380,5432559
70,11382,-15946
92,8981,2153476
26,8933,102339
90,72523,273646
43,22415,588849
51,14061,-17875
23,19392,20066
35,3928,801903
20,154988,209387
71,11382,100507
63,5376,131699
21,20293,-7106
73,148565,492771
56,19836,217039
73,1642,-14783
94,42872,1210162
71,38993,108779
35,3558,-5101
31,14755,257080
68,74950,5094
81,11713,60485
52,22550,211426
24,1751,108762
17,40133,6941
23,18670,-7106
31,7439,5432559
19,15771,4682102
78,2061,60485
63,5051,413643
62,5623,46628
59,160089,-6945
43,38402,503552
84,15106,39783
53,16360,678713
32,18982,-16089
46,8470,2327127
36,12829,56130
25,11799,82024
89,19614,243984
81,34073,18695
67,11421,288209
36,52246,209994
71,85631,-12690
38,26415,-15773
20,6189,-14897
23,88313,14523
74,6505,114292
69,85631,2220204
92,13499,1479339
21,21133,101289
17,101661,-14685
33,26159,906202
33,23468,16946
84,32654,271894
21,31713,144420
66,49634,5132
25,79446,-3680
35,36318,666734
64,47447,39658
30,25977,-7500
72,14034,-15946
40,4106,93952
78,8620,-18858
33,3585,34961
61,20189,15065
75,26150,145652
53,9676,1046253
59,43506,10483
37,14946,142237
43,37181,228214
55,6581,83057
65,18071,867370
31,22605,127214
94,12533,-9135
24,41757,1989773
84,8417,1214309
20,31713,2260841
20,27989,1908021
42,64637,-112
84,10693,35795
64,180607,1483660
74,2003,56770
39,5293,-10831
31,36318,26059
87,53485,27157
39,8420,-15872
39,30867,1570451
70,57095,159859
31,30675,133575
31,3490,441011
25,91399,12206
94,281445,213043
25,44470,106348
36,20812,-7069
56,93739,84456
92,7500,35795
69,28916,39658
17,31713,27309
92,13499,-8822
69,16334,61266
29,6313,30162
84,12275,426327
91,19154,55465
92,53725,5966
74,59244,4112
90,281445,318979
84,110562,-14326
18,52393,-17690
46,20951,37103
92,76543,124963
60,92291,90200
41,14946,4682102
35,3302,475046
73,29127,1787344
84,11576,7723
85,17181,673091
50,69566,57501
85,60062,1483840
65,67661,1612360
16,21361,273911
54,12169,235070
59,5104,74934
24,17280,136923
93,8260,99858
