"age","income","wealth"
61,16986,29489
30,13794,9878
71,57271,113737
94,10239,119969
64,49234,209324
16,16721,20218
52,17680,151154
27,36794,46835
42,59217,-3680
70,97652,48019
69,57095,148643
24,40807,2304565
33,17279,678713
67,14797,151825
26,12640,568456
63,34011,217841
70,40666,161939
22,30021,7031
71,108171,243559
47,5049,-5839
75,8405,336
88,22740,85490
29,124283,167566
32,14755,56130
55,13929,-5537
56,10715,1327003
77,12754,2224552
71,74950,136356
67,39541,867370
45,8081,42308
31,3585,113426
92,23668,291923
74,52796,47560
56,3927,23834
66,5376,1053679
44,18770,-14326
77,4559,46761
52,46700,86651
34,27204,830721
23,18670,655344
57,67431,717294
54,10373,1863336
38,29410,34442
84,140140,1824186
87,21258,164749
81,13343,140600
83,33305,-1483
87,42872,5966
73,22478,403575
73,22254,47560
38,14945,81946
70,23574,19825
54,55913,241827
32,94838,269995
35,20484,830721
31,30675,972062
73,148565,41831
79,78118,213043
19,39382,972062
20,1751,90617
82,38822,8989
30,19982,115480
26,87816,3569869
39,7883,5484489
31,7439,512620
60,34963,51932
31,63307,128018
53,29507,60394
45,92539,136356
28,44052,1084526
79,15306,392398
53,27482,40279
55,30122,128936
69,15603,61266
58,29645,75876
67,28992,235109
46,29507,136923
59,13211,568456
39,32457,-2188
65,23516,240938
64,2766,5432559
89,24393,-1483
76,148565,1594868
26,44470,163658
31,14755,109047
20,10796,12340822
88,48854,213043
25,3574,512620
91,91833,175755
93,9828,6173751
91,98575,643062
85,9324,788135
83,110562,4698693
16,30563,58676
37,10282,16745
89,11743,3667675
45,52246,-4010
25,17318,1097069
26,8933,319278
83,31440,673091
62,36833,114634
85,7143,-18858
32,12640,45164
64,18647,-5622
72,2756,4529120
36,95894,124174
47,11038,10891808
77,9126,2104585
84,44840,8594874
63,16366,42353
89,33709,420979
27,36318,157045
40,17211,656620
91,22109,53086
89,8981,7430122
63,3884,30162
59,11876,81341
33,3928,-632
29,14755,20079
58,34160,395833
68,62689,235349
63,14797,93779
52,31673,1084526
79,64775,456684
61,11876,-733
24,83871,356421
43,2448,63145
