"age","income","wealth"
85,17720,-8956
94,35749,25723
80,24340,145652
71,57271,42995
90,16116,82368
30,12640,1420137
64,15950,391650
77,61933,332522
43,17211,3434
81,2634,134629
78,7662,-12827
60,13734,39658
26,7439,36522
56,17946,-16089
69,48895,161939
42,53619,12206
92,66467,71344
60,5104,130743
38,2998,5432559
21,18670,-7021
83,15431,42480
29,31635,34369
78,12754,673091
74,6505,2239011
64,2319,4529120
18,1751,-10831
66,28992,125714
60,17225,867963
92,22740,-751
33,35541,1850940
53,4765,40592
40,140935,14523
53,4659,41461
29,36794,54256
65,16541,109047
67,6309,413643
63,7696,68575
78,12175,1214309
91,19340,91120
27,11795,656620
90,49929,1214309
86,110562,27157
84,1917,29979
31,124283,14523
82,10554,76278
19,48917,1989773
57,32411,100632
79,36446,142966
85,78118,170257
44,13180,-7662
18,20293,1063249
80,14454,260453
23,62564,727715
45,10494,259345
37,16016,972062
24,11127,1228780
50,27573,366324
56,59967,8888
79,3858,2153476
31,48434,76900
56,13929,3331006
20,88313,221300
86,45511,47670
77,15147,57345
23,19392,322112
45,52246,49
26,25977,510581
43,31684,666734
25,12788,300267
44,41439,101289
49,38012,101289
93,34493,35795
59,30291,123861
84,64775,2893
48,9459,4624
94,22740,1145296
64,10086,-10425
44,58213,26626
63,52673,42995
16,83871,306177
48,14279,56130
63,65595,128018
19,38780,54256
77,6117,324647
31,23468,133279
32,6185,109961
45,6664,289130
73,5188,222989
75,28802,492771
93,22740,408667
45,43521,1570451
49,5049,-14897
28,30675,959041
82,24813,52052
21,12232,173833
18,26728,228834
68,10892,555650
88,30473,25737
32,22022,597198
21,16674,568456
75,7479,191402
85,26660,699365
72,28802,26908
65,25966,45164
64,3884,2720052
65,29702,163336
63,18647,114634
28,22605,510131
46,7921,30641
67,30108,175038
45,17211,1797216
47,16190,-3251
36,16016,1609420
38,8322,869728
45,7695,30641
39,5421,4624
58,18748,15065
19,30021,16674
61,2339,272954
84,17720,133488
51,28767,128296
82,15431,-8956
60,33716,202005
71,15012,-18975
40,22375,1679046
94,281445,505963
67,2571,2720052
93,15466,68954
64,49234,75876
67,28984,211660
55,121742,-14685
68,53592,-10450
94,17270,339536
54,121742,2295173
39,8322,-5101
17,23863,21211
20,79902,2391521
65,11421,119753
49,17680,1797216
50,27193,43423
87,8260,16725
84,122026,213043
37,52212,84456
26,22039,819
73,13000,697157
64,5237,9490340
20,18353,288209
77,44544,408667
49,3420,390185
75,7479,1594868
88,26302,3718
55,18236,1097069
76,29127,42191
69,36035,298945
83,2634,822667
74,6979,46761
80,31383,34824
29,31635,522229
19,48917,10521
43,11655,211426
16,1751,-2273
66,17483,62745
51,49113,206536
28,12803,-16282
25,91399,148643
42,37311,295378
40,16937,795702
21,10796,555650
22,11127,28784
32,125876,54940
48,31163,-4939
16,22673,819
32,4842,130743
44,18770,288422
40,56946,2259478
32,8518,968724
45,13180,380770
19,7026,4624
86,35854,45446
89,44733,193692
70,13849,-17929
24,5884,1863336
88,8981,25640
45,13180,33616
87,10469,114638
29,12640,122713
46,31673,-7662
25,44052,1850940
17,83871,33320
71,19444,577382
26,1645,113426
16,31244,273911
71,28878,-9140
60,8315,-11135
36,124446,2295173
28,8482,237141
86,110562,1912761
30,11799,893909
24,45202,163658
61,140198,2769584
85,17181,96767
72,2262,91355
92,20623,48805
22,6189,41461
42,53619,361948
75,13000,1271586
63,171835,209994
20,6694,525621
59,22914,163336
58,22914,9503
52,179477,54940
42,12829,585818
32,8926,-9139
77,97513,5966
55,121742,93802
27,13035,-15946
61,10420,147733
57,71454,422112
45,19495,101289
62,8983,-5101
62,5062,148415
83,9324,-12680
30,182746,39221
84,64775,505963
77,59244,-372
50,88014,93802
35,7209,26454
92,120665,1862
91,14087,334032
61,22852,3493868
32,14408,-733
47,8082,228018
85,60062,12172
34,22022,40279
73,21385,41831
46,43081,42353
88,62253,8989
66,17483,163336
69,164694,2274836
73,33958,46761
75,22534,161579
72,26150,577382
69,40108,138673
88,20941,60485
81,18116,14414
60,60840,-10450
77,307980,-13920
94,79454,124963
48,11953,937631
47,2918,-2273
73,5188,93271
77,7662,26917
31,31363,34369
90,12406,-12399
32,21680,222935
65,6198,146165
82,24813,49101
64,8744,654853
33,169344,-17690
74,26150,65327
43,13334,179116
47,18027,49112
70,6956,1068715
69,36760,-12704
93,11743,-16659
60,48917,211660
23,12232,1712181
18,624,113426
51,2378,-5477
17,624,271023
44,8081,6502
91,10959,260453
35,3074,441011
34,6953,36522
42,29971,2260841
47,38012,744387
60,160089,5958241
25,44470,932470
43,21186,1679046
47,17680,81946
22,101661,40513
33,20624,-3927
54,63426,1605987
56,24394,-16089
31,3574,554782
79,40811,45365
22,45202,496187
59,15674,-310
19,25716,278108
84,1917,572216
48,44566,228214
20,25716,27309
33,43869,943865
78,104069,13186607
71,66633,1799213
16,20293,69460
57,28559,-6193
63,8226,62902
57,175463,209994
51,52389,48019
82,15106,2204
63,49634,551100
82,10889,82368
16,20293,-14962
92,15466,1214309
76,23435,396154
70,97652,626824
33,17318,1401423
88,19614,146332
81,10693,103601
47,25623,116547
90,117316,36628
91,37118,35795
36,28746,211426
33,20484,-11729
21,21361,-7106
39,18607,3434
29,31635,273911
65,14797,102119
83,12275,-14527
55,121742,10771
86,21556,48805
71,36035,82793
74,22534,4112
55,55913,255603
66,20907,82151
81,15306,18695
62,20430,551100
68,63399,84456
22,26542,107030
77,82302,13186607
77,23435,342
56,10022,1037111
84,45511,32547
21,16674,949
25,9520,211896
40,29389,1663319
62,176283,63117
53,38274,26709
61,176283,23364
27,3302,4056720
69,27320,-17929
59,60840,212769
20,18353,1401423
74,65693,4112
62,13211,29760
57,9457,262368
48,23088,42587
88,20941,1824186
71,25119,481561
27,9520,262368
82,34210,225265
46,27193,906202
47,44852,1084526
46,16681,545394
62,63751,73838
84,35854,6156
35,4012,34961
46,87955,269995
84,34544,91120
41,21537,219636
28,15991,-16397
74,9126,1787344
91,31372,25737
67,58935,255603
55,63426,4451
53,3593,-2273
21,6189,158166
78,4807,572216
59,12701,143418
49,35293,17051
40,7082,31638
54,38783,-15773
63,8226,8327
37,18031,1799988
41,86119,-14685
53,18568,20066
70,62689,80744
44,24930,43423
74,2439,116613
92,15782,2805030
78,19912,2204
28,8885,131699
18,20293,1657584
48,18027,42353
64,12629,9503
81,10693,1824186
77,19912,1997654
78,12175,288710
30,1599,4056720
20,15452,-16445
37,52212,225637
92,22109,-14922
79,20427,1997654
72,2003,146165
53,4765,1092964
67,17483,72011
16,19502,151276
56,2645,884152
63,31672,15065
40,5771,6502
71,57095,20862
89,72770,5966
63,49634,82024
63,5237,475046
81,10679,248449
64,23516,176478
42,64637,-12628
27,16006,20218
88,7352,-10398
82,36333,56096
50,27193,266367
26,42514,80462
64,11421,1800860
60,15659,9503
88,18700,145652
41,21537,1405413
46,84635,93802
88,10469,704780
74,14034,46761
78,104069,273646
32,55517,1605987
29,31635,787608
58,8261,237141
77,4480,-12827
16,22263,114167
85,1917,38593
18,40807,1989773
48,48012,1216426
44,52246,167566
36,29603,1405413
59,19769,125112
73,16875,89975356
84,58978,334032
89,20941,60485
61,13211,76254
84,16675,24404
57,9508,4624
53,234631,96924
23,37788,35774
67,3485,91355
58,12701,512980
58,38322,-1000
84,10771,4803
42,64637,68200
18,40807,1255933
60,18748,-9643
54,69837,113737
20,38780,10521
69,3387,91355
50,38012,42587
78,104069,19955
64,46883,143418
39,19270,666734
17,23863,-7500
18,5724,45924
49,88014,40513
53,18568,195674
70,18818,125689
48,18503,937631
49,47082,42587
64,7526,5484489
25,21475,878051
63,49634,19825
25,25977,588849
29,132235,153790
19,183981,2391521
90,62792,170257
60,19769,77047
32,2766,4056720
24,5224,23742
67,5625,274181
19,10014,1228780
63,33652,39684
23,62564,1605987
53,61866,212769
41,12829,666734
53,5888,-3517
56,32837,1044458
42,43069,188954
91,15466,175755
37,49841,585818
42,5771,839708
77,12754,33148
53,51073,26709
49,199489,-8318
47,8082,27973
67,73034,-5190
84,11715,224472
46,131660,2391521
84,37357,288710
56,59967,2259478
41,5769,158166
64,11421,31300
46,8082,148415
92,35749,45446
88,12253,211535
79,40747,305459
60,16986,-7225
77,61933,2805030
55,19836,47001
61,2339,599791
31,48434,142874
56,2645,-16248
18,20293,949
46,38012,6941
52,19569,267685
21,17528,69460
20,15452,189468
18,22673,-7106
78,29587,54746
78,6117,892471
94,13403,179606
77,23435,-18858
53,61866,1612360
77,44544,164749
19,121957,-14685
67,18071,-7225
21,11779,-11729
43,10494,16745
32,14391,-9833
49,27482,545394
79,106164,2893
60,89875,23555
21,11602,1558965
74,9126,513091
81,63927,5966
61,10420,2985
87,22428,39783
20,15452,1643020
83,26910,92131
20,21133,40279
63,10086,-10425
82,9324,126701
25,18483,1712181
73,14034,6088891
28,12803,70524
27,7439,158681
67,47447,391650
78,7881,39133
60,15453,10483
67,58935,105864
94,53485,243984
80,10679,14414
17,1751,102169
62,40452,108779
88,13499,9365
94,17270,38705
43,29410,2421
65,25966,213099
83,40811,260453
77,110612,3124755
77,4807,53657
51,22550,-1282
58,94310,-3680
17,22673,597198
52,95449,5094
55,11654,19813
49,50087,266100
74,8405,46761
85,34544,857031
70,6956,2720052
50,38299,587558
94,31372,47560
65,7696,56895
26,120506,6188
26,3302,884152
50,35045,906202
82,34210,179606
67,20510,624460
79,13612,699365
53,95449,26881
91,16116,-372
59,1997,113426
42,3867,884152
48,69566,363570
34,24864,273911
88,117734,101767
85,110562,505963
82,13612,318979
80,7143,26917
45,11928,366324
42,5769,90617
35,14765,179116
20,52393,311728
69,6380,-632
41,32457,3648
59,19769,2374512
72,23461,-17929
89,18700,-9135
82,15646,45365
47,78621,159859
33,19982,500377
31,31363,-7106
49,84635,136356
22,40133,46838
92,8506,25398
62,22852,9503
94,15782,243984
59,18748,477050
39,24587,151154
28,9878,615352
37,27050,544096
72,2439,68575
65,20718,100632
30,19397,500377
83,21049,750478
49,25623,49112
67,7030,393115
92,9828,179606
16,31244,10461
80,10693,114638
74,102850,366906
86,15780,475106
56,24434,19813
92,49929,332522
77,15147,85490
84,12428,673091
86,13343,342
18,18578,217030
75,28008,89975356
18,5927,42247
57,17225,477050
62,140198,1799213
40,86119,1512827
38,8420,1092964
68,40666,209324
47,27193,-13713
30,182746,109030
22,15225,1643020
53,52864,212769
93,10080,-13556
81,40747,-11055
77,59244,291923
57,13734,213099
27,44052,35774
70,12581,438689
71,13849,395833
22,30563,588849
55,15423,1044458
79,31383,3667675
45,11928,116547
88,5393,39133
86,17720,39783
69,97652,128018
64,10604,94641
16,10079,329942
20,30021,702732
89,12253,-18171
70,15603,29489
80,11576,121195
22,32577,-7500
55,55913,42995
52,234631,4520
48,8470,228018
83,14454,420979
52,18568,-7662
54,10715,1805038
84,6213,26917
31,14391,-9833
22,101661,159859
47,11953,473138
63,5169,83057
72,14034,9878
29,30675,787608
81,26727,12172
65,30715,235070
64,5051,-18854
50,23811,266367
48,88014,882246
68,19444,577382
79,10889,513117
44,24930,477311
89,7352,324647
30,8933,525621
52,35226,17384
20,27989,133279
81,2634,256434
91,55958,283483
28,12803,893909
88,62253,124963
56,19221,678713
83,63927,273646
41,7082,148415
57,28559,123861
16,10897,-10135
59,71454,-5190
66,58935,212769
77,29127,76278
54,2645,698425
79,33011,-372
17,5927,1863336
25,18483,160458
17,1751,512620
45,17211,473138
67,28984,211660
41,19790,136923
46,50087,336110
48,78621,15289
92,35749,6714
67,5623,56895
34,13202,180565
54,24434,1762847
20,23857,278108
64,7258,91355
79,18824,396154
92,17270,1145296
28,30675,16946
50,35045,17384
36,14945,295378
54,93739,124174
42,140935,412299
61,16366,346145
79,31383,-3252
21,105611,153790
16,624,-16248
55,6326,1863336
81,15431,212343
66,73034,-3680
75,6089,41831
35,6185,117375
19,16718,656620
38,37181,503552
61,24321,175038
21,167813,40513
19,23857,819
74,14552,41831
73,14552,5984
25,14755,-10698
84,12501,178182
21,22491,655344
74,26150,2104585
56,11263,12059
54,82546,104392
63,14797,624499
52,36418,336110
77,6117,25640
19,16002,-16282
69,7183,68575
59,17234,250229
73,52796,513091
54,26667,1097069
55,3927,23834
42,3867,-16248
68,7183,4529120
61,13211,763080
55,10715,10891808
75,102850,492771
65,49234,77047
43,24098,24088
67,5623,1068715
79,2061,2224552
85,28267,12172
60,9508,968724
69,15012,26908
91,55958,112579
87,72523,1862
30,8885,73023
51,179477,6188
65,39541,202005
43,29410,23768
58,175463,5983430
20,27989,636921
84,59635,699365
40,50150,795702
59,33716,271486
69,63399,212769
61,16366,39658
50,48012,266100
63,10604,319278
39,16016,37103
84,78118,3425601
73,28802,1271586
79,25659,-12399
73,63199,366906
28,4967,158166
59,25169,763080
45,11928,366324
67,20720,645780
65,23516,257080
34,124283,-14685
23,88609,32633
71,29705,29489
21,10796,12059
21,46337,98518
19,80748,59459
88,12533,68954
33,19982,60394
83,8723,2153476
71,181278,-11083
69,62689,12206
86,12428,68954
20,48917,80462
83,21049,353378
37,8697,2327127
68,23574,438689
81,10679,142966
65,27927,645780
76,61933,53086
49,7921,1125157
67,44095,-6193
32,21680,331302
78,82302,1912761
62,43506,234125
73,14552,222989
47,9459,27973
68,25119,161939
47,11953,545394
59,17234,-4053
53,2378,23834
82,8723,2224552
71,40666,20402
82,21126,475106
24,19392,500377
17,23863,133575
54,82546,-8842
20,12187,288209
79,33011,573096
92,19210,-12680
34,14391,48959
86,35854,39783
25,26159,133575
65,65595,810411
59,20189,100632
36,11209,94641
76,14009,-16659
82,13612,783702
19,30021,317174
28,94838,138034
74,4628,1219419
67,18071,20079
94,19340,86268
36,16293,23768
69,29705,577382
35,23468,3859892
19,30021,34369
69,65363,23364
90,7500,572216
47,29507,-14326
40,64637,5094
35,86528,104392
62,7815,2327127
82,7143,114292
85,17181,285322
88,117734,5966
92,37118,193692
85,44840,71300
50,152082,26881
29,45142,1255933
21,105611,562013
69,18818,298945
32,8518,46628
72,28008,125689
90,17270,685066
73,8927,93271
69,167333,5983430
45,11655,54642
69,23770,-8545
35,116018,-12628
33,116018,32633
50,12731,266100
59,20985,551100
94,24393,-16299
70,29705,-10203
74,5188,1219419
40,64637,-112
91,13403,133488
64,10086,94641
36,5421,158681
62,2339,1973138
88,13499,24404
19,16002,142237
36,26942,179116
85,1917,16725
69,29395,577382
65,7258,39789
85,9138,18261
53,23116,-6095
82,2634,324647
69,27320,51932
27,11795,3191796
53,36418,1577576
41,32457,3648
62,8986,148415
80,26910,225265
25,14327,69460
47,16681,266367
28,22605,522229
52,3593,69439
18,14858,122713
52,3981,272954
17,22673,107030
61,176283,57501
92,14087,396154
90,10959,1029331
68,13306,9878
26,14755,4682102
30,8933,795891
55,146318,306177
66,8116,8327
67,11430,240938
70,7183,-15872
45,5587,42308
90,31375,52052
34,37179,2304565
23,30767,-3927
88,10239,917538
50,17680,230247
28,32657,15043
70,22687,1291574
21,32577,141019
47,4690,93952
21,29299,79280
39,19270,2559878
81,26161,55465
82,13507,456684
81,38309,-751
26,3558,441011
46,8082,146716
85,1917,16725
40,20838,253203
54,26667,20066
70,181278,450000
82,33305,970310
40,25570,8504202
92,9255,48805
82,38309,2149630
64,46883,175038
54,11138,1228780
58,8261,45924
27,20042,830721
38,27050,6733
40,7082,942247
55,46349,480825
58,7294,1327003
70,7183,30162
77,110384,2893
85,66460,273646
54,59967,84456
36,26942,58014
67,44391,211660
61,19508,72011
91,22109,4803
78,5779,2224552
29,8933,262368
86,146339,8594874
44,13180,177359
93,113432,3159
60,20985,346145
73,44974,89975356
64,17881,200260
90,16116,1479339
71,14429,29489
37,14946,23768
40,19874,1721677
17,5927,-9139
50,59168,489203
