sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
MALE,54,16-24,"URBAN 200,000-500,000",Opolskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PUBLIC SECTOR,25.0,1437.0,SINGLE,,,,,MIXED,0.0,IT`S DIFFICULT TO TELL,NO OPINION,YES,YES,6.0,NO,20.0,NO,NO,NO,,NO,,,NONE,166.0,79.0,30.645521397207
MALE,16,65+,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,production and processing,OTHER ECONOMICALLY INACTIVE,0.0,,DIVORCED,8.0,1981.0,,,MOSTLY DISSATISFIED,7.0,IT`S DIFFICULT TO TELL,YES,YES,YES,6.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,NONE,164.0,50.0,24.9752240859439
MALE,53,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,0.0,1635.0,MARRIED,6.0,1980.0,,,MOSTLY DISSATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,YES,,NO,NO,,,NO,,,NONE,162.0,70.0,44.6643201333238
FEMALE,36,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,"agriculture, forestry, fishing",RETIRED,0.0,307.0,WIDOWED,7.0,,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,5.0,YES,16.0,NO,NO,NO,,NO,,,NONE,162.0,71.0,24.9385208877073
FEMALE,71,65+,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,biological sciences,RETIRED,,,MARRIED,7.0,,,1998.0,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,11.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,164.0,83.0,21.1927958187282
MALE,87,16-24,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,no specialisation,UNEMPLOYED,0.0,1617.0,MARRIED,,1961.0,,,DELIGHTED,0.0,,YES,NO,YES,28.0,NO,16.0,NO,NO,NO,,NO,,,NONE,171.0,73.0,26.1109597289908
FEMALE,50,25-34,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,,1833.0,SINGLE,9.0,1955.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,8.0,NO,NO,YES,,"YES, TO EU COUNTRY",,,ACTIVE,167.0,92.0,33.2787095820079
MALE,89,16-24,"URBAN 200,000-500,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,0.0,1678.0,WIDOWED,,1937.0,7.0,,MOSTLY SATISFIED,5.0,,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,,,NONE,176.0,58.0,21.8198980530383
FEMALE,43,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,technical science,PUPIL OR STUDENT,,,MARRIED,7.0,1981.0,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,,YES,YES,4.0,NO,,NO,NO,NO,,NO,,,PASSIVE,173.0,81.0,33.37565236518
MALE,48,45-59,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,armed forces and country protection,OTHER ECONOMICALLY INACTIVE,0.0,1601.0,DIVORCED,7.0,1984.0,7.0,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10.0,NO,,NO,NO,YES,,NO,,,NONE,166.0,70.0,21.0754740076207
