sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,78,65+,"URBAN 200,000-500,000",Kujawsko-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PUBLIC SECTOR,21.0,1709.0,MARRIED,,,,,MIXED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,NO,20.0,NO,NO,NO,,NO,,,NONE,171.0,45.0,19.9660655908241
MALE,26,65+,RURAL AREAS,Dolnoslaskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,6.0,,MARRIED,8.0,1981.0,,,MOSTLY DISSATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,7.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,NONE,166.0,58.0,28.2898636129063
MALE,47,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,7.0,1749.0,MARRIED,6.0,1981.0,,,MOSTLY DISSATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2.0,YES,,NO,NO,NO,,NO,,,NONE,165.0,49.0,30.2455955266739
FEMALE,68,16-24,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,no specialisation,RETIRED,0.0,849.0,WIDOWED,7.0,,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,YES,9.0,NO,NO,NO,,NO,,,NONE,165.0,37.0,22.2280973025013
MALE,97,65+,"URBAN 100,000-200,000",Zachodnio-pomorskie,PRIMARY/NO EDUCATION,biological sciences,RETIRED,,,MARRIED,7.0,,,2000.0,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,9.0,NO,,,NO,NO,,"YES, TO EU COUNTRY",,,NONE,166.0,40.0,20.3624498812102
MALE,95,25-34,"URBAN 100,000-200,000",Lodzkie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0.0,1621.0,MARRIED,,1973.0,,,DELIGHTED,4.0,,YES,NO,YES,20.0,NO,16.0,NO,NO,NO,,NO,,GERMANY,NONE,168.0,54.0,22.3344055962312
FEMALE,77,35-44,"URBAN 100,000-200,000",Swietokrzyskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,,1677.0,MARRIED,9.0,1981.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,NO,6.0,NO,NO,YES,,NO,,,ACTIVE,165.0,82.0,20.8701263013222
MALE,78,45-59,"URBAN 200,000-500,000",Podlaskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0.0,1140.0,MARRIED,,1943.0,6.0,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,MORE THAN 2 YEARS,,NONE,160.0,50.0,21.284012337998
FEMALE,88,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,economy and administration,PUPIL OR STUDENT,,,MARRIED,7.0,1981.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,,21.0,NO,,NO,NO,NO,,NO,,,PASSIVE,165.0,81.0,45.9248437014101
MALE,77,45-59,RURAL AREAS,Slaskie,POST-SECONDARY OR HIGHER,armed forces and country protection,LONG-TERM SICK/DISABLED,0.0,1708.0,DIVORCED,10.0,2001.0,7.0,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,0.0,NO,,NO,NO,YES,,NO,LESS THAN 1 TO 2 YEARS,,NONE,169.0,62.0,28.4253759058285
MALE,30,16-24,RURAL AREAS,Lodzkie,PRIMARY/NO EDUCATION,production and processing,PUPIL OR STUDENT,,1617.0,SINGLE,6.0,,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,9.0,NO,16.0,NO,NO,NO,,NO,LESS THAN 1 YEAR,,PASSIVE,163.0,75.0,19.9338882875719
MALE,39,45-59,"URBAN 20,000-100,000",Dolnoslaskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,7.0,922.0,MARRIED,,1957.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,17.0,NO,20.0,NO,NO,NO,,NO,,,ACTIVE,166.0,79.0,23.7526463514501
MALE,39,16-24,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,healthcare,OTHER ECONOMICALLY INACTIVE,1.0,,MARRIED,8.0,,12.0,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2.0,NO,,NO,NO,NO,,NO,LESS THAN 1 TO 2 YEARS,,ACTIVE,166.0,73.0,32.5498777992837
