sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,74,65+,"URBAN 200,000-500,000",Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PUBLIC SECTOR,23,1607.0,MARRIED,,,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,-1,NO,-8,NO,NO,NO,-8,NO,,,NONE,172.0,70.0,24.824430535727
MALE,23,45-59,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,0,1354.0,WIDOWED,3.0,1981.0,,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,1,NO,-8,NO,NO,NO,-8,NO,IT DEPENDS,GERMANY,PASSIVE,176.0,84.0,22.3352298548763
MALE,73,45-59,"URBAN 100,000-200,000",Lodzkie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,1660.0,SINGLE,6.0,1982.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3,NO,-8,NO,NO,NO,-8,NO,,,NONE,160.0,71.0,34.9386817137478
FEMALE,74,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,RETIRED,0,1501.0,SINGLE,10.0,,,,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,NO,5,NO,-8,YES,NO,NO,-8,NO,,,ACTIVE,164.0,69.0,21.7269106403715
MALE,97,25-34,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,biological sciences,EMPLOYED IN PUBLIC SECTOR,25,-8.0,SINGLE,8.0,,,1998.0,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,NONE,165.0,78.0,31.8902872204576
MALE,97,25-34,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,RETIRED,0,1829.0,DIVORCED,,1966.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5,NO,-8,NO,NO,NO,4,"YES, TO EU COUNTRY",,GERMANY,NONE,175.0,75.0,34.9796822941501
FEMALE,70,35-44,"URBAN 100,000-200,000",Swietokrzyskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,2198.0,MARRIED,7.0,1984.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9,NO,13,NO,NO,YES,-8,NO,,,NONE,171.0,81.0,31.81039684796
MALE,75,16-24,"URBAN 200,000-500,000",Podlaskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0,1095.0,MARRIED,,1983.0,6.0,,MIXED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2,NO,-8,NO,YES,NO,-8,"YES, TO EU COUNTRY",,,NONE,173.0,74.0,29.0047697741684
FEMALE,48,45-59,RURAL AREAS,Wielkopolskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,-7,,DIVORCED,6.0,1981.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,NO,NO,NO,-1,NO,-8,NO,NO,NO,-8,NO,,,NONE,177.0,75.0,29.8011819441916
MALE,66,65+,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,armed forces and country protection,PUPIL OR STUDENT,0,1569.0,SINGLE,1.0,2007.0,7.0,,MIXED,12.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10,NO,-8,NO,NO,NO,-8,"YES, TO EU COUNTRY",,,ACTIVE,161.0,91.0,25.8510163705096
MALE,30,16-24,RURAL AREAS,Wielkopolskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,-2,2858.0,MARRIED,7.0,,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,12,NO,-8,NO,NO,NO,16,NO,,NORWAY,PASSIVE,185.0,55.0,28.0269545278184
MALE,41,45-59,"URBAN BELOW 20,000",Dolnoslaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0,2284.0,MARRIED,,1985.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4,NO,-8,YES,NO,NO,-8,NO,,,NONE,162.0,79.0,29.9526599984737
MALE,36,16-24,"URBAN 500,000 AND OVER",Malopolskie,POST-SECONDARY OR HIGHER,no specialisation,RETIRED,0,,WIDOWED,1.0,,7.0,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,1,NO,-8,NO,NO,NO,-8,NO,,,NONE,187.0,58.0,29.5521753872971
MALE,41,16-24,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,"agriculture, forestry, fishing",RETIRED,19,1478.0,SINGLE,9.0,1977.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3,YES,-8,NO,NO,NO,-8,NO,,GERMANY,PASSIVE,155.0,89.0,36.6568832343514
FEMALE,55,65+,"URBAN 100,000-200,000",Opolskie,VOCATIONAL/GRAMMAR,economy and administration,PUPIL OR STUDENT,27,1549.0,SINGLE,7.0,1970.0,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,19,NO,-8,NO,NO,NO,-8,NO,,GERMANY,NONE,174.0,87.0,24.4756551198964
MALE,23,16-24,RURAL AREAS,Dolnoslaskie,VOCATIONAL/GRAMMAR,social sciences,RETIRED,0,1701.0,SINGLE,8.0,1981.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,9,NO,-8,NO,NO,NO,-8,NO,,,PASSIVE,163.0,52.0,28.3558968292475
FEMALE,20,16-24,"URBAN 20,000-100,000",Podlaskie,SECONDARY,no specialisation,RETIRED,0,1647.0,SINGLE,3.0,1980.0,7.0,,MIXED,9.0,IT`S DIFFICULT TO TELL,YES,YES,NO,-2,NO,-8,YES,YES,NO,-8,"YES, TO EU COUNTRY",,,PASSIVE,166.0,53.0,30.8354914336305
MALE,62,45-59,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,no specialisation,FARMER,-1,1414.0,DIVORCED,8.0,1982.0,,,MOSTLY SATISFIED,,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0,NO,-8,NO,,NO,-8,NO,,GREAT BRITAIN,PASSIVE,163.0,61.0,33.0605237891107
MALE,32,25-34,"URBAN 200,000-500,000",Lubuskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",PUPIL OR STUDENT,-8,1357.0,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,16,NO,-8,NO,NO,,-8,NO,,,NONE,162.0,76.0,32.3248106727074
