var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
m,k,o,i,l,f,a,c,n,k
h,l,l,g,o,j,h,h,e,g
b,e,i,g,m,i,g,e,k,h
a,i,m,a,o,f,e,c,n,c
b,o,d,d,n,f,k,m,h,g
o,a,j,h,d,e,c,c,g,i
m,o,o,i,d,g,m,m,l,a
j,e,a,a,n,o,a,e,e,h
a,n,c,a,m,f,e,l,h,m
k,k,f,o,b,c,n,e,e,n
l,f,f,d,c,f,j,k,e,k
b,k,c,j,g,n,b,d,d,a
b,j,a,g,n,m,h,o,a,m
m,d,n,d,g,o,g,l,a,g
f,o,d,g,d,h,h,f,k,m
d,c,a,b,f,j,o,l,n,n
a,l,c,b,j,k,n,c,h,j
a,a,k,a,j,o,k,l,h,e
m,k,n,n,i,o,l,i,j,b
a,e,o,l,k,o,e,f,e,b
f,k,o,b,j,h,j,a,m,l
k,l,l,m,f,j,j,c,l,o
j,j,m,o,g,b,m,e,l,a
h,h,n,o,k,f,k,h,d,j
j,o,d,l,n,k,o,i,f,k
h,a,m,e,h,k,k,k,h,c
c,g,m,n,j,i,k,k,m,g
b,c,b,i,a,e,m,k,i,d
c,g,e,a,k,c,a,d,l,b
l,k,n,d,n,l,j,i,o,a
b,f,f,i,g,a,b,m,l,m
n,j,l,h,a,g,i,f,d,a
a,e,k,i,c,b,a,h,f,k
i,n,n,j,f,a,j,j,o,m
h,b,g,g,k,j,k,b,k,f
o,o,f,l,j,h,j,g,b,d
d,b,b,m,m,o,m,o,g,k
b,n,e,c,l,h,n,e,d,a
k,j,e,c,e,g,h,l,d,k
i,l,k,b,k,o,k,n,o,m
o,g,k,f,a,i,l,i,k,i
h,j,n,d,n,e,d,e,l,k
b,o,o,f,a,h,k,j,c,b
j,f,f,c,f,l,o,e,b,o
k,i,g,b,o,k,e,d,i,g
b,l,m,i,i,h,c,g,b,m
i,j,c,e,b,n,f,f,f,n
j,a,b,c,k,g,n,j,a,k
a,k,a,d,c,o,d,o,j,k
e,m,d,l,i,e,b,m,f,m
n,g,n,k,a,m,l,b,g,o
i,h,d,o,a,h,d,b,j,f
b,i,i,g,h,i,i,g,m,e
k,c,o,j,l,d,l,g,c,g
e,g,a,a,k,a,l,o,c,f
h,b,j,d,j,o,d,n,f,m
n,i,c,b,e,f,n,b,c,b
f,o,b,d,n,m,m,k,b,c
e,i,g,k,o,n,k,i,i,h
d,f,m,a,f,b,f,e,n,f
k,k,k,h,b,c,j,k,k,j
o,j,h,j,h,a,o,l,k,l
d,i,i,m,b,b,d,a,c,c
h,i,l,c,e,b,a,l,n,b
o,d,o,i,c,e,g,g,h,c
i,k,f,l,c,c,a,a,e,k
k,i,j,h,c,c,k,k,e,f
a,b,f,j,g,o,i,a,f,m
i,g,n,e,b,b,e,f,f,h
b,b,j,k,b,a,i,b,b,n
a,f,n,m,m,c,h,c,e,d
f,l,g,e,l,b,l,b,k,n
c,i,j,m,i,l,c,a,a,b
l,c,a,j,c,k,n,f,k,k
h,k,g,j,l,k,k,e,b,l
k,n,e,j,e,d,b,a,k,o
g,b,f,d,b,o,d,b,j,i
c,k,k,n,l,a,m,d,d,g
a,k,j,e,a,g,b,g,c,c
b,f,l,f,h,o,f,m,i,g
j,l,l,j,h,c,a,n,k,n
h,n,l,m,h,i,k,f,c,k
c,j,j,a,c,m,n,d,n,g
b,h,c,b,f,c,d,n,f,h
i,e,b,g,o,j,k,g,k,e
d,n,i,k,l,f,k,a,f,b
c,n,l,n,o,b,e,l,h,j
a,m,f,e,j,d,i,d,n,o
o,b,j,g,b,e,m,i,a,o
f,b,h,m,a,n,n,d,d,e
m,o,b,e,e,o,e,l,m,o
b,j,n,j,n,a,k,h,d,m
i,h,e,k,m,e,e,k,a,g
c,m,i,b,m,l,m,h,f,k
k,j,n,e,o,k,l,f,f,o
e,o,o,n,o,b,n,m,h,c
h,a,g,h,c,j,k,j,f,j
a,f,h,n,j,f,j,l,k,o
g,a,o,l,g,i,c,m,e,l
e,j,j,m,f,e,f,d,j,h
k,j,i,c,e,l,d,e,e,h
m,d,m,n,m,g,a,l,f,n
a,b,k,i,g,n,l,i,j,h
c,m,d,h,o,o,f,n,c,o
e,k,l,c,d,a,e,n,d,j
c,h,b,i,i,h,l,n,f,m
e,l,m,n,b,m,n,m,m,i
n,i,i,o,d,i,n,n,m,n
c,c,d,m,m,n,a,n,c,k
m,o,g,n,l,o,f,i,l,a
n,j,h,e,n,c,c,i,g,f
h,a,j,f,b,o,f,o,f,f
a,e,n,f,o,a,l,m,l,d
j,i,k,e,a,b,m,b,e,b
g,n,e,l,n,f,k,c,o,b
m,k,e,o,j,o,l,f,k,n
f,m,b,f,n,d,g,o,m,g
h,j,e,c,c,f,o,l,n,c
f,n,n,d,k,h,j,n,d,j
j,g,o,m,i,i,a,g,m,n
n,e,o,e,n,a,n,n,e,g
h,j,g,d,i,m,h,n,l,b
h,j,f,h,d,k,d,k,f,d
a,a,o,l,m,c,h,e,i,f
m,k,b,i,l,d,i,o,b,h
