var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,d,l,j,d,i,o,g,j
o,i,k,g,k,g,i,e,i,g
f,a,j,c,o,h,a,k,h,m
l,d,d,g,o,i,d,d,a,c
i,e,d,l,c,j,i,m,n,b
e,a,n,e,n,i,h,c,o,m
d,f,a,m,j,f,k,b,h,o
g,i,i,c,n,g,b,k,h,e
m,g,g,b,j,b,e,g,m,h
e,e,n,g,l,e,d,o,e,d
o,g,o,l,b,e,d,l,n,g
k,o,n,b,a,o,h,o,l,j
l,e,i,l,o,e,a,k,i,j
n,f,b,m,j,n,a,f,m,g
k,h,m,o,e,o,i,n,i,a
l,i,g,h,o,k,m,i,j,o
k,b,d,i,a,h,b,l,j,l
i,k,n,g,m,g,d,c,g,j
g,o,a,f,n,i,j,i,c,b
a,d,k,f,c,f,b,f,n,a
m,c,j,n,c,n,f,d,m,e
e,f,b,l,g,e,f,n,c,l
i,m,c,n,g,g,k,j,l,j
a,k,c,d,b,e,c,e,l,c
g,f,a,d,h,f,n,d,g,m
n,l,i,j,n,e,d,o,j,f
i,f,c,c,g,l,k,n,b,b
j,i,a,k,n,e,i,d,a,o
e,h,e,e,a,n,b,k,m,h
j,c,l,l,k,b,d,j,d,g
k,f,k,h,a,d,e,d,k,i
c,h,n,l,i,h,n,f,n,d
b,o,b,g,k,n,a,c,b,f
f,n,m,k,j,h,f,n,k,b
d,m,l,i,k,e,o,d,k,h
o,b,i,h,m,k,m,c,j,m
e,o,i,j,h,f,h,j,e,l
b,f,f,m,d,h,o,f,e,f
b,e,e,e,o,c,g,c,l,n
a,i,b,m,d,f,a,f,k,b
h,i,n,k,h,o,i,g,i,b
j,g,j,f,l,h,e,i,b,e
e,i,e,j,d,j,n,j,o,n
d,j,c,c,f,d,f,l,b,i
h,c,i,o,b,j,f,a,d,k
o,d,i,i,l,f,e,n,k,g
m,i,d,b,f,a,a,k,f,k
m,k,n,h,j,c,h,a,k,d
a,d,m,o,o,o,j,l,b,n
a,b,b,i,o,d,h,b,d,e
m,g,h,n,i,e,l,n,j,i
a,h,k,j,c,o,k,m,j,b
n,h,i,k,k,o,j,f,a,c
e,k,a,i,l,b,j,f,n,o
g,m,o,j,l,c,h,h,k,n
i,e,e,h,l,n,o,l,k,j
c,f,f,e,k,e,j,c,j,o
m,g,f,o,k,c,c,d,g,m
h,a,e,e,a,l,g,b,l,n
f,a,l,o,e,h,h,l,g,a
b,b,n,h,h,n,b,m,d,h
l,i,e,k,c,f,f,l,h,h
a,d,l,o,i,l,m,i,d,k
i,j,k,f,f,g,h,g,j,m
f,k,f,n,m,b,h,l,b,e
h,b,d,m,k,f,k,h,m,e
n,n,b,e,h,k,k,g,k,h
m,a,a,m,f,k,i,k,h,m
b,e,e,e,a,f,o,f,i,m
o,n,b,o,n,l,d,a,k,d
j,d,h,o,b,f,b,e,h,f
o,a,m,e,f,b,d,c,f,b
d,j,o,m,i,c,e,c,i,n
h,m,m,c,l,g,l,i,a,n
e,d,g,g,n,f,a,g,i,n
j,i,d,h,i,k,h,h,l,k
k,a,a,d,l,b,b,g,f,i
c,h,k,b,h,o,c,k,d,n
o,j,n,g,k,e,g,n,o,m
m,a,m,n,b,a,b,g,i,f
n,e,l,d,c,f,f,e,l,h
c,c,l,a,g,h,a,j,l,g
l,f,l,f,m,e,o,a,c,o
c,d,c,a,e,j,f,b,i,n
k,n,l,m,m,i,c,h,e,e
c,n,f,o,k,m,c,g,d,d
h,d,f,g,b,f,g,f,c,e
a,f,i,d,h,l,e,o,k,o
m,h,b,c,d,d,b,a,b,f
e,c,m,i,e,a,i,a,k,m
o,c,k,n,k,g,g,l,e,g
i,m,h,m,n,e,k,l,n,a
e,m,d,l,d,e,c,k,c,c
g,g,f,n,m,o,a,f,i,h
o,h,a,b,c,l,d,n,l,h
n,g,m,j,f,f,o,c,h,o
e,g,h,l,m,e,b,n,h,a
a,o,m,k,g,d,g,l,o,j
b,l,f,c,e,k,a,i,k,h
o,c,k,e,l,k,b,c,k,d
d,k,k,d,c,a,o,o,j,g
o,a,a,e,e,n,h,c,a,e
e,f,k,a,c,j,k,l,b,d
g,o,d,c,l,o,a,n,b,d
l,m,i,b,o,f,o,h,f,g
b,c,a,h,g,e,o,b,k,c
e,i,g,c,f,i,l,n,n,e
m,f,n,c,g,b,j,m,n,h
