var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
e,f,e,h,g,a,h,e,b,d
c,d,i,i,c,h,h,d,a,f
b,e,a,h,d,c,a,d,d,e
i,b,g,d,c,a,c,f,g,d
i,e,c,b,a,g,d,b,i,c
f,i,j,j,g,d,f,e,i,e
c,d,g,d,d,i,f,a,e,b
d,d,h,b,a,e,h,j,f,i
f,h,b,e,e,e,c,h,j,d
j,i,a,f,a,h,g,h,f,c
f,f,d,c,d,g,f,e,d,e
b,i,b,d,i,h,c,j,f,j
h,j,b,e,d,c,a,a,h,i
b,a,d,c,a,h,h,e,g,h
i,b,e,d,h,f,g,d,c,h
h,d,c,h,d,c,c,e,f,f
c,a,f,b,i,g,a,e,e,f
b,f,f,a,e,i,h,c,d,e
e,g,j,j,f,f,e,e,b,e
b,d,e,d,j,g,a,f,i,a
j,b,f,d,e,e,b,i,c,e
g,b,b,f,j,c,i,a,f,h
c,d,i,g,j,c,f,h,h,h
b,i,h,a,f,g,h,f,d,a
b,d,g,c,b,g,a,f,c,a
e,i,h,h,e,j,g,g,h,b
g,a,d,d,g,b,a,c,c,c
b,i,h,d,f,a,j,d,a,c
c,b,a,h,b,j,j,g,g,a
j,c,i,a,b,f,a,f,d,j
i,e,h,i,e,f,h,g,j,b
h,b,c,g,b,j,a,b,j,c
g,d,f,b,c,d,i,c,g,h
f,b,a,j,b,g,i,f,f,h
a,b,h,c,g,b,e,a,g,c
f,a,b,j,g,d,a,e,g,h
e,j,h,g,b,f,e,f,g,d
d,i,g,a,d,f,d,d,e,e
d,f,c,d,h,g,h,i,b,i
g,g,h,i,h,h,d,i,g,f
j,a,j,g,g,d,j,f,a,e
e,c,j,d,f,g,c,c,g,j
h,i,j,a,h,b,b,a,j,j
a,d,e,g,h,h,d,g,g,i
j,i,g,c,a,f,b,e,e,a
j,h,a,g,j,j,c,c,c,j
b,a,a,g,a,d,g,d,e,f
a,g,f,f,a,h,g,g,i,d
c,f,a,j,b,j,d,c,c,h
f,c,c,b,b,e,h,f,e,h
a,e,c,c,i,b,b,c,e,e
i,f,h,a,j,j,j,a,i,f
c,e,d,f,h,i,j,e,e,j
g,d,d,a,d,i,h,a,d,g
d,c,b,h,f,c,c,f,j,e
c,h,f,f,e,b,f,i,a,i
g,j,c,h,a,e,h,e,d,a
j,f,f,e,c,e,a,e,b,h
d,j,a,b,b,a,i,c,b,b
c,c,e,j,e,a,a,a,j,j
i,h,e,c,e,e,i,e,e,j
g,c,e,j,j,h,b,j,h,e
c,d,f,i,d,b,c,j,a,a
e,b,j,j,b,i,g,e,f,i
f,i,f,b,b,c,a,h,d,f
c,j,e,b,i,g,d,j,c,a
g,c,j,a,d,b,f,g,b,i
b,e,j,i,h,h,d,d,g,j
j,d,h,e,a,b,a,f,c,h
h,b,a,a,d,f,a,j,g,d
a,h,h,e,f,i,g,f,e,d
b,a,b,i,j,e,f,h,g,j
d,g,e,a,j,c,e,h,j,i
g,b,a,j,h,a,e,d,b,a
j,e,g,a,c,i,h,a,j,d
c,j,g,e,b,e,b,e,d,d
a,j,d,a,j,f,c,h,d,d
e,j,g,a,f,b,i,e,f,d
e,e,i,b,e,j,i,c,d,c
d,b,j,a,h,b,a,j,a,d
h,c,h,i,f,e,i,h,j,b
