sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,64.0,35-44,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,no specialisation,PUPIL OR STUDENT,24,1009.0,SINGLE,9.0,1975.0,5.0,2007.0,MOSTLY SATISFIED,4.0,IT`S DIFFICULT TO TELL,YES,NO,NO,0.0,NO,-8,NO,NO,NO,-8.0,NO,FOREVER,GREAT BRITAIN,NONE,189.0,76.0,30.749943038226583
FEMALE,27.0,60-64,"URBAN 20,000-100,000",Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,24,1869.0,MARRIED,7.0,1952.0,4.0,1993.0,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,-1.0,NO,-8,NO,NO,NO,-5.0,NO,LESS THAN 1 YEAR,GERMANY,NONE,168.0,95.0,24.843635484593637
FEMALE,42.0,45-59,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,technical science,EMPLOYED IN PRIVATE SECTOR,0,2330.0,SINGLE,4.0,2006.0,6.0,1973.0,MOSTLY SATISFIED,9.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,8.0,NO,20,NO,NO,NO,-5.0,NO,IT DEPENDS,GERMANY,NONE,157.0,76.0,18.272193007213776
MALE,17.0,45-59,"URBAN 100,000-200,000",Mazowieckie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,0,1366.0,SINGLE,10.0,1974.0,2.0,1986.0,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12.0,NO,-8,NO,NO,NO,-6.0,NO,LESS THAN 1 YEAR,GERMANY,NONE,169.0,58.0,27.918237837803872
MALE,18.0,65+,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,social sciences,LONG-TERM SICK/DISABLED,0,912.0,WIDOWED,7.0,2006.0,4.0,2002.0,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,-8,NO,NO,NO,-7.0,NO,IT DEPENDS,GERMANY,NONE,165.0,76.0,23.272195157312368
FEMALE,91.0,60-64,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,24,2224.0,WIDOWED,11.0,1992.0,2.0,2005.0,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,7.0,NO,-8,NO,NO,NO,-5.0,NO,IT DEPENDS,ITALY,NONE,179.0,81.0,19.52939293533453
FEMALE,48.0,65+,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,social welfare,RETIRED,-8,947.0,MARRIED,12.0,2004.0,6.0,2009.0,MOSTLY DISSATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,YES,-8,NO,NO,NO,-7.0,NO,IT DEPENDS,NORWAY,NONE,159.0,65.0,20.011757041072336
FEMALE,37.0,60-64,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,pedagogics,UNEMPLOYED,6,,MARRIED,9.0,1997.0,4.0,2001.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,12.0,NO,-8,NO,NO,NO,-5.0,NO,LESS THAN 1 YEAR,GREAT BRITAIN,NONE,167.0,52.0,27.582168819569453
MALE,26.0,25-34,"URBAN 500,000 AND OVER",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,24,,DIVORCED,6.0,1986.0,11.0,2005.0,PLEASED,5.0,IT`S DIFFICULT TO TELL,YES,YES,NO,9.0,YES,-8,NO,NO,NO,-5.0,NO,IT DEPENDS,GERMANY,NONE,173.0,55.0,28.35880236947352
FEMALE,63.0,25-34,"URBAN BELOW 20,000",Mazowieckie,SECONDARY,economy and administration,EMPLOYED IN PRIVATE SECTOR,0,957.0,SINGLE,8.0,1957.0,3.0,2008.0,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,23.0,YES,20,NO,NO,NO,-6.0,NO,IT DEPENDS,GERMANY,PASSIVE,173.0,82.0,26.249895102464187
