sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,92.0,65+,RURAL AREAS,Malopolskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,,1110.0,WIDOWED,,1937.0,5.0,1992.0,DELIGHTED,9.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,2.0,NO,,NO,,,,NO,,,NONE,155.0,60.0,29.761593347576998
FEMALE,51.0,45-59,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PRIVATE SECTOR,0.0,1170.0,MARRIED,9.0,1979.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4.0,NO,,NO,NO,NO,,NO,,,ACTIVE,171.0,82.0,18.591956898887354
FEMALE,38.0,35-44,"URBAN 200,000-500,000",Warminsko-mazurskie,VOCATIONAL/GRAMMAR,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,24.0,,MARRIED,12.0,1992.0,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,NO,NO,YES,11.0,NO,,YES,YES,NO,,NO,,,NONE,160.0,70.0,23.460958624496342
MALE,25.0,25-34,"URBAN BELOW 20,000",Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1627.0,MARRIED,7.0,2005.0,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,13.0,NO,,NO,NO,NO,,NO,,,NONE,187.0,79.0,29.75211464400717
FEMALE,67.0,65+,RURAL AREAS,Pomorskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0.0,1465.0,MARRIED,8.0,1973.0,,,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,13.0,NO,,NO,NO,NO,,NO,,,NONE,166.0,90.0,17.43643477029016
FEMALE,62.0,60-64,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,,1014.0,MARRIED,11.0,1968.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,NO,,NO,NO,NO,,NO,,,NONE,165.0,65.0,15.846242205604206
MALE,19.0,16-24,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0.0,727.0,SINGLE,,,,,MOSTLY DISSATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,1.0,NO,,NO,NO,NO,,NO,,,ACTIVE,173.0,62.0,24.709698965309695
MALE,62.0,60-64,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0.0,1049.0,WIDOWED,12.0,1966.0,6.0,2006.0,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1.0,NO,,NO,NO,NO,,NO,,,NONE,172.0,71.0,30.97690237268602
MALE,22.0,16-24,RURAL AREAS,Slaskie,SECONDARY,no specialisation,PUPIL OR STUDENT,24.0,,SINGLE,,,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,21.0,NO,,NO,NO,NO,,NO,,,ACTIVE,175.0,79.0,25.602172910200228
FEMALE,79.0,65+,RURAL AREAS,Dolnoslaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,0.0,263.0,MARRIED,4.0,1965.0,,,MIXED,13.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,161.0,58.0,23.63826895792672
MALE,36.0,25-34,RURAL AREAS,Swietokrzyskie,POST-SECONDARY OR HIGHER,technical science,OTHER ECONOMICALLY INACTIVE,0.0,588.0,WIDOWED,12.0,1981.0,6.0,2002.0,MOSTLY DISSATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,13.0,NO,,NO,NO,NO,,NO,,,ACTIVE,169.0,62.0,14.97950823588238
FEMALE,46.0,45-59,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0.0,2651.0,MARRIED,9.0,1986.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,,NO,NO,NO,,NO,,,NONE,170.0,90.0,29.94589931371852
FEMALE,17.0,16-24,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,0.0,,SINGLE,,,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,14.0,NO,,NO,NO,,,NO,,,ACTIVE,171.0,59.0,28.91968310927635
FEMALE,68.0,65+,RURAL AREAS,Pomorskie,SECONDARY,social sciences,RETIRED,,403.0,DIVORCED,4.0,1975.0,5.0,1991.0,MIXED,13.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10.0,NO,,NO,NO,NO,,NO,,,PASSIVE,156.0,68.0,31.201003170930775
MALE,47.0,45-59,RURAL AREAS,Opolskie,VOCATIONAL/GRAMMAR,services for the population and transport services,EMPLOYED IN PRIVATE SECTOR,0.0,1025.0,SINGLE,,,,,MIXED,5.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,13.0,YES,10.0,NO,NO,NO,,NO,,,NONE,176.0,65.0,26.946152473314136
