sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,44.0,35-44,RURAL AREAS,Podkarpackie,SECONDARY,liberal arts,RETIRED,-8,209.0,SINGLE,6.0,2003.0,5.0,2000.0,PLEASED,11.0,IT`S DIFFICULT TO TELL,YES,NO,YES,-1.0,NO,-8,NO,NO,NO,-8.0,NO,,ITALY,ACTIVE,168.0,49.0,32.98578215191901
MALE,60.0,16-24,RURAL AREAS,Wielkopolskie,POST-SECONDARY OR HIGHER,no specialisation,OTHER ECONOMICALLY INACTIVE,0,269.0,MARRIED,4.0,1984.0,1.0,1945.0,MOSTLY DISSATISFIED,10.0,IT`S DIFFICULT TO TELL,YES,YES,YES,-1.0,YES,-8,NO,NO,NO,-6.0,NO,,GERMANY,ACTIVE,176.0,71.0,14.353436429304098
FEMALE,54.0,65+,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,pedagogics,EMPLOYED IN PRIVATE SECTOR,0,1530.0,DIVORCED,7.0,2002.0,12.0,2010.0,MOSTLY SATISFIED,3.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,12.0,NO,-8,NO,NO,NO,-7.0,NO,,GERMANY,ACTIVE,165.0,62.0,15.607198810729297
FEMALE,45.0,35-44,"URBAN 20,000-100,000",Mazowieckie,SECONDARY,no specialisation,RETIRED,0,2167.0,MARRIED,2.0,1993.0,9.0,2003.0,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,11.0,YES,-8,NO,NO,NO,-5.0,NO,,BELGIUM,NONE,173.0,84.0,13.175399463206611
FEMALE,79.0,65+,"URBAN 500,000 AND OVER",Swietokrzyskie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,-8,111.0,SINGLE,4.0,2009.0,9.0,1979.0,DELIGHTED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,8.0,NO,10,NO,NO,NO,-7.0,NO,,AUSTRIA,NONE,164.0,51.0,27.624576689753056
MALE,62.0,60-64,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,social sciences,SELF-EMPLOYED,-8,1423.0,SINGLE,2.0,2006.0,4.0,2008.0,MIXED,13.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,4.0,NO,-8,NO,NO,NO,-7.0,NO,,USA,NONE,169.0,57.0,20.192931834829643
MALE,80.0,65+,RURAL AREAS,Slaskie,SECONDARY,no specialisation,UNEMPLOYED,-8,1748.0,SINGLE,6.0,1963.0,10.0,1997.0,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,-8,NO,NO,NO,-7.0,NO,,GERMANY,NONE,163.0,85.0,18.03321835662895
FEMALE,62.0,65+,RURAL AREAS,Warminsko-mazurskie,POST-SECONDARY OR HIGHER,services for the population and transport services,RETIRED,-8,1757.0,MARRIED,4.0,1982.0,7.0,1999.0,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10.0,NO,-8,NO,NO,NO,-6.0,NO,,GERMANY,NONE,165.0,68.0,19.50216057126392
MALE,26.0,45-59,"URBAN 500,000 AND OVER",Wielkopolskie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PUBLIC SECTOR,12,2084.0,SINGLE,11.0,1953.0,6.0,2001.0,PLEASED,15.0,IT`S DIFFICULT TO TELL,YES,YES,NO,9.0,NO,-8,NO,NO,NO,-8.0,NO,,GERMANY,NONE,178.0,70.0,19.60530104125616
FEMALE,31.0,16-24,"URBAN 100,000-200,000",Dolnoslaskie,SECONDARY,technical science,PUPIL OR STUDENT,24,959.0,SINGLE,4.0,1990.0,2.0,1993.0,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,19.0,NO,-8,NO,NO,NO,-6.0,NO,,NETHERLANDS,NONE,168.0,55.0,21.95800757186856
FEMALE,20.0,65+,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,computer science,LONG-TERM SICK/DISABLED,-8,297.0,MARRIED,8.0,1984.0,5.0,2007.0,MOSTLY SATISFIED,6.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,-1.0,NO,10,NO,NO,NO,-7.0,NO,,GREAT BRITAIN,PASSIVE,172.0,99.0,29.589993734421554
MALE,42.0,45-59,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PUBLIC SECTOR,3,123.0,SINGLE,1.0,1963.0,5.0,1998.0,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,-2.0,NO,-8,NO,NO,NO,-7.0,NO,,AUSTRALIA,PASSIVE,171.0,73.0,18.567459383207503
MALE,45.0,65+,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,0,544.0,MARRIED,4.0,1991.0,1.0,1999.0,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,8.0,NO,15,NO,NO,NO,-5.0,NO,,ITALY,ACTIVE,185.0,99.0,29.060519449876544
MALE,88.0,25-34,"URBAN 500,000 AND OVER",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,-8,1285.0,WIDOWED,10.0,1975.0,12.0,1990.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,2.0,NO,-8,NO,NO,NO,-8.0,NO,,FRANCE,NONE,170.0,79.0,26.623489812720038
FEMALE,75.0,16-24,"URBAN BELOW 20,000",Dolnoslaskie,PRIMARY/NO EDUCATION,pedagogics,PUPIL OR STUDENT,0,718.0,MARRIED,4.0,1958.0,12.0,1999.0,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,0.0,YES,-8,NO,NO,NO,-6.0,NO,,SPAIN,NONE,170.0,67.0,20.555547030016818
FEMALE,29.0,45-59,RURAL AREAS,Lubuskie,POST-SECONDARY OR HIGHER,services for the population and transport services,RETIRED,24,68.0,MARRIED,4.0,1943.0,2.0,2002.0,MIXED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,16.0,NO,15,NO,NO,NO,-7.0,NO,,GERMANY,NONE,162.0,67.0,33.49254958109519
FEMALE,44.0,35-44,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,technical science,FARMER,-8,2382.0,MARRIED,3.0,1987.0,5.0,1996.0,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,11.0,YES,25,NO,NO,YES,-7.0,"YES, TO EU COUNTRY",IT DEPENDS,GERMANY,ACTIVE,164.0,76.0,30.88409417868378
FEMALE,52.0,65+,"URBAN 200,000-500,000",Malopolskie,VOCATIONAL/GRAMMAR,technical science,OTHER ECONOMICALLY INACTIVE,0,1839.0,MARRIED,7.0,1996.0,7.0,1994.0,PLEASED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,5.0,NO,15,NO,NO,NO,-5.0,NO,,AUSTRALIA,PASSIVE,165.0,50.0,24.898857136341462
FEMALE,56.0,45-59,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,"agriculture, forestry, fishing",RETIRED,3,816.0,MARRIED,6.0,1979.0,6.0,1986.0,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,NO,NO OPINION,YES,5.0,YES,20,YES,NO,NO,-6.0,NO,,NETHERLANDS,NONE,166.0,67.0,25.387350687002268
MALE,32.0,45-59,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PRIVATE SECTOR,0,3473.0,MARRIED,9.0,1976.0,7.0,2007.0,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,6.0,NO,2,YES,NO,NO,-7.0,NO,,GERMANY,NONE,155.0,95.0,18.73269662387564
FEMALE,33.0,25-34,"URBAN 20,000-100,000",Lodzkie,SECONDARY,pedagogics,EMPLOYED IN PRIVATE SECTOR,0,3152.0,MARRIED,8.0,1993.0,11.0,1991.0,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,23.0,YES,-8,NO,NO,NO,-7.0,NO,,GERMANY,NONE,169.0,89.0,17.56833199885245
FEMALE,55.0,45-59,"URBAN 500,000 AND OVER",Lodzkie,SECONDARY,technical science,PUPIL OR STUDENT,-8,224.0,SINGLE,2.0,1946.0,10.0,1999.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,36.0,NO,-8,NO,NO,NO,-7.0,NO,,OTHER COUNTRIES,PASSIVE,174.0,65.0,15.414061202999903
MALE,40.0,45-59,RURAL AREAS,Warminsko-mazurskie,VOCATIONAL/GRAMMAR,other,RETIRED,24,2787.0,MARRIED,1.0,1996.0,6.0,1993.0,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,13.0,NO,-8,NO,NO,NO,-6.0,NO,,GERMANY,NONE,172.0,64.0,21.05089437806599
MALE,59.0,16-24,"URBAN 100,000-200,000",Slaskie,VOCATIONAL/GRAMMAR,no specialisation,LONG-TERM SICK/DISABLED,0,1013.0,SINGLE,7.0,1964.0,6.0,2011.0,MIXED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,10.0,NO,-8,NO,NO,NO,-5.0,NO,,NETHERLANDS,PASSIVE,179.0,71.0,47.59007845992884
MALE,34.0,25-34,RURAL AREAS,Pomorskie,VOCATIONAL/GRAMMAR,production and processing,PUPIL OR STUDENT,-8,1334.0,WIDOWED,11.0,1974.0,3.0,1999.0,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,8.0,NO,-8,NO,YES,NO,-7.0,NO,,GERMANY,NONE,169.0,102.0,23.048006562322755
MALE,29.0,25-34,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,technical science,EMPLOYED IN PRIVATE SECTOR,-8,2691.0,SINGLE,5.0,1989.0,6.0,2010.0,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,-1.0,YES,20,NO,YES,NO,-5.0,NO,,OTHER COUNTRIES,NONE,167.0,63.0,25.057381307702656
MALE,50.0,35-44,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,services for the population and transport services,SELF-EMPLOYED,24,1533.0,SINGLE,8.0,1999.0,9.0,2010.0,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,12.0,NO,-8,NO,NO,NO,-8.0,NO,,NETHERLANDS,NONE,155.0,60.0,15.695112682301378
