sex,age,agegr,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight,bmi
FEMALE,60.0,45-59,"URBAN 500,000 AND OVER",Mazowieckie,POST-SECONDARY OR HIGHER,economy and administration,SELF-EMPLOYED,0.0,,MARRIED,6.0,1978.0,,,MOSTLY SATISFIED,3.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,8.0,NO,,NO,NO,NO,,NO,,,ACTIVE,155.0,67.0,17.95828270355936
FEMALE,56.0,45-59,"URBAN 100,000-200,000",Lubelskie,SECONDARY,biological sciences,LONG-TERM SICK/DISABLED,0.0,315.0,SINGLE,,,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,23.0,YES,20.0,YES,NO,YES,6.0,NO,,,NONE,166.0,59.0,23.243894605909727
MALE,58.0,45-59,"URBAN BELOW 20,000",Podkarpackie,SECONDARY,production and processing,RETIRED,24.0,1170.0,MARRIED,3.0,1986.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12.0,NO,,YES,NO,NO,,NO,,DENMARK,NONE,180.0,107.0,31.755816792245163
FEMALE,33.0,25-34,RURAL AREAS,Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,social sciences,EMPLOYED IN PRIVATE SECTOR,,2422.0,MARRIED,8.0,2006.0,,,PLEASED,1.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,9.0,YES,20.0,NO,NO,NO,,NO,,,PASSIVE,164.0,57.0,24.121980576427084
FEMALE,55.0,45-59,"URBAN 200,000-500,000",Podkarpackie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PUBLIC SECTOR,0.0,2260.0,MARRIED,,1983.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,153.0,62.0,25.015598694058692
MALE,42.0,35-44,RURAL AREAS,Wielkopolskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1014.0,SINGLE,,,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,15.0,YES,20.0,NO,NO,NO,,NO,,,NONE,177.0,88.0,30.44539271606007
FEMALE,68.0,65+,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,healthcare,RETIRED,0.0,1522.0,MARRIED,10.0,1969.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3.0,YES,15.0,NO,NO,NO,,NO,,,NONE,150.0,62.0,15.46448745544908
MALE,17.0,16-24,"URBAN 100,000-200,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,2.0,,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,4.0,NO,,NO,NO,,,NO,,,PASSIVE,174.0,71.0,23.752258252445916
MALE,67.0,65+,RURAL AREAS,Podlaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,,1844.0,WIDOWED,12.0,1965.0,10.0,2008.0,MOSTLY SATISFIED,14.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,92.0,33.67228428116988
MALE,55.0,45-59,RURAL AREAS,Opolskie,SECONDARY,architecture and construction,UNEMPLOYED,5.0,,MARRIED,9.0,1980.0,,,MIXED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,NO,,NO,NO,NO,,NO,,,NONE,172.0,95.0,26.009049357900643
FEMALE,24.0,16-24,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PRIVATE SECTOR,,1058.0,SINGLE,,,,,MIXED,3.0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,4.0,YES,10.0,NO,NO,,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,157.0,49.0,19.69593135108576
MALE,59.0,45-59,"URBAN 100,000-200,000",Mazowieckie,VOCATIONAL/GRAMMAR,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,24.0,,MARRIED,6.0,1979.0,,,MOSTLY SATISFIED,7.0,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,2.0,NO,,NO,YES,NO,,NO,,,NONE,161.0,61.0,29.84014389981749
FEMALE,33.0,25-34,"URBAN 200,000-500,000",Warminsko-mazurskie,SECONDARY,technical science,EMPLOYED IN PUBLIC SECTOR,0.0,1383.0,MARRIED,10.0,1993.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5.0,NO,,NO,NO,NO,,NO,,,NONE,161.0,57.0,24.676882976133726
FEMALE,80.0,65+,RURAL AREAS,Podkarpackie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,,1061.0,WIDOWED,,1951.0,1.0,2008.0,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10.0,NO,,NO,NO,NO,,NO,,,NONE,162.0,62.0,18.00933740431192
FEMALE,35.0,25-34,"URBAN 100,000-200,000",Lodzkie,POST-SECONDARY OR HIGHER,pedagogics,EMPLOYED IN PUBLIC SECTOR,0.0,3583.0,MARRIED,3.0,2001.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,NO,NO,YES,6.0,NO,,NO,NO,NO,,NO,,,PASSIVE,154.0,56.0,29.53128528923233
FEMALE,74.0,65+,"URBAN 200,000-500,000",Zachodnio-pomorskie,PRIMARY/NO EDUCATION,no specialisation,,22.0,1025.0,MARRIED,10.0,1952.0,,,MOSTLY SATISFIED,15.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,,NO,NO,NO,,NO,,,NONE,155.0,59.0,27.040202250728758
FEMALE,36.0,35-44,"URBAN BELOW 20,000",Mazowieckie,POST-SECONDARY OR HIGHER,physical sciences,EMPLOYED IN PRIVATE SECTOR,0.0,2238.0,DIVORCED,9.0,1995.0,12.0,2007.0,PLEASED,1.0,,YES,NO OPINION,YES,10.0,NO,,NO,NO,NO,,NO,,,NONE,179.0,72.0,28.235348426441142
FEMALE,20.0,16-24,RURAL AREAS,Lubelskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,,SINGLE,,,,,MOSTLY SATISFIED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,YES,1.0,NO,,NO,NO,NO,,NO,,,ACTIVE,164.0,57.0,25.407060243042633
FEMALE,35.0,25-34,"URBAN BELOW 20,000",Warminsko-mazurskie,SECONDARY,economy and administration,FARMER,0.0,1384.0,SINGLE,,,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5.0,NO,,NO,NO,NO,,NO,,,NONE,169.0,56.0,15.166311096829132
MALE,20.0,16-24,RURAL AREAS,Warminsko-mazurskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,821.0,SINGLE,,,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,8.0,NO,,NO,NO,,,NO,,,PASSIVE,177.0,72.0,23.139594480870976
FEMALE,82.0,65+,"URBAN 100,000-200,000",Wielkopolskie,PRIMARY/NO EDUCATION,not applicable,LONG-TERM SICK/DISABLED,,971.0,WIDOWED,1.0,1950.0,12.0,2008.0,UNHAPPY,15.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,NO,,NO,,NO,,NO,,,NONE,162.0,56.0,15.832156932220737
MALE,19.0,16-24,"URBAN 100,000-200,000",Wielkopolskie,VOCATIONAL/GRAMMAR,lack of data,PUPIL OR STUDENT,,8039.0,SINGLE,,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,9.0,NO,,NO,NO,,,NO,,,ACTIVE,175.0,61.0,21.575231761454262
MALE,48.0,45-59,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",EMPLOYED IN PUBLIC SECTOR,0.0,,MARRIED,7.0,1982.0,,,MOSTLY DISSATISFIED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,4.0,NO,,NO,NO,NO,,NO,,,NONE,170.0,67.0,20.302306673302642
FEMALE,19.0,16-24,RURAL AREAS,Mazowieckie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,,SINGLE,,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5.0,NO,,NO,NO,,,NO,,,PASSIVE,167.0,53.0,20.160078589269812
FEMALE,54.0,45-59,"URBAN 200,000-500,000",Slaskie,SECONDARY,social sciences,EMPLOYED IN PRIVATE SECTOR,0.0,1140.0,MARRIED,10.0,1976.0,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,YES,15.0,NO,NO,NO,,NO,,,NONE,166.0,64.0,33.43678423547259
FEMALE,61.0,60-64,RURAL AREAS,Warminsko-mazurskie,SECONDARY,no specialisation,RETIRED,,,MARRIED,2.0,1969.0,,,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2.0,NO,,YES,NO,NO,,NO,,,NONE,164.0,92.0,15.14200724356212
FEMALE,42.0,35-44,"URBAN 500,000 AND OVER",Mazowieckie,SECONDARY,social sciences,EMPLOYED IN PRIVATE SECTOR,0.0,918.0,MARRIED,5.0,1991.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9.0,NO,,NO,NO,NO,,NO,,,NONE,165.0,53.0,33.561080664404614
FEMALE,59.0,60-64,"URBAN BELOW 20,000",Lubuskie,VOCATIONAL/GRAMMAR,production and processing,EMPLOYED IN PUBLIC SECTOR,0.0,1173.0,WIDOWED,8.0,1977.0,11.0,2001.0,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,8.0,NO,,NO,NO,NO,,NO,,,NONE,161.0,67.0,15.939836887292408
MALE,36.0,35-44,"URBAN 100,000-200,000",Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,architecture and construction,EMPLOYED IN PRIVATE SECTOR,0.0,8008.0,MARRIED,7.0,2001.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,160.0,55.0,21.09875618070802
FEMALE,56.0,45-59,"URBAN 20,000-100,000",Podlaskie,SECONDARY,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,,,MARRIED,10.0,1983.0,,,MIXED,7.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,7.0,YES,20.0,NO,NO,NO,,NO,,,NONE,156.0,77.0,34.454896166140344
FEMALE,62.0,60-64,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,pedagogics,RETIRED,0.0,1126.0,MARRIED,4.0,1973.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,7.0,NO,,NO,NO,NO,,NO,,,PASSIVE,164.0,76.0,21.482530010628004
FEMALE,20.0,16-24,RURAL AREAS,Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,24.0,,SINGLE,,,,,MOSTLY DISSATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,2.0,NO,,NO,NO,,,NO,,,NONE,171.0,58.0,33.218670881230636
FEMALE,37.0,35-44,RURAL AREAS,Swietokrzyskie,PRIMARY/NO EDUCATION,no specialisation,OTHER ECONOMICALLY INACTIVE,24.0,,MARRIED,12.0,1993.0,,,MOSTLY SATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,,8.0,YES,10.0,NO,NO,NO,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,GREAT BRITAIN,NONE,173.0,,
FEMALE,64.0,60-64,"URBAN 100,000-200,000",Pomorskie,POST-SECONDARY OR HIGHER,social sciences,UNEMPLOYED,,1286.0,MARRIED,2.0,1982.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3.0,NO,,NO,NO,NO,,NO,,,PASSIVE,161.0,75.0,26.348918566836918
FEMALE,43.0,35-44,"URBAN 20,000-100,000",Zachodnio-pomorskie,SECONDARY,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,,1114.0,DIVORCED,7.0,1988.0,9.0,2010.0,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3.0,YES,20.0,NO,NO,NO,,NO,,,NONE,160.0,62.0,13.047788601614212
MALE,40.0,35-44,RURAL AREAS,Kujawsko-pomorskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,,1433.0,MARRIED,9.0,1999.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12.0,YES,15.0,NO,NO,NO,,"YES, TO EU COUNTRY",,GERMANY,NONE,174.0,69.0,25.020037472125612
FEMALE,31.0,25-34,"URBAN 500,000 AND OVER",Wielkopolskie,POST-SECONDARY OR HIGHER,social sciences,SELF-EMPLOYED,0.0,3575.0,MARRIED,3.0,2010.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,10.0,YES,10.0,NO,NO,NO,,NO,,,PASSIVE,154.0,85.0,44.03113300589333
MALE,50.0,45-59,"URBAN 200,000-500,000",Slaskie,SECONDARY,technical science,UNEMPLOYED,24.0,1630.0,MARRIED,4.0,1979.0,,,DELIGHTED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,0.0,NO,,NO,NO,NO,,NO,,,NONE,182.0,84.0,16.460660240349295
FEMALE,60.0,45-59,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,982.0,WIDOWED,7.0,1976.0,8.0,1992.0,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5.0,NO,,NO,NO,NO,,NO,,,NONE,162.0,63.0,27.379405313842526
FEMALE,19.0,16-24,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,no specialisation,PUPIL OR STUDENT,,,SINGLE,,,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,YES,9.0,NO,,NO,NO,,,NO,,,ACTIVE,165.0,58.0,34.42522883355506
FEMALE,57.0,45-59,"URBAN 100,000-200,000",Slaskie,POST-SECONDARY OR HIGHER,economy and administration,RETIRED,24.0,1393.0,MARRIED,11.0,1976.0,,,MIXED,1.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,4.0,NO,,NO,NO,NO,,NO,,,PASSIVE,165.0,83.0,26.509706394893662
FEMALE,63.0,60-64,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",OTHER ECONOMICALLY INACTIVE,9.0,,MARRIED,4.0,1974.0,,,PLEASED,10.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,0.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,72.0,22.520752536677882
MALE,56.0,45-59,RURAL AREAS,Wielkopolskie,SECONDARY,social sciences,FARMER,,1680.0,SINGLE,,,,,MOSTLY SATISFIED,6.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,6.0,NO,,NO,,NO,,NO,,,NONE,187.0,99.0,27.396960837551944
FEMALE,33.0,35-44,RURAL AREAS,Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,healthcare,OTHER ECONOMICALLY INACTIVE,24.0,,MARRIED,9.0,1993.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,1.0,NO,,NO,NO,NO,,NO,,,PASSIVE,174.0,77.0,25.90385755932929
FEMALE,34.0,35-44,"URBAN 20,000-100,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,computer science,EMPLOYED IN PRIVATE SECTOR,0.0,2778.0,SINGLE,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,YES,20.0,NO,NO,YES,52.0,NO,,,ACTIVE,163.0,51.0,25.803670573195824
FEMALE,56.0,45-59,"URBAN 500,000 AND OVER",Lodzkie,POST-SECONDARY OR HIGHER,biological sciences,UNEMPLOYED,24.0,,SINGLE,,,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,7.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,58.0,14.57779548795537
FEMALE,29.0,25-34,RURAL AREAS,Wielkopolskie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,2115.0,MARRIED,6.0,2008.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,9.0,YES,25.0,NO,NO,NO,,NO,,,NONE,162.0,64.0,26.384814461158896
FEMALE,59.0,60-64,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,liberal arts,EMPLOYED IN PUBLIC SECTOR,6.0,3100.0,MARRIED,4.0,1974.0,,,PLEASED,8.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,155.0,72.0,24.684199457795085
FEMALE,53.0,45-59,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1011.0,MARRIED,12.0,1982.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,9.0,YES,20.0,NO,NO,NO,,NO,,,NONE,186.0,87.0,32.30014173417982
FEMALE,48.0,45-59,"URBAN 100,000-200,000",Mazowieckie,SECONDARY,no specialisation,OTHER ECONOMICALLY INACTIVE,0.0,,MARRIED,8.0,1985.0,,,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,NO,NO,YES,8.0,YES,20.0,NO,NO,NO,,NO,,,NONE,171.0,102.0,26.56763529207761
