"X1","X2","val","copies","epochs","data"
"01.sex","02.age",261.273474295737,1,100,"sd2011_clean_small"
"01.sex","03.placesize",49.0513967595265,1,100,"sd2011_clean_small"
"01.sex","04.region",24.8656397852264,1,100,"sd2011_clean_small"
"01.sex","05.edu",158.421228257241,1,100,"sd2011_clean_small"
"01.sex","06.eduspec",27.2178383536969,1,100,"sd2011_clean_small"
"01.sex","07.socprof",47.7094518502286,1,100,"sd2011_clean_small"
"01.sex","08.unempdur",297.819331465382,1,100,"sd2011_clean_small"
"01.sex","09.income",125.576739435348,1,100,"sd2011_clean_small"
"01.sex","10.marital",52.4833609126127,1,100,"sd2011_clean_small"
"01.sex","11.mmarr",185.583540304901,1,100,"sd2011_clean_small"
"01.sex","12.ymarr",165.475201329838,1,100,"sd2011_clean_small"
"01.sex","13.msepdiv",166.691509852084,1,100,"sd2011_clean_small"
"01.sex","14.ysepdiv",172.547531700029,1,100,"sd2011_clean_small"
"01.sex","15.ls",64.4634156391806,1,100,"sd2011_clean_small"
"01.sex","16.depress",115.026528628074,1,100,"sd2011_clean_small"
"01.sex","17.trust",32.7236940940112,1,100,"sd2011_clean_small"
"01.sex","18.trustfam",108.957630339818,1,100,"sd2011_clean_small"
"01.sex","19.trustneigh",65.991861919338,1,100,"sd2011_clean_small"
"01.sex","20.sport",50.8743284468509,1,100,"sd2011_clean_small"
"01.sex","21.nofriend",169.074276212089,1,100,"sd2011_clean_small"
"01.sex","22.smoke",67.9261368510977,1,100,"sd2011_clean_small"
"01.sex","23.nociga",323.95942573696,1,100,"sd2011_clean_small"
"01.sex","24.alcabuse",93.334015012925,1,100,"sd2011_clean_small"
"01.sex","25.alcsol",73.2294207026524,1,100,"sd2011_clean_small"
"01.sex","26.workab",93.0643488223755,1,100,"sd2011_clean_small"
"01.sex","27.wkabdur",60.9659520676542,1,100,"sd2011_clean_small"
"01.sex","28.wkabint",191.143051155751,1,100,"sd2011_clean_small"
"01.sex","29.wkabintdur",51.2031335795407,1,100,"sd2011_clean_small"
"01.sex","30.emcc",21.6971421727264,1,100,"sd2011_clean_small"
"01.sex","31.englang",136.720986438575,1,100,"sd2011_clean_small"
"01.sex","32.height",307.504718427288,1,100,"sd2011_clean_small"
"01.sex","33.weight",239.97421141138,1,100,"sd2011_clean_small"
"02.age","03.placesize",89.7643006079817,1,100,"sd2011_clean_small"
"02.age","04.region",34.0821524088088,1,100,"sd2011_clean_small"
"02.age","05.edu",157.083103887477,1,100,"sd2011_clean_small"
"02.age","06.eduspec",28.3303667725784,1,100,"sd2011_clean_small"
"02.age","07.socprof",133.044959173402,1,100,"sd2011_clean_small"
"02.age","08.unempdur",228.850070932423,1,100,"sd2011_clean_small"
"02.age","09.income",140.433804208012,1,100,"sd2011_clean_small"
"02.age","10.marital",139.194307823829,1,100,"sd2011_clean_small"
"02.age","11.mmarr",210.683515185567,1,100,"sd2011_clean_small"
"02.age","12.ymarr",275.188208108259,1,100,"sd2011_clean_small"
"02.age","13.msepdiv",129.883976803851,1,100,"sd2011_clean_small"
"02.age","14.ysepdiv",136.398564406438,1,100,"sd2011_clean_small"
"02.age","15.ls",74.3760132874415,1,100,"sd2011_clean_small"
"02.age","16.depress",176.362888876297,1,100,"sd2011_clean_small"
"02.age","17.trust",117.01383524218,1,100,"sd2011_clean_small"
"02.age","18.trustfam",141.109778104644,1,100,"sd2011_clean_small"
"02.age","19.trustneigh",128.102924448182,1,100,"sd2011_clean_small"
