var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
i,m,n,i,i,o,g,m,h,d
i,h,j,m,h,g,n,h,k,d
c,h,l,h,o,l,c,a,i,b
i,g,n,g,b,b,e,j,h,e
d,n,f,c,k,o,k,o,g,e
d,k,l,e,f,b,c,k,j,a
c,l,k,j,i,n,f,n,g,d
a,k,o,n,j,h,b,f,n,b
l,o,b,f,l,l,a,n,o,b
n,f,d,k,f,e,h,d,f,h
e,b,a,k,i,n,e,b,l,h
j,n,e,c,i,i,m,o,h,b
d,i,k,b,c,o,g,d,i,o
b,i,e,a,l,l,b,i,n,c
g,g,n,g,l,c,o,a,b,c
m,e,m,g,g,c,c,a,b,m
o,j,h,i,g,l,o,j,a,g
i,g,h,j,e,m,h,j,m,m
a,h,a,k,b,f,a,d,l,o
i,f,n,m,b,a,d,n,n,d
m,e,k,j,f,c,e,o,o,n
h,e,m,f,a,a,l,m,l,f
o,g,f,m,b,a,l,m,g,e
i,i,m,o,g,g,e,n,l,d
l,h,n,a,m,e,d,g,b,c
h,a,g,l,i,b,k,n,j,f
e,a,m,n,b,m,a,c,c,n
a,k,n,i,h,f,m,g,o,j
i,g,o,i,f,h,k,k,h,j
k,a,a,l,f,f,d,h,f,b
h,g,k,o,k,o,a,e,d,c
i,m,g,k,n,j,a,c,l,b
d,e,f,j,k,i,k,i,g,i
a,m,f,n,a,a,n,e,i,b
a,i,e,m,l,l,e,a,a,m
l,h,i,f,l,k,n,o,j,k
b,i,f,k,g,d,b,f,i,n
n,j,k,d,c,n,i,i,j,j
d,m,b,n,m,m,g,a,o,c
b,o,c,a,j,f,k,m,j,g
j,j,a,o,n,f,m,h,f,n
j,j,m,o,g,o,b,c,g,a
f,b,c,b,a,b,n,o,k,g
o,m,e,g,b,m,c,i,a,j
o,j,c,k,m,c,o,l,j,l
f,f,h,e,l,i,c,e,j,j
h,n,a,i,l,h,b,n,d,b
c,h,a,a,h,e,l,a,b,a
g,j,b,e,j,o,m,f,e,l
i,a,b,n,c,l,e,k,f,g
l,h,e,f,l,a,k,h,i,b
b,n,o,a,l,c,j,g,g,f
g,b,n,i,c,f,o,c,o,l
m,b,m,g,n,e,c,a,b,l
k,e,b,n,n,k,j,l,d,b
k,e,i,j,e,f,g,k,c,f
e,a,l,l,e,b,a,n,j,l
k,f,f,n,n,k,i,l,d,h
l,f,f,e,b,b,n,m,g,g
b,c,i,g,h,l,m,h,d,m
o,n,j,h,l,f,h,a,c,a
o,g,f,a,k,o,l,o,b,o
m,c,n,o,b,h,j,b,j,k
j,n,i,g,e,k,g,m,b,g
f,m,l,a,a,a,g,f,c,i
h,f,m,f,a,j,m,o,f,l
o,f,i,a,f,b,n,m,m,m
e,g,m,i,a,h,c,b,b,h
l,m,i,n,f,h,l,e,m,b
o,d,i,g,n,d,g,a,b,c
m,g,m,l,f,g,h,f,o,a
l,j,b,h,i,m,n,f,g,k
h,m,h,b,i,o,h,n,o,m
k,g,o,n,a,c,c,k,i,c
d,b,m,b,g,b,i,b,k,o
i,d,f,g,c,e,l,k,a,a
m,l,g,a,b,m,m,m,e,a
l,m,g,d,a,g,l,n,b,b
n,a,e,a,c,j,f,i,e,k
e,a,c,g,k,c,k,d,b,m
j,c,f,g,j,j,f,h,e,n
h,i,i,l,c,e,f,d,f,j
h,h,k,n,k,j,m,b,b,f
d,l,b,j,k,n,h,n,k,j
m,d,o,i,d,f,a,e,i,f
i,f,k,e,o,o,g,e,d,d
c,g,f,c,g,k,h,a,h,f
l,e,e,d,i,m,o,j,b,h
b,c,a,k,f,c,m,e,i,i
f,l,o,g,d,i,e,c,n,m
h,l,k,c,a,d,h,k,e,d
i,i,b,k,m,a,e,a,j,j
e,b,d,b,i,h,c,b,b,h
e,j,k,c,g,j,b,b,k,j
o,d,m,j,b,f,g,a,e,c
o,b,h,m,j,i,m,d,c,g
a,o,a,b,j,b,n,a,i,m
n,m,n,n,a,g,d,a,a,a
h,d,e,a,f,b,i,i,m,k
h,n,a,i,f,l,b,n,a,b
g,j,k,d,b,n,m,e,j,h
m,f,l,a,m,g,k,h,d,l
o,i,d,e,c,g,o,b,k,k
k,o,m,j,l,l,n,c,o,c
c,g,o,b,d,n,a,l,d,o
j,n,g,k,h,n,i,a,i,l
c,i,n,l,g,c,h,d,i,b
h,g,g,n,k,c,a,k,i,d
m,k,n,i,b,c,l,b,d,i
e,k,l,c,g,o,a,n,o,j
b,e,g,g,e,f,l,c,g,h
o,m,m,h,a,d,h,e,m,a
n,f,j,n,l,a,e,l,k,j
g,i,g,e,m,b,h,b,e,a
i,e,e,j,l,l,b,o,m,k
c,g,h,b,d,n,k,l,f,d
h,b,n,b,o,c,o,m,n,j
