"age","unempdur","income","mmarr","ymarr","msepdiv","ysepdiv","depress","nofriend","nociga","height","weight"
72,24,1200,10,1960,NA,NA,9,9,NA,172,85
83,0,1100,2,1948,10,1987,9,3,NA,165,72
51,0,NA,4,1981,NA,NA,3,4,10,159,55
59,24,NA,4,1986,NA,NA,8,15,NA,164,86
38,NA,NA,1,1996,NA,NA,2,6,NA,164,65
65,NA,2450,8,1993,NA,NA,7,5,NA,176,80
39,22,NA,6,2000,NA,NA,NA,10,NA,164,74
57,NA,1800,8,1974,8,2000,1,3,20,173,90
72,0,700,10,1966,NA,NA,7,0,NA,164,73
23,2,1000,NA,NA,NA,NA,1,12,NA,168,65
55,0,2000,4,1976,NA,NA,3,3,NA,175,70
58,3,1100,12,1976,NA,NA,13,20,30,170,80
44,6,950,6,1999,NA,NA,14,10,1,174,83
31,0,NA,2,2000,NA,NA,0,2,NA,168,60
55,NA,NA,NA,NA,NA,NA,6,10,NA,170,64
69,NA,1370,7,1965,3,1995,7,1,NA,158,70
64,0,700,NA,NA,7,1969,4,3,NA,157,60
70,NA,1000,8,1965,1,2010,16,20,NA,165,90
19,NA,NA,NA,NA,NA,NA,0,0,NA,170,80
21,NA,900,NA,NA,NA,NA,11,2,NA,176,60
63,NA,1460,12,1970,NA,NA,6,15,20,170,85
42,NA,1000,10,1990,NA,NA,6,10,15,150,61
61,0,930,6,1983,NA,NA,7,30,NA,178,80
67,24,1200,7,1966,NA,NA,7,10,NA,174,75
58,0,700,5,1981,NA,NA,0,8,NA,170,78
52,0,2800,3,1987,NA,NA,3,10,NA,176,83
52,NA,1000,NA,NA,NA,NA,7,0,NA,161,60
58,0,1110,6,1976,NA,NA,3,3,NA,167,67
48,NA,NA,10,1992,NA,NA,2,32,40,184,95
70,0,1200,12,1964,NA,NA,9,5,10,153,65
34,0,2100,2,2003,NA,NA,1,5,NA,165,60
20,NA,NA,NA,NA,NA,NA,0,4,NA,160,50
52,0,2800,6,1980,NA,NA,5,1,NA,164,65
96,NA,800,10,1946,5,1996,20,5,NA,155,57
36,2,NA,7,1996,NA,NA,1,15,NA,170,65
53,0,2000,7,1979,NA,NA,3,4,20,176,90
52,NA,NA,11,1981,NA,NA,5,10,NA,152,70
21,0,1600,NA,NA,NA,NA,0,8,NA,180,80
56,24,100,4,1984,NA,NA,12,0,NA,158,54
61,0,800,10,1972,NA,NA,4,10,NA,158,70
35,0,3500,7,2003,NA,NA,3,6,NA,158,69
48,0,500,12,1984,NA,NA,5,12,10,162,48
30,0,900,NA,NA,NA,NA,3,7,NA,154,46
51,24,620,NA,NA,NA,NA,21,1,NA,174,70
26,8,NA,NA,NA,NA,NA,0,3,NA,188,86
47,0,2000,4,1986,NA,NA,0,10,NA,170,80
67,0,NA,7,1970,NA,NA,10,25,NA,168,78
58,0,1500,9,1976,NA,NA,8,8,NA,175,68
64,NA,950,10,1968,NA,NA,NA,15,NA,162,58
33,6,600,1,2000,NA,NA,3,2,NA,180,92
52,NA,2600,11,1990,NA,NA,0,10,NA,176,80
35,0,NA,8,1997,NA,NA,0,5,10,165,75
49,0,2400,8,1983,NA,NA,3,10,NA,165,71
35,6,3500,NA,NA,NA,NA,2,0,12,186,96
57,16,1000,12,1978,NA,NA,1,5,NA,175,73
64,24,2100,1,1972,NA,NA,10,2,12,180,93
27,0,NA,7,2007,NA,NA,0,2,NA,165,54
26,0,1000,NA,NA,NA,NA,1,5,NA,164,56
27,10,NA,1,2010,NA,NA,2,5,NA,167,80
25,0,NA,NA,NA,NA,NA,0,3,NA,180,90
37,NA,1000,2,1996,NA,NA,5,5,NA,166,64
27,0,NA,7,2008,NA,NA,1,3,29,164,57
19,NA,NA,NA,NA,NA,NA,0,3,NA,158,39
69,NA,1140,10,1964,1,2010,5,10,NA,160,72
29,0,2200,NA,NA,NA,NA,0,10,NA,183,86
84,24,2000,10,1956,NA,NA,9,5,15,176,80
69,24,1500,4,1964,12,2004,8,4,NA,160,75
40,0,1500,10,1990,NA,NA,1,4,NA,156,68
61,24,1600,1,1975,NA,NA,6,10,NA,173,68
