var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
l,e,a,f,b,o,i,a,m,j,k,a,i,n,m,c,c,a,d,k
d,g,l,a,f,a,a,f,m,c,b,h,h,n,e,o,l,m,i,k
f,b,g,n,o,j,b,e,n,d,m,e,h,g,e,c,b,h,f,h
b,g,f,c,j,b,k,b,n,g,f,i,c,g,h,h,i,m,k,f
e,f,b,l,n,c,d,e,n,a,g,e,f,l,a,e,a,f,h,d
n,g,l,m,e,b,k,h,i,k,g,i,c,h,o,f,i,d,h,e
j,c,b,j,e,n,j,j,g,g,h,k,o,c,n,i,n,k,o,b
b,k,j,d,f,g,o,m,k,b,c,k,h,n,f,h,n,i,m,k
k,c,c,k,c,f,f,o,g,c,m,i,m,k,k,m,i,i,l,f
b,k,c,o,b,b,k,d,a,g,n,k,h,c,a,h,k,d,j,l
g,d,b,e,o,o,j,h,i,g,n,l,m,h,i,f,b,i,j,o
k,o,n,l,e,a,m,n,e,e,l,o,o,l,f,i,j,k,l,c
k,j,a,o,b,c,b,e,i,c,g,i,n,o,m,f,g,a,e,i
f,g,h,a,h,n,o,d,a,h,a,i,g,j,e,e,e,f,m,k
f,a,d,l,f,l,f,h,b,c,a,m,a,o,h,d,l,o,h,l
b,f,o,k,j,n,c,n,h,c,i,k,h,h,j,n,g,m,n,b
b,d,k,o,o,b,k,m,e,e,o,i,b,k,b,a,f,k,d,l
b,k,i,o,e,b,g,h,n,g,g,h,n,e,a,d,l,i,n,c
n,h,k,f,c,f,l,n,f,a,a,k,i,j,i,e,c,k,d,d
k,k,c,a,o,l,j,k,k,a,j,k,n,o,a,i,g,m,d,i
l,h,a,l,n,o,m,n,l,j,m,c,m,o,k,i,i,f,l,k
n,k,h,l,b,n,j,h,d,c,j,a,g,k,a,g,l,e,k,i
n,d,h,l,n,n,n,m,i,h,i,n,n,g,l,f,n,m,k,c
a,k,i,a,f,o,e,n,o,d,d,f,a,f,h,c,g,b,f,k
a,n,m,l,a,o,g,k,o,a,j,e,g,n,m,c,l,j,f,c
g,n,o,e,o,o,j,c,n,g,e,i,f,n,e,g,g,o,m,a
b,k,k,h,o,i,h,f,k,j,k,h,n,j,i,f,c,k,k,i
j,a,k,k,l,b,k,a,g,i,b,o,b,f,m,f,i,m,m,j
o,d,a,f,d,d,k,f,c,a,b,n,l,o,l,g,k,i,l,c
k,d,h,g,m,b,j,g,m,g,j,h,g,e,a,o,d,k,k,f
i,n,b,c,c,o,k,h,c,m,g,n,l,n,o,n,g,m,c,f
h,f,h,i,c,a,j,a,l,g,m,e,l,d,d,a,c,g,b,c
f,a,g,m,m,o,m,c,l,f,a,g,g,k,o,a,i,n,l,h
k,d,l,k,e,c,o,n,o,f,l,m,k,e,a,o,a,k,f,g
n,h,h,l,c,i,k,a,m,g,k,g,o,j,l,d,n,b,b,a
d,j,e,l,c,n,k,d,e,n,j,f,o,n,k,o,n,l,n,l
l,k,i,g,b,o,k,i,b,l,f,h,m,f,h,j,k,b,a,k
o,f,d,o,g,o,k,d,a,c,k,m,l,c,m,e,a,c,k,a
k,i,l,c,h,b,a,f,o,g,m,n,i,f,m,c,c,k,n,i
e,d,b,l,b,j,f,l,a,c,g,j,h,j,a,g,i,g,d,f
o,o,k,k,l,h,j,c,o,b,k,h,m,h,a,h,k,a,m,f
f,i,h,l,a,i,e,j,k,b,h,h,o,n,i,h,l,e,a,i
b,h,k,l,o,c,f,m,k,b,o,f,m,d,a,d,e,i,d,m
b,a,e,a,d,o,j,j,a,k,b,j,f,n,d,c,h,m,g,g
o,a,b,c,o,k,j,a,a,a,a,i,o,c,m,e,n,d,d,f
c,g,d,a,a,i,g,g,n,c,b,e,l,g,j,c,h,f,f,k
d,h,o,n,e,d,j,d,m,b,g,e,m,j,k,d,h,i,h,f
k,n,l,l,c,n,i,b,k,f,l,i,d,o,d,c,l,d,g,i
b,e,e,m,b,o,m,g,g,i,e,n,b,g,h,i,k,f,k,f
k,a,a,o,c,o,j,c,a,j,n,i,a,e,a,b,l,o,j,i
g,i,h,c,o,d,m,m,g,f,g,e,h,a,a,l,n,d,h,e
i,k,f,c,o,i,l,h,n,k,i,g,c,g,h,e,e,o,d,m
d,o,c,o,f,i,d,n,n,b,m,g,i,e,h,l,h,n,d,e
k,d,b,b,j,n,g,i,h,a,m,o,l,j,l,k,a,i,i,j
b,d,f,a,n,a,h,n,g,b,c,d,m,g,c,k,l,k,f,n
k,a,c,j,d,a,c,l,c,b,k,f,l,d,e,e,f,o,o,c
d,e,i,l,j,n,a,f,g,e,i,i,g,c,i,g,n,o,m,g
d,g,d,m,e,o,e,g,o,m,j,d,m,j,a,h,l,j,d,m
n,g,c,f,n,n,c,n,g,i,k,l,m,o,g,k,g,a,f,b
b,j,d,f,k,i,m,c,n,f,a,h,b,i,b,b,m,f,d,g
n,a,b,j,f,i,j,k,g,g,m,j,j,n,o,a,d,k,m,h
c,e,l,m,a,b,j,n,n,c,c,i,e,f,a,g,h,d,h,j
k,m,c,d,h,b,k,b,n,d,f,c,f,g,j,c,f,a,a,b
f,a,g,b,c,b,j,i,k,h,i,i,i,d,c,n,g,e,a,c
g,j,h,h,o,m,j,h,m,i,d,h,c,d,m,c,l,m,n,g
f,l,i,k,c,o,k,e,g,m,j,d,f,d,a,j,f,d,c,i
k,d,n,e,b,f,j,j,g,e,m,c,f,g,e,c,g,k,f,m
n,h,b,m,c,k,k,a,a,b,f,h,l,a,l,i,l,k,c,f
k,k,k,e,f,j,m,b,a,j,c,n,h,a,j,b,i,n,j,k
k,f,i,c,o,a,k,l,c,c,h,d,o,g,k,e,h,m,n,m
b,h,f,d,l,f,e,n,m,b,b,l,l,g,m,g,f,m,g,g
l,k,l,a,o,b,m,d,l,l,h,c,h,h,l,c,f,d,n,k
d,l,d,g,n,o,o,h,j,b,e,f,d,g,n,i,g,m,d,l
a,a,k,a,c,k,c,f,n,f,m,c,b,j,j,c,b,k,l,f
n,c,f,a,b,c,k,h,h,g,c,i,o,g,i,f,f,e,m,c
d,f,l,l,d,i,c,n,a,d,o,c,j,k,b,c,k,k,k,i
l,c,d,e,o,g,k,h,c,b,c,e,m,m,b,h,f,a,c,g
k,i,d,k,n,k,l,g,n,d,a,n,b,j,l,c,i,g,n,j
o,e,k,n,c,n,k,n,l,h,m,e,g,h,f,e,o,a,g,f
o,l,d,a,o,o,b,a,a,a,m,l,i,i,a,c,d,b,f,e
k,a,i,b,i,i,c,b,o,m,k,b,n,i,i,c,i,n,e,d
h,c,n,l,o,c,e,i,m,e,i,k,g,o,o,d,h,d,n,k
l,k,c,c,d,m,g,d,e,c,g,k,j,b,j,k,h,a,g,i
d,d,f,j,n,n,g,n,c,o,a,f,i,c,a,l,h,k,l,i
a,l,o,h,b,o,j,g,l,h,e,e,i,g,h,c,l,k,d,d
n,h,b,m,i,k,e,a,c,b,n,i,b,g,l,h,g,a,d,m
f,k,l,l,l,i,o,h,i,f,n,k,n,c,l,c,k,l,g,i
n,l,j,o,o,j,k,h,b,h,b,h,m,j,l,c,f,i,l,d
f,i,i,m,i,c,a,c,j,g,a,i,f,j,a,d,i,a,b,l
k,i,m,e,e,c,f,k,b,c,o,e,k,o,k,k,h,a,c,g
o,i,b,e,c,c,g,c,e,b,b,b,n,o,j,o,f,o,b,b
o,k,h,h,e,k,i,j,m,a,i,a,n,i,h,j,f,m,f,i
