var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15
b,l,o,n,f,k,j,g,l,l,n,i,d,h,i
e,d,c,i,i,i,l,b,o,d,o,d,l,h,k
g,e,b,b,b,j,h,j,m,c,a,k,a,i,i
f,d,i,l,f,d,d,h,n,b,a,a,n,f,d
g,c,n,i,i,n,a,j,i,i,e,o,m,d,m
c,d,o,n,g,d,f,g,f,a,g,m,a,i,g
g,l,n,i,d,n,e,b,o,c,k,f,d,e,d
b,d,h,g,k,j,e,i,k,f,d,f,o,h,k
i,m,c,d,i,h,c,a,o,e,h,a,j,c,e
b,f,l,l,m,b,d,n,k,h,b,b,a,o,f
i,m,d,m,e,h,n,l,n,h,b,d,n,f,c
a,o,d,n,j,m,l,f,m,g,a,f,g,f,f
d,h,c,j,n,k,j,e,n,e,h,a,j,f,h
f,d,h,i,o,j,e,m,g,c,m,a,c,c,h
f,c,j,a,m,d,o,h,f,m,m,g,i,k,j
n,c,m,m,f,a,l,e,h,i,e,o,a,a,h
f,g,g,c,b,f,c,n,j,d,i,n,i,k,o
f,c,a,e,g,e,n,o,m,h,d,g,h,j,g
a,m,a,e,i,k,m,e,m,f,d,m,d,e,e
c,f,j,l,l,j,d,h,b,d,i,d,h,f,h
g,m,m,b,g,l,k,g,o,l,j,b,n,c,h
i,c,e,a,g,d,e,o,j,m,h,a,c,d,m
o,g,m,a,d,m,l,i,n,n,e,h,j,a,d
h,c,d,d,e,h,n,o,g,g,e,d,i,c,j
k,n,l,b,e,k,f,m,b,m,m,d,g,h,l
i,i,b,m,l,l,e,l,j,l,o,a,d,h,k
j,k,o,l,b,l,l,g,m,j,f,k,k,l,a
g,n,a,a,c,f,f,c,o,a,o,h,h,c,m
f,g,l,a,a,l,c,g,m,b,o,l,h,c,c
g,g,c,k,a,b,d,n,e,h,l,n,c,j,b
i,n,f,h,i,d,k,o,m,n,g,i,g,o,g
c,l,j,n,n,d,j,h,c,h,o,k,i,i,m
f,c,c,m,a,d,e,o,b,m,l,g,l,k,g
g,k,c,l,j,n,e,e,m,b,a,g,h,j,b
a,m,j,j,d,l,b,o,l,n,f,c,d,f,c
h,j,j,l,i,b,c,o,f,i,f,n,f,e,k
f,m,i,n,n,k,c,j,m,d,d,h,n,b,j
l,a,n,a,l,c,d,h,o,i,d,i,o,n,g
c,m,h,i,d,h,d,g,b,n,i,h,d,c,k
e,c,k,f,l,n,n,k,k,e,e,k,c,i,e
i,e,l,l,a,d,e,h,k,l,g,a,n,e,n
f,a,m,i,f,l,n,m,m,o,d,d,i,c,m
n,e,a,a,o,c,o,o,b,n,i,n,l,m,j
i,l,j,j,k,i,e,o,j,e,k,l,i,l,m
o,a,o,n,d,d,m,f,l,i,i,d,l,g,j
b,e,k,j,c,l,j,j,i,i,o,a,b,o,o
a,m,l,b,l,h,g,h,l,f,g,i,h,f,e
f,g,c,j,i,m,f,n,m,b,m,a,o,o,h
d,h,l,g,n,d,j,m,g,a,b,h,b,i,j
b,m,c,e,f,j,e,h,e,g,b,a,f,j,m
f,h,o,l,f,d,f,i,o,k,m,n,a,i,f
f,g,d,o,f,j,m,n,h,l,c,b,b,c,h
l,a,l,a,m,l,d,d,i,g,m,m,d,e,h
a,b,g,o,h,c,j,j,h,o,j,e,g,e,g
n,o,k,f,d,i,k,e,l,f,g,a,n,l,d
a,c,l,m,e,i,h,f,m,g,f,n,g,c,e
h,l,g,f,j,d,e,g,o,c,d,a,c,m,c
j,d,k,j,g,l,c,a,h,f,l,j,e,h,b
c,i,i,m,d,g,e,e,k,j,a,d,i,o,k
j,i,j,i,k,m,d,h,m,b,m,d,f,a,f
l,e,n,b,e,k,b,m,i,n,o,c,j,d,g
m,l,c,g,e,d,m,j,i,l,d,j,k,c,k
a,a,c,a,h,f,c,n,f,g,o,b,l,n,o
f,f,f,i,d,j,n,j,b,n,k,d,e,m,n
f,e,m,i,n,m,j,o,l,j,o,l,b,m,h
f,m,g,f,f,b,c,k,o,n,k,e,n,f,k
i,g,d,f,f,l,j,n,o,m,f,g,b,o,l
c,m,o,m,d,c,l,n,i,i,a,d,c,i,k
i,k,a,j,m,g,i,n,d,i,m,a,a,h,k
a,c,o,h,b,j,c,k,g,b,a,c,j,i,e
