var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20
j,k,b,i,l,j,s,m,j,d,k,b,n,q,p,l,k,e,q,r
q,q,k,h,q,l,t,c,k,m,k,d,n,s,g,l,h,p,f,r
q,d,i,c,i,c,b,r,a,r,g,e,j,q,g,l,g,l,r,g
r,t,r,e,f,t,g,t,p,m,j,t,n,h,n,a,g,l,l,r
n,l,q,d,t,b,n,h,o,i,m,s,g,r,k,m,d,e,o,e
r,d,c,t,j,k,d,a,a,s,j,n,g,o,q,s,m,q,q,h
i,d,d,e,q,i,l,g,q,r,t,k,o,c,e,t,r,r,q,l
c,h,m,t,r,k,c,s,a,n,n,s,p,c,i,a,i,e,e,p
l,e,i,q,f,i,t,h,q,p,k,t,a,a,n,i,g,n,g,q
k,b,k,h,k,n,e,o,g,a,f,r,s,h,b,q,h,i,l,b
m,f,c,p,h,i,h,l,f,t,g,f,d,j,l,m,g,l,p,k
i,j,j,j,q,c,d,a,a,q,g,l,l,l,d,n,h,n,f,m
j,d,o,t,e,l,n,o,p,s,g,t,r,f,o,l,r,e,t,g
j,b,b,q,d,e,p,o,t,s,b,f,g,e,d,t,h,l,o,j
j,n,k,r,j,a,e,t,s,s,t,d,c,s,g,p,r,q,f,d
e,n,a,p,o,o,l,h,i,k,e,g,h,b,g,c,i,i,i,b
n,h,n,t,s,i,h,h,p,o,k,n,e,l,b,g,g,e,r,o
s,q,h,m,p,c,q,a,q,e,s,g,i,e,l,h,g,l,o,h
j,l,k,b,d,t,c,h,i,q,a,h,p,s,e,m,t,t,g,k
r,h,i,i,e,k,q,s,j,a,d,l,n,e,h,a,l,a,d,s
h,p,g,f,q,g,n,j,i,d,o,g,g,s,h,n,g,a,r,p
h,m,o,c,a,b,n,b,t,p,g,b,c,s,g,e,l,e,h,j
h,n,c,r,f,d,o,h,a,o,j,s,m,r,d,g,n,o,c,m
f,d,k,r,q,c,h,s,l,s,g,f,f,j,b,l,f,k,q,t
h,e,n,g,f,i,i,h,p,k,q,o,f,o,d,f,h,e,c,k
i,e,r,j,r,l,q,h,m,c,e,f,f,l,q,q,p,j,b,p
f,e,l,l,a,i,a,h,k,d,g,m,h,o,n,q,o,f,o,r
r,q,h,h,a,c,c,n,i,k,k,d,g,f,p,s,i,a,e,t
a,n,c,a,h,i,n,i,k,q,m,k,a,f,q,h,m,h,t,i
b,p,b,i,c,c,o,n,j,l,j,g,e,e,h,n,s,n,l,b
r,c,q,l,j,d,o,b,o,k,m,p,n,r,s,b,i,e,t,p
k,k,g,j,s,s,l,h,j,a,o,t,l,e,g,q,o,l,o,k
h,o,a,a,s,i,a,h,i,f,b,l,h,d,n,f,i,a,s,h
s,p,l,j,d,b,j,r,q,m,k,s,e,g,g,a,g,h,g,b
b,m,a,t,e,n,k,t,d,k,m,s,t,q,q,t,b,l,l,j
e,n,j,k,f,c,e,t,i,g,a,a,a,o,g,m,b,t,i,r
b,e,o,d,p,t,e,j,a,e,k,h,c,s,f,a,c,a,p,d
n,q,k,e,i,i,g,n,r,m,j,a,f,q,q,q,o,c,p,l
k,t,o,b,l,b,e,o,h,o,a,d,k,j,g,f,g,e,b,b
q,a,d,s,k,i,o,t,s,d,n,s,f,a,e,a,q,n,d,q
p,p,h,k,q,i,f,j,m,k,a,q,f,f,e,j,q,p,p,q
p,d,a,s,b,d,r,g,h,b,h,g,o,b,h,q,h,f,p,n
i,n,k,r,t,e,h,b,l,q,f,p,d,s,e,s,q,i,o,e
q,t,i,s,a,d,r,h,o,p,k,m,e,e,h,k,a,t,q,e
t,t,j,r,p,j,a,n,c,l,k,s,t,d,h,n,h,q,g,p
c,s,g,b,p,b,b,a,o,r,e,q,f,o,t,q,h,n,l,c
k,f,m,h,k,i,h,o,a,r,e,i,l,f,n,j,g,m,t,m
k,b,o,l,f,j,e,s,a,k,k,l,l,f,s,i,i,a,p,e
l,p,t,l,d,c,n,r,q,n,j,l,g,o,i,b,l,i,e,p
p,h,g,e,n,n,t,h,t,j,b,e,h,b,d,k,g,e,o,q
o,p,n,l,b,m,r,h,b,k,t,s,a,l,g,g,b,f,i,r
m,e,r,m,e,f,e,f,h,s,j,q,a,l,e,q,i,h,m,n
p,d,e,t,t,k,l,p,a,c,j,d,h,f,g,f,s,s,m,o
b,d,a,n,b,h,h,h,f,q,s,m,a,h,h,b,j,f,g,s
a,c,l,j,l,i,e,h,i,m,c,g,f,r,b,l,o,f,r,t
h,a,m,j,i,f,t,m,q,i,s,e,a,a,b,t,d,n,r,m
t,o,b,s,n,j,c,i,t,j,k,j,h,e,h,h,t,t,m,o
b,c,k,f,r,r,r,s,c,k,e,q,t,q,n,n,o,f,o,l
p,f,r,j,c,p,b,m,n,k,m,k,h,d,l,s,j,l,a,m
h,t,l,k,q,g,g,j,e,d,i,g,l,s,q,a,f,k,r,e
t,p,n,k,n,g,t,s,q,h,g,o,c,s,g,a,j,p,n,l
i,p,j,o,b,p,t,r,p,m,c,b,g,q,d,l,l,t,p,i
r,f,s,l,d,c,g,j,o,c,o,n,h,k,k,g,o,g,j,s
j,o,c,i,d,j,k,r,h,c,e,o,h,e,s,s,g,i,i,d
n,o,l,j,d,i,j,s,c,c,q,g,m,s,h,q,t,a,e,s
m,f,l,p,t,a,h,h,p,s,p,h,g,i,g,n,r,f,h,r
t,m,e,k,j,a,r,h,q,t,n,j,o,j,k,f,h,e,r,a
p,d,m,p,b,c,a,g,f,d,c,c,h,s,d,a,h,n,p,p
n,o,g,h,h,i,m,e,m,l,t,j,g,e,g,a,b,m,p,b
r,m,q,m,g,d,o,j,h,f,j,a,t,p,b,q,g,n,s,b
c,s,c,j,r,g,r,f,r,l,a,l,r,a,h,n,h,b,g,i
h,b,k,j,o,o,m,d,o,c,e,d,l,o,g,m,k,n,d,o
b,n,j,g,h,c,r,r,d,j,j,r,a,o,e,p,d,a,d,l
g,l,t,g,d,c,d,j,j,r,m,g,c,e,h,e,h,b,i,k
q,i,m,q,j,p,b,r,p,k,k,l,g,o,b,t,g,p,s,l
i,t,m,a,q,k,i,q,e,p,f,d,h,q,q,i,h,a,l,b
q,f,k,b,m,n,n,o,p,r,n,d,g,f,p,k,h,a,d,p
i,e,r,f,b,k,o,r,h,f,l,f,a,o,b,q,d,o,r,l
k,p,p,o,j,h,l,d,n,o,m,s,i,c,h,t,b,h,k,g
m,m,c,p,h,d,c,h,h,l,c,f,m,f,p,q,s,l,h,h
r,q,k,f,h,a,l,b,c,j,g,g,r,e,n,p,f,o,s,s
b,h,g,t,o,l,g,s,q,p,g,q,j,o,i,t,a,f,m,l
l,k,h,m,f,i,i,o,k,l,j,k,t,e,o,g,s,f,b,a
q,p,g,p,f,t,i,s,r,c,d,g,f,b,p,q,g,f,g,n
c,e,f,t,d,b,c,h,h,d,e,s,h,n,h,p,e,b,l,s
o,p,l,n,j,i,g,s,l,b,g,i,s,s,i,a,h,l,b,n
h,o,c,i,c,c,c,g,q,c,e,k,b,e,c,t,b,i,h,f
r,d,o,r,d,n,e,b,s,d,g,g,d,f,e,m,k,h,h,p
l,h,l,n,q,s,l,g,a,n,k,i,g,q,b,b,g,a,l,p
j,g,f,a,h,a,e,h,s,k,k,a,c,d,b,q,g,g,p,k
c,f,h,q,g,i,e,h,f,k,t,p,n,d,n,g,i,a,i,m
m,s,d,t,p,s,s,s,q,s,b,n,g,f,b,s,l,f,q,q
h,b,r,b,q,a,s,r,f,d,k,k,h,o,b,s,l,d,q,i
p,p,a,k,e,t,t,s,t,l,j,e,g,f,h,o,a,a,d,r
k,p,i,k,i,b,r,q,g,m,k,p,m,m,r,m,k,g,s,p
k,r,a,g,j,d,o,l,h,t,j,b,e,f,l,q,l,j,r,p
i,h,l,s,f,b,r,h,p,d,s,e,p,q,g,q,l,g,b,p
k,n,j,n,g,h,j,h,l,t,j,g,f,e,k,h,s,a,s,j
e,o,e,p,t,i,n,q,q,l,k,j,a,n,o,p,r,n,j,o
l,f,n,m,l,b,g,a,h,s,j,g,l,f,d,c,i,d,o,d
i,g,c,n,n,b,e,i,r,p,t,j,m,a,h,k,l,n,n,o
p,h,c,k,n,a,h,t,g,d,k,g,a,d,g,f,b,n,l,m
k,q,s,f,l,d,g,m,t,r,o,s,l,h,e,i,b,c,p,t
i,q,k,m,b,r,c,s,a,d,e,o,g,g,l,c,s,a,o,h
t,h,k,g,i,i,l,e,k,q,t,j,c,e,b,t,r,m,i,o
q,h,i,j,c,p,i,s,j,q,d,s,n,n,h,i,g,f,s,k
r,m,e,l,r,b,h,h,t,r,p,h,p,a,p,t,r,h,l,b
o,n,t,d,s,c,s,b,f,p,n,s,q,o,s,m,k,a,k,j
g,t,l,j,r,o,n,i,q,k,g,p,r,e,e,a,i,m,g,g
k,m,i,r,b,j,q,h,b,r,j,f,g,l,k,t,e,f,a,r
s,o,d,k,o,r,f,k,k,k,a,s,h,g,g,a,m,d,r,l
b,s,g,j,t,i,a,r,i,k,o,s,e,s,i,j,s,f,t,i
k,b,k,s,h,i,n,p,q,h,t,f,f,o,q,r,r,c,t,t
h,d,j,l,e,c,j,r,m,r,j,p,t,e,a,c,l,f,f,t
p,d,p,l,p,b,c,g,m,c,c,i,g,t,l,q,n,n,r,a
a,g,j,p,r,b,j,h,g,o,j,j,p,c,n,i,q,i,b,p
i,l,h,d,b,f,c,g,d,j,k,h,p,s,b,a,l,n,a,c
q,p,c,t,p,l,l,o,m,r,r,m,m,o,b,q,r,e,c,i
n,d,a,k,n,k,p,a,g,p,b,m,g,n,h,l,g,n,p,m
l,o,o,s,t,f,j,k,p,r,g,m,a,o,o,c,a,g,r,t
r,f,l,g,j,c,h,h,e,o,k,s,l,d,c,l,t,a,d,q
l,e,e,g,q,r,r,b,o,q,m,q,m,s,g,c,i,n,f,r
p,a,k,i,h,t,m,n,h,d,s,m,t,r,a,p,l,h,d,p
p,n,i,h,h,c,t,i,a,c,t,s,r,e,j,n,p,t,q,e
l,m,c,t,o,f,d,k,f,r,o,d,a,o,l,m,n,e,q,p
c,m,k,b,n,t,g,b,j,r,q,f,m,n,f,c,o,p,r,b
b,c,i,s,r,l,a,s,t,g,g,p,f,i,a,i,a,t,d,b
a,l,g,p,o,c,n,h,j,l,e,i,f,s,a,n,k,e,o,m
m,d,e,o,g,t,h,t,s,k,p,o,f,n,b,a,r,d,h,r
j,r,o,k,n,g,f,h,p,r,e,f,a,j,a,g,h,f,i,r
p,q,h,d,j,a,c,p,o,l,g,n,c,i,q,q,g,o,a,n
f,n,m,r,h,n,g,s,q,d,k,d,c,a,c,i,o,f,k,f
h,o,h,d,n,c,k,t,j,k,k,q,b,e,l,k,g,d,n,n
r,n,b,l,r,t,s,i,o,c,m,m,l,f,d,r,k,n,q,l
l,n,f,i,q,a,q,h,m,t,p,m,h,q,d,n,b,l,d,p
r,e,m,p,p,b,e,o,c,e,j,h,i,f,d,q,i,a,q,l
k,a,q,m,q,q,e,q,t,l,s,k,b,e,o,a,g,a,m,j
l,h,t,p,j,c,d,n,q,r,k,t,m,c,d,g,b,l,i,r
e,t,j,m,c,d,h,c,j,n,j,p,g,l,h,a,i,a,t,s
l,e,c,j,d,s,q,c,e,c,p,k,h,s,n,m,o,d,o,n
c,h,a,o,q,r,h,h,h,l,p,s,i,e,b,a,g,e,d,g
e,e,g,d,f,d,o,o,q,p,j,q,r,f,d,m,k,r,k,g
k,p,r,r,j,d,l,h,j,k,m,q,a,o,g,t,j,l,j,p
b,e,l,p,k,i,m,h,p,q,q,k,g,s,h,e,h,f,i,p
e,t,b,g,s,i,g,l,h,e,i,a,j,s,b,t,k,p,j,p
c,d,n,l,e,e,m,m,i,p,k,f,i,f,r,h,g,d,p,e
e,c,p,o,j,b,g,i,o,a,g,s,e,b,g,r,o,g,o,p
e,p,k,d,f,b,s,q,f,s,j,g,i,o,o,p,a,t,t,q
j,o,c,r,p,c,i,a,h,k,l,m,c,q,g,k,l,g,p,b
k,h,b,i,j,c,b,n,q,g,c,q,b,h,q,m,o,t,r,a
l,c,m,i,j,q,l,n,t,k,l,e,f,q,s,q,c,f,h,p
k,h,k,r,i,b,s,n,t,f,m,j,c,s,o,s,r,o,q,a
q,o,g,p,m,s,h,h,a,o,j,h,f,r,n,h,l,k,d,i
n,e,m,b,j,m,e,h,r,c,g,s,h,t,d,n,o,f,a,k
n,k,b,j,c,t,o,b,j,o,e,e,e,o,l,f,g,h,g,c
p,e,r,l,d,c,j,p,q,s,g,j,a,o,a,n,a,e,i,o
i,p,c,m,f,p,e,n,o,r,a,c,s,d,d,n,d,m,b,j
h,a,k,j,a,b,l,s,p,a,n,p,m,n,b,b,i,g,r,c
i,h,k,b,f,c,o,f,a,l,p,s,r,o,n,t,o,j,i,b
c,o,c,r,k,h,q,h,t,c,t,e,e,r,k,g,l,a,d,p
q,l,s,b,d,g,e,h,c,k,m,j,b,r,e,p,f,a,g,k
t,g,t,a,h,b,n,g,t,d,j,q,r,r,k,n,h,p,r,r
f,p,m,m,r,t,i,g,n,m,k,j,r,f,g,n,r,e,p,i
o,f,j,n,d,f,o,s,q,s,j,q,d,t,q,b,i,i,p,g
b,a,k,r,j,s,l,l,t,k,k,g,k,c,k,a,f,c,q,b
k,a,h,c,c,b,s,b,e,o,g,n,p,e,n,r,r,i,l,p
m,l,f,b,s,i,f,b,g,s,g,b,a,o,c,j,o,g,b,e
t,c,a,s,d,i,i,h,q,r,s,e,g,t,a,b,r,q,l,s
d,d,j,b,h,c,p,a,k,s,p,n,g,r,g,q,m,b,j,k
h,h,d,l,h,f,e,l,a,p,e,s,g,d,f,e,h,h,d,n
m,h,r,m,n,t,b,h,i,n,p,d,p,f,n,n,e,t,o,i
q,p,h,m,t,q,l,s,m,s,e,d,i,b,n,t,p,h,p,i
o,b,c,b,t,c,d,h,a,h,j,p,g,f,t,r,a,f,m,n
r,t,p,d,d,i,l,q,h,l,k,o,s,f,d,i,g,i,b,m
b,m,n,a,s,i,g,r,j,r,a,s,g,f,d,j,o,a,c,n
r,t,t,n,h,c,g,s,a,p,t,m,b,e,o,a,b,o,g,j
o,f,j,m,q,i,c,a,c,t,p,k,d,c,l,f,q,n,c,b
