var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10
f,g,h,k,i,l,h,k,e,j
o,o,j,g,i,m,i,d,d,d
b,d,f,n,e,n,b,o,o,k
d,n,j,d,o,j,m,b,k,h
b,j,f,d,i,g,h,m,b,a
h,m,c,g,i,m,n,e,f,g
g,o,o,a,b,l,c,i,f,c
e,c,l,o,i,h,g,k,h,o
a,l,g,i,g,m,o,d,f,m
a,c,l,o,n,l,m,k,f,f
o,f,k,o,j,a,k,m,e,f
m,l,a,d,l,m,d,d,o,l
d,f,h,d,l,l,k,e,f,m
m,n,d,g,g,m,g,i,d,k
m,i,l,g,g,b,f,b,n,f
d,j,h,e,e,m,h,k,g,d
h,f,n,a,e,i,f,k,b,k
n,j,f,k,b,l,g,k,h,d
a,i,k,f,i,d,l,e,h,o
o,c,l,e,e,l,g,m,l,d
m,f,o,i,b,o,c,m,m,h
n,c,f,j,b,f,c,b,f,m
l,f,e,b,b,n,g,k,h,b
e,c,k,m,a,o,d,h,j,n
h,e,k,o,b,m,o,m,o,j
f,o,j,k,c,j,h,n,h,b
m,o,m,d,j,d,g,m,m,b
h,j,k,b,f,d,a,g,f,j
i,c,g,o,a,l,a,d,o,h
h,f,c,d,a,m,e,d,b,f
m,j,k,f,i,j,b,b,f,b
l,k,a,b,i,j,f,o,d,o
h,f,n,o,a,b,n,m,l,e
l,k,k,d,e,m,d,d,f,h
f,c,a,g,k,e,a,j,h,a
a,d,o,f,b,m,i,b,b,j
n,c,o,l,n,a,a,f,h,l
n,j,m,g,l,g,f,o,d,b
l,m,a,i,h,o,l,j,j,b
d,c,o,j,a,l,o,d,c,m
a,i,h,n,a,b,f,e,f,c
k,d,c,f,o,m,b,d,i,o
l,i,f,n,n,l,f,b,l,a
d,k,f,m,e,l,f,l,b,b
o,k,b,c,e,j,c,k,m,l
k,n,h,d,m,m,k,k,o,g
h,m,c,n,e,l,o,d,i,h
a,c,a,m,i,g,n,l,l,o
l,f,b,o,l,e,k,g,m,g
d,c,k,k,d,m,d,n,d,i
h,m,l,g,a,l,n,k,b,b
m,c,o,g,i,o,l,m,h,o
d,g,l,o,d,m,n,f,m,j
n,f,o,g,m,l,o,k,k,e
d,l,k,j,k,m,d,b,j,h
l,c,l,e,h,m,d,o,h,e
a,i,b,c,j,n,g,d,h,k
o,c,m,o,l,m,d,k,j,h
h,o,l,b,a,l,o,m,c,i
m,d,c,f,a,n,i,n,b,h
o,c,o,f,b,e,e,m,h,n
l,g,d,j,m,b,n,f,d,c
d,h,l,m,g,b,o,l,n,l
k,n,b,f,b,d,i,i,l,b
o,d,k,o,g,e,f,b,i,g
c,k,f,o,o,m,a,m,f,a
j,c,g,g,a,o,o,d,f,k
n,i,a,o,k,i,a,f,h,o
e,d,k,g,d,e,c,l,d,j
c,j,f,g,j,d,a,e,f,h
d,k,e,g,e,j,c,a,h,k
f,e,a,m,b,j,c,n,k,l
a,o,l,h,b,d,d,d,k,f
k,k,n,g,i,l,i,j,a,f
m,g,e,h,g,d,m,d,h,b
l,j,d,j,e,g,i,o,d,l
b,c,l,g,i,l,o,b,o,c
c,m,m,o,b,m,d,k,a,l
d,c,k,f,i,m,n,a,k,m
i,f,k,f,j,o,o,b,o,g
a,m,g,b,i,h,i,k,j,c
l,d,g,e,d,m,o,h,i,k
f,c,l,e,e,e,b,i,h,b
c,i,e,o,i,f,o,e,e,d
o,j,j,d,a,m,b,o,m,a
b,i,m,n,h,l,f,e,o,c
l,d,l,j,f,a,g,b,o,h
h,h,a,k,k,m,g,d,c,l
l,m,f,m,h,d,o,d,j,a
o,c,a,b,h,j,f,o,k,d
m,m,h,g,i,j,d,n,b,d
m,j,c,d,b,l,g,c,f,f
g,m,d,a,h,m,l,l,j,l
a,i,k,a,e,i,o,n,f,m
o,e,e,f,g,d,o,o,o,f
m,k,f,o,a,l,h,e,k,a
l,i,l,m,f,e,j,o,j,m
d,m,o,c,k,l,f,f,d,e
k,d,f,j,h,o,l,m,f,n
h,c,l,o,e,m,g,k,m,c
a,d,j,g,j,d,o,d,l,h
l,c,n,g,f,i,n,i,h,m
h,o,o,i,e,c,g,m,m,o
d,i,k,d,f,f,o,b,f,k
a,j,g,o,e,a,a,m,a,o
f,o,l,k,n,k,g,k,o,b
m,n,a,m,o,j,n,k,m,j
o,f,k,j,f,b,o,l,n,d
l,n,b,o,n,m,b,f,i,h
h,l,m,c,c,a,h,e,o,c
o,d,e,b,a,m,b,n,n,a
b,i,c,f,k,e,f,b,o,d
b,o,o,g,b,o,f,b,o,k
h,l,f,c,c,h,o,j,d,g
l,l,i,k,e,m,g,h,m,c
i,l,i,o,l,f,h,d,d,c
b,j,e,g,j,d,n,a,k,e
h,o,n,g,a,j,j,b,o,o
a,n,c,k,g,l,n,l,m,a
n,c,k,h,o,d,f,b,o,f
f,c,g,c,g,j,n,o,n,m
a,k,k,o,d,m,o,d,e,j
o,b,d,i,f,i,c,g,m,k
o,o,l,b,n,m,d,f,d,d
m,m,c,d,b,d,g,k,j,d
h,g,h,l,g,o,g,o,j,o
i,a,k,b,k,d,l,g,f,j
o,a,o,g,m,f,o,b,k,d
a,a,m,f,c,j,m,e,n,h
g,c,n,b,e,m,m,m,o,h
d,m,m,d,e,l,g,i,m,a
j,e,o,i,k,b,i,k,f,h
h,i,n,n,i,l,g,m,d,n
l,j,o,d,g,l,d,m,o,c
c,c,c,g,e,j,o,m,b,i
a,f,d,k,b,m,o,d,j,m
c,o,k,f,g,n,n,b,c,b
a,c,l,l,l,l,i,m,g,e
l,h,c,n,a,m,k,f,f,c
b,d,c,f,h,j,j,i,h,c
o,g,c,d,k,d,l,j,h,b
l,m,n,l,l,m,d,d,h,n
f,c,g,g,e,i,b,i,d,d
n,d,o,i,o,l,d,d,e,h
b,c,n,d,g,f,j,f,m,m
o,k,g,h,a,j,d,a,n,j
f,m,d,d,e,l,a,d,e,e
b,j,f,c,b,j,i,k,m,b
l,n,l,f,e,m,n,d,h,l
j,n,o,i,g,d,o,c,i,h
i,a,f,c,i,l,i,f,m,h
l,j,m,o,e,n,j,k,j,i
d,g,k,o,g,a,n,k,h,c
o,d,g,f,o,e,g,m,h,i
j,k,j,g,h,j,e,m,d,a
d,n,f,f,o,d,m,k,d,h
a,l,j,m,g,b,j,b,d,e
d,o,n,d,e,n,i,k,f,j
d,a,k,b,k,f,o,g,h,d
e,i,d,i,e,k,i,b,o,a
b,c,h,n,k,j,m,f,f,o
m,c,n,g,i,e,m,o,o,j
m,j,f,k,n,d,c,k,o,i
e,c,m,g,b,e,d,b,o,k
n,d,l,f,n,i,g,a,d,c
h,c,n,e,b,b,n,k,d,e
k,a,b,o,b,k,g,f,d,g
m,o,e,b,n,h,k,m,o,j
h,i,l,f,d,m,n,k,a,b
a,k,b,o,a,c,d,b,h,m
b,d,f,l,i,e,f,k,o,b
b,c,l,d,h,b,b,i,n,b
o,i,o,e,h,c,e,g,o,g
c,n,k,d,e,b,o,o,m,g
o,i,f,m,i,o,o,i,j,g
a,i,o,n,n,o,m,d,k,k
m,j,o,i,h,j,c,d,o,c
j,j,d,g,m,d,g,d,n,h
h,f,k,h,g,i,g,a,f,e
b,l,l,g,i,e,b,i,f,m
l,b,k,o,e,d,o,l,c,h
f,d,c,d,e,a,c,c,o,h
k,d,f,b,e,l,h,k,f,b
d,i,o,f,j,d,d,b,h,b
o,n,c,g,n,o,g,k,f,b
h,k,j,o,j,a,c,m,k,k
g,a,o,o,m,l,h,h,h,n
g,a,l,c,c,l,g,k,b,f
h,f,c,n,b,i,f,b,o,j
o,f,c,m,a,j,e,e,d,g
o,j,f,i,j,d,b,k,b,g
b,f,c,d,k,l,m,b,o,h
i,i,k,j,b,b,o,j,o,h
o,c,e,g,i,b,i,d,g,h
o,j,f,b,a,d,c,l,i,c
d,k,o,d,c,l,b,d,m,i
l,j,b,n,b,j,b,e,h,d
o,f,c,f,a,j,n,m,k,o
l,i,e,o,n,b,n,b,k,c
o,i,k,i,l,b,d,g,k,h
a,f,n,g,g,g,a,b,a,b
j,m,j,c,a,d,m,n,a,b
f,c,k,f,f,d,o,d,m,g
f,m,c,b,k,l,k,i,k,m
e,c,f,d,g,f,j,n,k,i
o,l,k,a,e,d,b,e,h,i
j,b,d,a,b,d,b,b,o,m
l,m,c,n,e,d,k,k,b,o
a,g,n,d,e,m,d,o,d,m
b,c,j,e,j,o,d,l,a,j
e,c,e,c,h,n,j,i,m,h
d,n,n,d,n,m,g,b,k,a
h,c,d,a,n,m,j,o,d,a
h,h,b,n,i,l,o,m,c,b
b,k,k,b,i,i,m,i,h,a
c,j,f,o,g,o,b,k,o,i
a,i,c,o,h,d,c,l,m,g
f,k,b,o,g,l,c,m,h,n
g,f,b,f,g,h,h,d,o,h
d,l,o,a,a,m,o,n,o,k
d,i,f,b,a,g,b,j,h,o
k,d,e,b,b,e,l,o,f,m
m,d,m,d,e,o,b,l,h,a
d,i,o,l,e,e,i,e,k,f
c,i,h,d,m,a,h,c,d,b
m,h,m,b,i,g,b,n,d,b
a,i,m,o,a,k,m,j,j,b
b,f,a,k,h,i,e,i,o,j
d,l,k,n,g,c,n,k,m,a
g,l,k,m,f,i,l,m,d,o
e,h,g,d,a,i,d,j,k,f
o,n,b,e,g,d,c,j,m,j
m,i,d,g,h,m,i,b,c,n
m,b,c,d,g,g,g,d,b,g
o,j,h,n,h,o,j,d,h,a
e,i,e,d,g,n,h,k,d,h
l,c,n,k,e,b,a,d,m,m
h,d,f,b,k,f,n,m,l,j
o,i,g,g,e,m,l,k,i,i
a,m,d,b,i,h,b,b,c,f
a,o,k,d,e,i,o,d,o,m
h,o,f,b,m,d,k,l,j,l
o,c,n,f,g,m,j,g,a,o
l,n,k,m,g,l,n,m,h,h
m,m,c,o,g,j,f,n,a,m
f,k,e,m,h,e,d,g,o,f
b,c,c,d,g,m,n,n,g,h
n,b,c,m,a,i,a,d,m,c
a,n,c,j,e,m,n,m,i,m
b,c,d,g,i,d,i,d,d,l
f,i,k,g,k,h,d,h,o,f
a,g,o,g,h,n,i,d,e,d
o,f,o,o,g,m,d,k,j,j
d,h,k,d,g,l,o,k,g,a
g,i,c,k,o,b,c,g,f,o
g,c,l,d,e,m,b,m,h,c
d,c,l,e,o,j,n,d,h,j
f,c,k,i,e,b,c,d,i,g
c,i,f,g,g,d,g,d,o,g
n,c,k,j,n,g,j,k,m,a
h,f,l,o,b,i,i,b,o,o
f,e,l,o,e,e,d,j,o,f
c,d,c,l,k,n,e,k,j,a
a,n,l,o,e,i,d,l,m,j
a,e,n,c,f,l,h,k,d,i
f,c,j,l,o,a,c,m,g,l
f,i,l,a,i,l,i,k,o,k
m,j,h,b,i,d,m,g,f,n
b,l,a,i,g,f,b,i,o,b
g,b,e,o,e,l,b,e,l,c
m,n,b,n,j,j,a,d,o,m
o,n,o,a,g,i,f,d,i,a
c,d,j,l,g,l,b,k,g,h
l,m,c,a,d,f,c,a,f,h
h,j,f,j,b,e,d,g,o,e
d,m,l,j,n,j,d,m,d,h
i,l,l,o,h,a,o,i,k,b
d,i,a,g,g,f,g,i,h,a
a,l,k,d,g,l,k,b,h,h
e,f,l,b,c,k,n,g,b,a
c,c,k,j,e,b,d,b,d,f
n,d,c,g,h,d,c,k,h,i
f,a,f,n,l,d,c,e,j,d
d,i,e,n,b,j,g,i,a,c
a,f,k,l,c,g,n,d,h,l
f,i,d,j,e,l,g,o,b,l
o,f,o,m,h,f,l,e,h,k
c,o,d,d,f,m,i,e,n,f
a,o,l,n,b,g,n,d,f,b
a,j,n,i,e,b,o,b,b,f
c,f,o,c,d,j,n,i,o,a
i,n,k,n,e,g,o,i,d,f
m,l,o,n,k,e,g,b,d,j
a,d,f,j,d,i,o,k,f,a
n,c,j,d,j,d,a,m,o,h
f,e,j,g,c,o,b,f,m,j
b,h,m,f,h,m,g,b,c,h
c,j,e,b,g,k,h,f,h,g
g,n,o,g,b,i,b,e,i,c
o,i,o,d,b,e,e,n,b,e
o,i,m,o,h,i,n,b,f,o
m,f,c,c,l,i,b,i,d,j
l,k,j,o,i,l,o,m,f,i
f,c,j,f,h,n,m,d,c,d
m,a,k,n,l,d,c,a,g,j
o,e,o,j,b,e,g,k,h,o
m,i,f,k,i,j,c,a,f,k
n,k,c,o,g,f,f,i,o,n
a,n,m,c,l,c,b,a,k,m
h,l,c,d,a,f,o,o,g,c
c,n,b,d,i,m,o,f,e,j
l,c,n,i,i,g,o,n,h,m
m,j,l,f,o,m,l,d,n,c
h,c,n,e,i,n,k,e,f,h
a,o,b,o,a,m,l,k,d,c
d,j,i,o,k,g,c,b,f,j
a,h,k,i,i,l,b,d,h,m
m,b,k,h,o,a,d,j,m,j
l,l,k,b,a,g,o,g,j,n
h,d,c,m,c,d,n,n,m,d
k,i,o,j,b,l,e,f,i,l
o,c,k,j,e,i,m,e,h,f
a,o,k,f,o,f,m,m,a,m
d,n,o,k,a,m,f,f,o,o
a,j,k,n,b,i,d,m,a,h
b,c,k,f,c,m,d,d,m,h
d,o,l,d,e,l,b,g,f,c
l,f,l,i,i,a,b,m,b,f
l,o,g,g,j,l,m,h,h,g
a,f,k,i,l,o,j,e,h,e
l,o,c,d,a,d,a,h,c,j
h,i,k,g,k,d,o,m,d,l
a,f,a,e,e,g,g,k,j,n
a,f,n,d,l,a,o,g,h,l
m,c,o,o,c,m,b,i,n,l
o,h,o,o,g,e,h,b,a,d
a,i,h,l,c,h,d,k,n,f
j,e,k,j,e,e,o,k,b,f
a,c,d,i,d,b,g,k,k,l
o,e,o,o,i,d,f,d,g,o
g,f,a,b,g,o,a,o,h,k
h,f,h,o,i,i,l,k,k,c
h,b,j,b,c,m,j,d,d,h
h,f,l,b,b,m,o,b,h,j
h,c,d,b,b,e,b,f,o,c
m,e,f,c,e,o,j,d,m,g
d,k,c,f,a,j,f,g,m,k
f,i,k,f,i,g,m,g,d,a
f,b,o,e,g,i,l,m,n,d
b,j,d,f,g,l,f,i,d,h
f,i,k,b,l,m,o,o,g,i
o,d,f,g,k,f,e,o,d,g
h,i,k,g,d,h,a,f,j,g
n,f,m,b,b,d,e,g,f,h
a,f,j,d,o,b,o,o,a,c
f,m,o,b,c,a,g,g,m,k
n,c,o,f,e,o,l,j,m,k
f,f,o,m,b,i,c,b,h,d
g,i,o,c,j,j,b,b,h,b
g,e,k,f,k,m,o,l,e,l
f,j,f,d,b,b,g,b,f,m
f,k,b,f,g,d,n,i,a,c
i,o,i,o,e,o,g,k,o,g
e,n,k,n,m,k,e,b,f,n
o,i,m,o,i,b,g,l,a,b
b,c,k,d,k,h,g,m,b,f
f,j,c,f,a,i,l,j,f,f
m,m,k,f,b,a,c,c,c,i
a,g,d,b,g,e,b,a,j,g
d,k,l,e,i,o,j,k,a,l
g,i,b,l,m,m,a,m,k,b
g,i,m,f,e,h,o,i,h,a
m,l,k,n,k,k,l,d,d,d
j,m,c,n,n,m,o,b,d,h
j,f,n,f,g,m,d,j,j,o
h,m,c,g,h,d,k,i,b,a
g,b,l,m,e,m,b,b,b,b
a,k,c,b,b,d,o,m,n,c
b,b,h,k,a,d,m,k,m,h
d,g,o,b,m,f,e,d,f,h
l,e,k,b,h,o,c,g,b,a
n,f,d,i,e,f,d,d,h,d
f,m,c,d,j,m,o,a,e,a
i,d,c,o,b,l,h,d,f,b
c,c,k,b,e,d,i,b,n,j
m,n,h,l,b,l,f,k,d,j
f,f,a,i,l,o,b,d,c,o
d,d,k,g,a,f,i,i,o,h
j,e,l,g,i,m,n,e,l,c
o,c,o,a,k,j,m,d,e,a
o,m,h,b,j,g,a,c,f,o
m,j,j,i,k,d,b,d,b,g
l,f,c,b,a,k,m,a,k,h
d,j,n,g,l,a,i,b,o,o
d,k,k,c,i,m,d,m,o,l
i,n,f,o,i,g,f,o,o,j
n,g,o,f,k,l,m,i,f,o
g,j,j,d,o,g,m,k,o,f
m,i,f,h,o,g,g,n,h,d
h,a,n,b,g,l,o,g,o,h
d,c,k,g,e,l,i,i,h,c
d,i,d,b,b,f,e,a,o,f
f,i,d,b,b,m,c,f,m,g
a,o,m,c,b,n,b,c,f,a
f,c,l,o,g,d,o,m,m,h
a,f,a,j,g,f,i,l,k,a
o,d,k,k,k,e,b,k,m,o
i,g,n,g,e,a,b,b,o,i
d,n,o,j,n,g,m,d,b,m
l,d,l,f,c,l,d,b,h,f
a,f,n,h,j,m,o,d,o,h
h,a,c,i,m,b,l,n,o,j
d,k,e,d,k,m,d,b,h,e
i,n,a,m,e,b,b,k,n,c
h,i,d,o,d,e,c,k,h,j
b,o,c,b,i,f,m,j,j,d
l,m,d,d,i,j,i,f,i,a
k,h,l,g,k,m,o,i,d,c
m,d,d,f,n,j,o,o,i,d
d,d,k,d,e,b,j,b,b,g
b,d,e,b,k,d,d,f,h,l
f,m,h,f,c,n,o,b,i,b
l,h,a,c,l,g,n,e,l,o
o,o,k,o,i,e,f,b,d,h
o,e,k,o,h,l,b,o,i,l
b,j,k,e,g,o,c,e,d,j
b,m,n,f,e,h,o,i,f,l
l,c,d,c,n,l,o,i,l,j
g,c,j,a,e,m,i,e,f,a
h,b,c,o,c,d,o,a,h,k
h,j,c,n,h,d,d,n,h,o
o,o,f,l,m,d,m,l,f,g
m,c,k,g,b,j,i,d,a,m
a,c,l,i,h,l,a,e,h,g
a,j,k,k,f,l,m,b,o,g
f,i,a,j,l,m,b,b,i,i
o,k,c,o,i,d,m,m,a,h
m,i,j,n,a,b,i,f,n,m
f,d,h,b,h,d,g,m,f,b
d,k,l,l,b,c,e,c,j,e
f,k,j,m,k,d,a,l,h,f
m,b,l,g,e,j,g,k,o,l
h,f,g,m,f,i,o,e,f,l
h,a,o,o,i,e,g,l,h,d
i,m,d,o,e,n,o,e,a,b
f,k,k,g,b,n,b,h,d,j
m,b,l,h,i,c,g,k,d,f
b,m,g,i,i,l,i,k,h,m
c,m,c,d,e,l,g,d,m,g
l,c,k,b,i,m,g,d,f,c
j,c,m,f,g,d,i,c,a,m
l,i,g,o,k,l,d,k,m,d
a,c,l,m,d,d,d,b,h,m
b,d,k,g,b,b,n,b,m,a
d,d,c,f,e,k,b,l,a,i
m,c,n,i,a,m,k,d,h,g
l,n,c,h,k,b,o,b,b,h
b,i,h,h,a,e,i,b,k,g
k,j,j,f,l,j,d,b,a,f
g,f,c,o,g,m,n,k,o,a
f,j,l,o,c,j,n,g,f,b
h,a,o,d,h,k,k,g,o,n
o,j,h,b,l,j,o,o,b,o
c,i,g,f,i,h,f,m,a,h
c,i,c,f,e,g,b,k,g,b
d,f,g,h,o,m,h,d,d,b
m,o,h,b,g,d,e,k,d,d
o,j,j,e,f,k,l,m,k,k
l,n,c,b,a,m,a,e,b,b
a,a,i,a,k,j,d,k,o,i
d,j,l,n,l,b,l,m,f,o
i,i,o,o,i,l,g,c,f,e
m,c,c,f,i,d,b,k,j,c
h,g,n,j,f,d,j,m,h,m
h,c,k,h,o,k,f,h,d,n
k,k,m,m,a,a,n,m,o,a
h,d,h,o,f,d,l,h,f,l
g,f,j,d,f,i,n,g,o,e
g,i,k,g,e,m,i,m,g,h
a,a,k,f,c,m,d,d,n,h
o,c,k,g,h,b,g,d,d,c
m,c,i,o,d,d,h,o,d,b
g,i,l,c,m,l,d,k,h,f
d,c,f,e,j,m,o,i,o,n
o,g,k,g,g,c,b,g,o,b
o,o,c,b,h,i,c,c,e,o
o,d,k,o,h,f,b,o,f,k
o,i,c,g,f,e,d,l,o,o
d,m,d,f,g,m,o,i,n,c
k,a,k,a,i,d,o,a,h,i
a,m,c,m,l,j,c,m,d,k
a,c,k,o,c,f,o,c,f,b
l,c,k,d,h,d,c,n,m,n
e,c,c,d,a,m,o,o,g,g
m,b,m,o,o,n,k,k,f,l
m,f,m,b,g,a,f,f,d,b
o,f,k,d,a,d,o,k,b,j
n,c,n,e,n,j,n,j,o,c
f,j,d,d,e,g,d,k,e,k
k,b,l,o,e,a,c,k,l,a
f,g,c,o,e,n,a,k,m,o
d,c,g,f,o,a,b,g,h,b
f,o,d,f,e,o,g,k,o,m
a,d,h,b,i,c,i,j,g,o
l,l,g,m,d,l,h,k,f,b
j,i,k,g,m,g,o,m,h,j
d,a,h,k,k,m,i,b,k,h
o,i,c,l,a,c,g,n,o,b
h,f,m,c,g,m,m,d,h,h
d,f,h,g,a,h,c,b,o,n
l,k,c,o,b,d,g,c,o,d
k,f,k,d,g,l,o,m,o,a
l,k,o,h,l,l,m,k,f,f
a,a,c,c,e,m,e,f,m,h
f,d,f,f,e,n,g,d,b,a
l,f,i,k,l,m,m,a,h,o
j,f,j,j,b,m,d,n,h,g
h,f,d,d,i,e,k,f,k,g
b,g,k,n,b,h,g,o,f,h
e,c,c,o,h,e,g,a,h,k
n,c,c,c,n,e,d,d,f,l
a,c,i,a,m,o,e,e,o,o
d,e,l,c,a,i,l,o,o,l
l,h,k,o,k,d,c,m,h,l
a,i,l,j,g,l,l,c,a,f
e,k,c,j,i,j,j,b,j,b
f,m,a,k,b,l,c,k,d,i
a,i,o,o,h,c,n,f,f,k
c,j,g,g,g,l,h,i,b,g
d,j,n,d,i,i,c,l,j,a
m,m,g,o,j,m,h,m,d,a
m,k,k,d,i,c,c,m,d,f
h,h,h,c,o,i,o,b,i,d
l,n,l,c,e,b,j,k,m,h
b,j,n,h,a,j,o,b,b,g
m,i,h,g,b,d,i,d,h,j
h,c,i,f,a,m,o,n,o,h
d,o,o,h,c,j,m,f,e,g
a,c,g,l,g,a,d,i,j,e
l,c,k,o,g,l,n,e,a,j
m,i,o,d,k,n,d,e,k,e
b,o,m,n,n,d,b,k,a,o
f,m,o,d,c,e,o,e,j,m
m,j,l,b,e,i,a,f,h,a
m,d,m,f,h,i,f,g,k,b
d,e,l,f,e,j,k,k,m,j
h,l,f,c,b,d,l,b,c,o
d,n,o,n,n,c,b,l,f,b
a,e,c,f,b,b,d,k,n,f
o,c,k,o,d,j,o,l,h,i
o,e,c,d,k,l,i,e,g,h
f,c,g,g,i,a,h,d,o,j
m,k,l,o,o,d,j,d,a,a
g,c,h,k,e,m,d,m,g,h
h,e,n,n,m,m,o,l,o,g
f,e,l,o,n,a,m,o,o,j
f,f,c,b,n,i,a,m,d,f
a,k,h,g,i,m,g,e,h,c
f,f,k,o,h,n,d,k,c,h
f,c,c,h,o,l,c,m,m,a
h,d,m,o,a,m,o,b,b,h
m,n,k,l,g,m,j,b,h,h
l,a,c,o,m,l,j,d,b,b
h,c,b,b,b,m,j,e,f,g
k,l,n,n,i,c,n,b,d,g
m,n,n,k,l,m,c,i,f,l
f,m,l,n,g,j,a,f,o,i
l,i,e,l,f,e,o,o,e,g
k,c,n,j,b,j,i,j,o,n
o,k,n,m,g,l,d,g,b,e
h,f,k,k,a,m,o,i,m,c
f,i,m,c,g,k,b,m,o,g
a,f,j,b,k,j,b,d,d,b
