"sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"MALE",41,"35-44","URBAN BELOW 20,000","Malopolskie","SECONDARY","technical science","OTHER ECONOMICALLY INACTIVE",24,NA,"SINGLE",NA,NA,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,73,22.98190175237
"MALE",23,"16-24","RURAL AREAS","Opolskie","POST-SECONDARY OR HIGHER","liberal arts","PUPIL OR STUDENT",NA,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","FOREVER","GERMANY","ACTIVE",173,72,23.5102040816327
"FEMALE",24,"16-24","RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","pedagogics","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",167,56,19.8412698412698
"FEMALE",69,"65+","URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",24,640,"MARRIED",2,1966,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,60,24.65483234714
"FEMALE",89,"65+","URBAN 100,000-200,000","Opolskie","POST-SECONDARY OR HIGHER","pedagogics","SELF-EMPLOYED",0,3000,"MARRIED",10,2006,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,70,28.0403781445281
"MALE",56,"45-59","RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","no specialisation","FARMER",0,1000,"MARRIED",2,1979,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",14,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,90,29.0547520661157
"MALE",56,"45-59","URBAN 500,000 AND OVER","Wielkopolskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",12,2400,"MARRIED",7,1975,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",178,110,35.5113636363636
"MALE",54,"45-59","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",NA,1400,"MARRIED",6,1980,NA,NA,"PLEASED",8,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,80,24.1516725033209
"MALE",21,"16-24","URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","social sciences","UNEMPLOYED",NA,1700,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR",NA,"NONE",170,64,21.8870763653774
"FEMALE",22,"16-24","RURAL AREAS","Swietokrzyskie","SECONDARY","no specialisation","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",167,56,20.1955782312925
