"sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"MALE",24,"16-24","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","social sciences","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"IT`S DIFFICULT TO TELL",NA,"YES","YES",10,"NO",NA,"YES","YES",NA,NA,"NO",NA,NA,"PASSIVE",178,98,30.9304380760005
"MALE",62,"60-64","URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","technical science","RETIRED",24,1000,"MARRIED",8,1985,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,85,28.4005479635136
"FEMALE",20,"16-24","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",163,58,21.8299521999323
"FEMALE",83,"65+","URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",24,1200,"WIDOWED",10,1949,8,2000,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,75,30.0432622977087
"FEMALE",70,"65+","URBAN BELOW 20,000","Podkarpackie","SECONDARY","no specialisation","RETIRED",24,1200,"MARRIED",7,1965,NA,NA,"MIXED",9,"IT`S DIFFICULT TO TELL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,89,33.0578512396694
"MALE",48,"45-59","URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","technical science","EMPLOYED IN PRIVATE SECTOR",NA,1800,"MARRIED",8,1985,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",176,78,25.1807851239669
"MALE",74,"65+","URBAN 200,000-500,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","social sciences","RETIRED",0,1760,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,80,27.681660899654
"FEMALE",73,"65+","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","no specialisation","RETIRED",0,NA,"MARRIED",10,1961,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,55,20.4491374182035
"FEMALE",29,"25-34","RURAL AREAS","Wielkopolskie","SECONDARY","agriculture, forestry, fishing","EMPLOYED IN PRIVATE SECTOR",0,2000,"DIVORCED",3,2002,4,2004,"MOSTLY DISSATISFIED",10,"IT`S DIFFICULT TO TELL","NO","NO","YES",6,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,80,26.7299274950717
"FEMALE",63,"60-64","URBAN BELOW 20,000","Pomorskie","SECONDARY","no specialisation","RETIRED",0,800,"MARRIED",2,1971,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,NA,163,65,24.7675659198293
"MALE",24,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","technical science","UNEMPLOYED",0,630,"SINGLE",NA,NA,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",179,100,31.561671506123
"FEMALE",71,"65+","URBAN 20,000-100,000","Podlaskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",NA,2700,"WIDOWED",9,1973,1,2009,"PLEASED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,60,23.4375
"FEMALE",54,"45-59","RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","no specialisation","LONG-TERM SICK/DISABLED",NA,525,"MARRIED",6,1977,NA,NA,"MIXED",17,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,70,25.7657134562346
"FEMALE",24,"16-24","URBAN 200,000-500,000","Malopolskie","POST-SECONDARY OR HIGHER","physical sciences","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"YES",17,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",155,59,24.9739854318418
"FEMALE",80,"65+","URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","pedagogics","RETIRED",NA,1400,"WIDOWED",9,1950,6,1998,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,62,22.77318640955
"MALE",22,"16-24","RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","no specialisation","UNEMPLOYED",0,NA,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,64,21.7180660897457
"FEMALE",56,"45-59","RURAL AREAS","Malopolskie","SECONDARY","no specialisation","FARMER",NA,1000,"MARRIED",7,1991,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,75,34.6260387811634
"FEMALE",55,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","EMPLOYED IN PUBLIC SECTOR",0,1000,"MARRIED",10,1978,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",160,65,25.390625
"FEMALE",43,"35-44","RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","services for the population and transport services","FARMER",NA,800,"MARRIED",6,1985,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,70,23.3886865581877
"FEMALE",23,"16-24","RURAL AREAS","Wielkopolskie","SECONDARY","social sciences","EMPLOYED IN PRIVATE SECTOR",NA,2400,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,60,20.7612456747405
"FEMALE",75,"65+","URBAN 200,000-500,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","technical science","RETIRED",0,1320,"WIDOWED",4,1975,9,2008,"MIXED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,68,26.5625
"MALE",38,"35-44","URBAN 200,000-500,000","Wielkopolskie","PRIMARY/NO EDUCATION","no specialisation","EMPLOYED IN PRIVATE SECTOR",NA,2000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,80,24.6913580246914
"FEMALE",41,"35-44","URBAN BELOW 20,000","Opolskie","POST-SECONDARY OR HIGHER","liberal arts","EMPLOYED IN PRIVATE SECTOR",0,4000,"MARRIED",3,2008,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",167,73,26.1751945211374
"FEMALE",64,"60-64","URBAN 100,000-200,000","Podkarpackie","SECONDARY","no specialisation","RETIRED",24,700,"MARRIED",1,1970,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,21.2585034013605
"MALE",19,"16-24","URBAN 100,000-200,000","Lodzkie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",4,"IT`S DIFFICULT TO TELL","YES","YES",NA,10,"NO",NA,"NO",NA,NA,NA,"NO",NA,NA,"NONE",178,76,23.9868703446535
"MALE",31,"25-34","URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PRIVATE SECTOR",NA,3900,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",10,"YES",15,"YES","NO","YES",4,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","ACTIVE",176,80,25.8264462809917
"FEMALE",60,"60-64","RURAL AREAS","Lubelskie","SECONDARY","no specialisation","RETIRED",0,950,"WIDOWED",4,1971,6,2000,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,90,31.8877551020408
"FEMALE",46,"45-59","URBAN 20,000-100,000","Kujawsko-pomorskie","SECONDARY","no specialisation","UNEMPLOYED",4,NA,"MARRIED",5,1982,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,98,37.7229080932785
"FEMALE",16,"16-24","URBAN 500,000 AND OVER","Mazowieckie","PRIMARY/NO EDUCATION","no specialisation","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION","NO",12,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",154,50,22.4765868886576
"FEMALE",82,"65+","RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1020,"WIDOWED",8,1948,5,1991,"MIXED",20,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,60,22.7614675359747
"FEMALE",85,"65+","RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","not applicable","RETIRED",0,650,"MARRIED",11,1958,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,52,21.0961905148282
"MALE",19,"16-24","URBAN 100,000-200,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","no specialisation","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",170,58,20.4152249134948
