"sex","age","agegr","placesize","region","edu","eduspec","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","bmi"
"MALE",58,"45-59","RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","agriculture, forestry, fishing","FARMER",0,-8,"MARRIED",11,1974,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",186,87,26.3090165575224
"FEMALE",43,"35-44","RURAL AREAS","Dolnoslaskie","SECONDARY","economy and administration","FARMER",0,2000,"DIVORCED",9,1993,3,1991,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"ACTIVE",157,80,32.0461464508893
"FEMALE",40,"35-44","URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","pedagogics","EMPLOYED IN PUBLIC SECTOR",-8,2800,"MARRIED",6,1989,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",165,76,27.9155188246097
"MALE",78,"65+","URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","pedagogics","RETIRED",24,2400,"MARRIED",8,1966,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",175,90,29.3877551020408
"FEMALE",27,"25-34","RURAL AREAS","Podkarpackie","POST-SECONDARY OR HIGHER","physical sciences","UNEMPLOYED",24,1700,"MARRIED",12,2002,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"NO",-8,"NO","NO","YES",36,"NO",NA,NA,"ACTIVE",165,61,22.038567493113
"FEMALE",33,"25-34","RURAL AREAS","Wielkopolskie","SECONDARY","services for the population and transport services","EMPLOYED IN PRIVATE SECTOR",0,1400,"MARRIED",6,1997,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"PASSIVE",168,59,20.9041950113379
"FEMALE",60,"60-64","URBAN BELOW 20,000","Wielkopolskie","PRIMARY/NO EDUCATION","no specialisation","RETIRED",0,1200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",158,68,27.2392244832559
"MALE",47,"45-59","URBAN BELOW 20,000","Pomorskie","SECONDARY","technical science","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED",8,1989,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",2,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"ACTIVE",177,80,25.5354463915222
"MALE",28,"25-34","URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","economy and administration","EMPLOYED IN PRIVATE SECTOR",6,700,"MARRIED",12,2009,NA,NA,"MIXED",1,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",10,"YES",1,"NO","NO","NO",-8,"NO",NA,NA,"PASSIVE",187,85,24.5693143716036
"MALE",54,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","architecture and construction","EMPLOYED IN PRIVATE SECTOR",0,3500,"MARRIED",8,1978,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","NO","NO",10,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"PASSIVE",174,84,27.4285714285714
"FEMALE",65,"65+","URBAN 200,000-500,000","Podkarpackie","SECONDARY","technical science","RETIRED",0,1200,"SINGLE",NA,NA,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",160,60,23.4375
"FEMALE",59,"45-59","RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","no specialisation","OTHER ECONOMICALLY INACTIVE",12,NA,"MARRIED",1,1972,NA,NA,"MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",158,75,30.0432622977087
"MALE",20,"16-24","RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","no specialisation","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",20,"NO","NO","NO",-8,"NO",NA,NA,"NONE",182,88,25.9630479410699
"MALE",25,"25-34","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","computer science","UNEMPLOYED",2,725,"MARRIED",9,2006,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO",-8,"YES, TO EU COUNTRY",NA,"GERMANY","ACTIVE",175,64,21.2244897959184
"FEMALE",50,"45-59","RURAL AREAS","Wielkopolskie","POST-SECONDARY OR HIGHER","protection and safety","EMPLOYED IN PUBLIC SECTOR",0,3400,"MARRIED",10,1983,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"ACTIVE",170,76,26.2975778546713
"MALE",51,"45-59","RURAL AREAS","Wielkopolskie","SECONDARY","no specialisation","LONG-TERM SICK/DISABLED",0,1600,"MARRIED",6,1978,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",32,"NO",-8,"NO","NO","NO",-8,"NO",NA,NA,"NONE",169,88,31.1791383219955
