epochs,loss_type,value,data,copes,j
0,Generator Loss,2.1703522205352783,sd2011_clean,5,1
1,Generator Loss,2.3555397987365723,sd2011_clean,5,1
2,Generator Loss,1.3191152811050415,sd2011_clean,5,1
3,Generator Loss,0.8084697723388672,sd2011_clean,5,1
4,Generator Loss,0.8620465993881226,sd2011_clean,5,1
5,Generator Loss,0.4130373001098633,sd2011_clean,5,1
6,Generator Loss,0.43333470821380615,sd2011_clean,5,1
7,Generator Loss,0.21269547939300537,sd2011_clean,5,1
8,Generator Loss,0.10519158840179443,sd2011_clean,5,1
9,Generator Loss,0.376387357711792,sd2011_clean,5,1
10,Generator Loss,0.41934287548065186,sd2011_clean,5,1
11,Generator Loss,0.11948013305664062,sd2011_clean,5,1
12,Generator Loss,0.528748631477356,sd2011_clean,5,1
13,Generator Loss,-0.0044928789138793945,sd2011_clean,5,1
14,Generator Loss,-0.5027025938034058,sd2011_clean,5,1
15,Generator Loss,-0.7399933338165283,sd2011_clean,5,1
16,Generator Loss,-1.0550487041473389,sd2011_clean,5,1
17,Generator Loss,-1.0634268522262573,sd2011_clean,5,1
18,Generator Loss,-0.6207504272460938,sd2011_clean,5,1
19,Generator Loss,-0.5529121160507202,sd2011_clean,5,1
20,Generator Loss,-0.7511082887649536,sd2011_clean,5,1
21,Generator Loss,-0.8560247421264648,sd2011_clean,5,1
22,Generator Loss,-0.48881399631500244,sd2011_clean,5,1
23,Generator Loss,-0.8242413997650146,sd2011_clean,5,1
24,Generator Loss,-0.4614391326904297,sd2011_clean,5,1
25,Generator Loss,-0.542157769203186,sd2011_clean,5,1
26,Generator Loss,-1.1588884592056274,sd2011_clean,5,1
27,Generator Loss,-0.6348148584365845,sd2011_clean,5,1
28,Generator Loss,-1.4694397449493408,sd2011_clean,5,1
29,Generator Loss,-1.0511912107467651,sd2011_clean,5,1
30,Generator Loss,-1.1814537048339844,sd2011_clean,5,1
31,Generator Loss,-1.033852458000183,sd2011_clean,5,1
32,Generator Loss,-1.2946242094039917,sd2011_clean,5,1
33,Generator Loss,-1.2501996755599976,sd2011_clean,5,1
34,Generator Loss,-1.1242889165878296,sd2011_clean,5,1
35,Generator Loss,-1.4225422143936157,sd2011_clean,5,1
36,Generator Loss,-1.5442780256271362,sd2011_clean,5,1
37,Generator Loss,-1.9392144680023193,sd2011_clean,5,1
38,Generator Loss,-1.5818912982940674,sd2011_clean,5,1
39,Generator Loss,-1.4241516590118408,sd2011_clean,5,1
40,Generator Loss,-1.9277927875518799,sd2011_clean,5,1
41,Generator Loss,-1.3795775175094604,sd2011_clean,5,1
42,Generator Loss,-1.778316855430603,sd2011_clean,5,1
43,Generator Loss,-1.8553439378738403,sd2011_clean,5,1
44,Generator Loss,-1.8677613735198975,sd2011_clean,5,1
45,Generator Loss,-1.6977553367614746,sd2011_clean,5,1
46,Generator Loss,-2.1033132076263428,sd2011_clean,5,1
47,Generator Loss,-1.717078685760498,sd2011_clean,5,1
48,Generator Loss,-2.2436888217926025,sd2011_clean,5,1
49,Generator Loss,-2.352926254272461,sd2011_clean,5,1
50,Generator Loss,-2.1312246322631836,sd2011_clean,5,1
51,Generator Loss,-2.080353260040283,sd2011_clean,5,1
52,Generator Loss,-2.230360507965088,sd2011_clean,5,1
53,Generator Loss,-2.129312753677368,sd2011_clean,5,1
54,Generator Loss,-2.317030668258667,sd2011_clean,5,1
55,Generator Loss,-2.3315353393554688,sd2011_clean,5,1
56,Generator Loss,-2.415508985519409,sd2011_clean,5,1
57,Generator Loss,-2.157463312149048,sd2011_clean,5,1
58,Generator Loss,-2.289172649383545,sd2011_clean,5,1
59,Generator Loss,-2.5056705474853516,sd2011_clean,5,1
60,Generator Loss,-2.5047240257263184,sd2011_clean,5,1
61,Generator Loss,-2.581010103225708,sd2011_clean,5,1
62,Generator Loss,-2.9684338569641113,sd2011_clean,5,1
63,Generator Loss,-2.7721989154815674,sd2011_clean,5,1
64,Generator Loss,-2.225921630859375,sd2011_clean,5,1
65,Generator Loss,-2.401618242263794,sd2011_clean,5,1
