"var_1","var_2","var_3","var_4","var_5","var_6","var_7","var_8","var_9","var_10"
"g","f","j","a","a","j","a","f","h","e"
"f","b","j","j","g","f","g","j","a","c"
"d","d","c","i","a","g","i","h","f","g"
"e","d","g","c","j","j","h","e","i","e"
"f","g","a","f","i","e","b","b","c","b"
"e","j","d","j","b","a","f","d","j","a"
"h","g","e","g","i","e","a","d","a","j"
"g","g","a","d","a","e","b","i","a","a"
"e","j","c","b","j","f","i","g","a","i"
"h","h","f","i","i","c","b","a","h","c"
"f","f","a","a","c","b","f","b","f","a"
"d","f","j","h","a","g","f","f","d","j"
"f","f","i","j","f","e","f","g","f","a"
"a","h","i","e","j","c","d","c","a","i"
"i","b","g","e","h","c","c","b","j","j"
"b","j","e","h","i","j","h","e","b","g"
"j","i","e","i","h","d","a","g","g","g"
"b","g","j","c","f","j","d","g","a","f"
"h","i","d","e","f","e","e","j","e","a"
"c","b","j","d","e","h","j","i","i","b"
"f","j","i","g","e","e","i","j","h","j"
"d","b","b","i","h","i","f","d","g","a"
"b","h","h","b","c","d","f","h","i","b"
"c","d","e","h","j","e","j","d","b","h"
"i","d","b","j","a","e","h","i","i","f"
"j","j","j","a","h","d","f","f","e","b"
"g","b","i","a","f","f","e","e","i","c"
"f","h","b","h","b","j","h","e","c","g"
"j","e","g","j","j","g","f","j","d","a"
"h","j","d","b","c","a","i","i","f","g"
"d","i","f","d","f","h","e","c","d","e"
"c","a","i","i","j","e","a","a","a","e"
"g","h","j","f","a","d","j","d","i","d"
"h","f","i","a","f","h","g","c","g","d"
"j","b","d","h","j","i","b","j","b","a"
"c","f","a","a","h","c","a","h","e","g"
"j","e","f","i","h","g","j","f","g","b"
"i","e","i","j","d","c","b","j","b","h"
"e","b","c","e","b","c","d","d","e","i"
"e","c","i","c","e","e","d","e","e","a"
"a","g","c","b","e","j","a","h","f","f"
"e","b","a","i","e","b","j","g","j","j"
"b","a","i","f","e","g","h","b","b","j"
"g","f","h","f","c","d","h","f","j","h"
"e","i","d","a","f","d","j","a","d","e"
"f","h","h","f","i","f","h","b","i","i"
"a","i","g","a","g","i","h","g","b","g"
"e","i","i","g","b","g","c","c","f","a"
"f","d","e","a","e","j","e","e","j","d"
"b","g","b","b","e","c","i","d","b","h"
"a","f","c","f","j","f","a","c","g","d"
"j","i","b","c","h","b","f","g","c","j"
"d","d","h","h","c","c","e","e","e","h"
"f","f","d","g","b","a","a","j","e","g"
"d","a","c","d","g","g","j","a","c","d"
