"age","income","wealth"
61,8986,74934
38,19636,1696916
43,10494,1046253
94,281445,-9506
25,42514,1230173
85,34544,9365
34,53138,2380
36,14946,22593
89,89058,9434
49,23088,183987
46,38012,378903
75,6089,1787344
45,19495,6941
53,234631,59459
35,17290,1061677
81,25659,490225
78,7662,-8054
43,31322,1663319
24,15365,-15946
25,17279,180565
81,40811,9365
45,11655,54642
93,9828,30465
49,47082,86651
22,6189,31638
90,5540,53657
90,37118,1997654
55,19836,47001
93,20623,-1483
74,2003,448226
93,15776,-372
61,20430,529128
84,28267,-3252
20,21133,-3505
67,28992,512980
89,23668,32547
27,13794,125148
77,44544,140600
88,44733,18261
75,6505,5984
66,17483,108779
42,20838,-10728
81,20530,342
34,4842,9299
34,3490,884152
61,16366,94286
57,43894,39658
82,17726,-372
89,19614,164749
90,16210,-372
69,16334,235109
78,22478,40928
26,3558,1299139
30,9075,120349
62,40452,579383
79,63927,385909
72,13000,20402
75,33958,222989
78,82302,3425601
59,16986,475767
40,22375,153581
57,29645,20079
56,46349,57125
35,3074,271023
73,6505,191402
36,2998,675213
56,46896,3140053
78,19912,146332
42,19790,264285
26,14327,125148
68,65363,356421
60,33716,109047
94,35443,287389
47,39561,477311
81,3603,293356
32,3928,-2273
62,7815,148415
77,23435,475106
77,15147,99858
49,27193,42587
56,16509,-15773
20,79902,26881
85,28267,86268
51,2378,390185
21,88609,-4010
64,180607,73838
82,106164,13186607
40,46991,450909
63,10604,319278
66,20510,108779
88,18700,-1483
60,25169,109047
60,8418,30641
33,63307,727715
27,42514,-2188
50,50087,266367
47,29507,51912
25,12788,4682102
38,2448,104264
60,8418,112631
63,39541,45164
61,8983,1346803
75,1642,93271
84,13343,56770
69,8434,413643
33,48434,496187
88,102619,71344
66,19838,200260
82,240617,3159
51,51073,42587
27,15695,48959
37,18031,1679046
66,17483,31300
67,20907,163336
18,14858,568456
86,26660,6156
81,33011,34824
42,43069,295378
87,28616,6156
61,43035,125112
32,3490,2004793
89,13499,426327
16,18578,-733
27,14327,135497
21,13711,59319
77,27638,48805
60,92291,112645
69,22687,209324
79,2061,134629
51,234631,306177
81,10554,-14527
92,17270,288710
76,14009,179606
39,16016,93779
59,8261,-1979
91,10809,573096
77,6117,26917
80,31440,1824186
29,12803,-17875
23,105611,412299
62,8983,73133
35,9424,869728
62,10420,-10135
54,46896,1044458
82,12275,85362
59,16337,217841
51,46700,80748
88,8981,-2942
53,52389,120506
73,33958,1594868
48,2918,23834
27,25977,191952
26,14755,48959
84,10771,7367
89,33709,5664
70,30594,2273362
69,76872,-12690
62,5062,23742
27,42980,496187
27,42980,142874
37,7883,30641
66,44391,271486
92,20623,342
28,12803,656620
44,43521,-7662
85,22073,475106
49,38327,51912
70,76872,-5028
64,27927,184332
42,84388,90200
38,19636,71577
53,36418,1762847
73,14552,46761
90,8506,134629
17,18068,-7021
45,7563,9299
40,32457,109465
73,1642,2104585
82,15306,339536
91,10344,750478
63,46591,39684
19,88313,2586358
74,6505,1271586
69,23574,-9140
27,12788,1643020
71,7810,4529120
66,42457,100632
88,44733,33148
71,57095,559347
84,38822,-12208
59,95844,241827
33,79446,39221
78,104069,213043
